PRODUCTOS,AÑO,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiem.,Octubre,Noviem.,Diciem.,Anual
ENERGIA Y LUBRICANTES,2010,92.59,93.2,95.89,99.79,100.15,101.59,101.53,100.28,100.32,102.47,104.42,107.78,100
,2011,113.25,116.13,119.56,120.24,116.87,116.61,118.06,117.63,119.31,119.84,121.74,121.67,118.42
,2012,123.99,125.93,126.58,127.44,126,123.7,128.22,130.35,132.1,130.92,129.3,127.78,127.71
,2013,130.39,131.45,130.21,124.88,123.78,123.46,125.46,127.32,128.94,127.14,126.81,126.79,127.22
,2014,127.85,128.2,127.89,127.31,126.57,126.55,130.27,131.45,130.62,128.4,131.49,125.42,128.51
,2015,123.81,124.75,127.36,125.86,128.86,128.61,129.01,123.87,122.22,120.22,120.36,116.88,124.33
,2016,106.19,101.5,102.41,102.36,105.33,107.92,111.96,112.76,113.27,117.98,119.44,124.6,110.47
,2017,130.83,123.23,118.33,117.49,114.79,114.05,113.78,115.32,118.93,123.27,126.59,131.13,120.64
,2018,134.83,136.04,121.86,126.38,132.97,135.42,0,0,0,0,0,0,0
     - CARBURANTES,2010,87.95,89.71,94.04,100.38,100.95,103.3,103.2,101.19,101.26,102.1,105.24,110.72,100
,2011,113.89,118.59,124.2,125.28,119.74,119.29,120.67,119.93,122.53,123.42,126.45,126.33,121.69
,2012,130.04,133.21,134.27,131.17,128.82,124.98,129.75,133.21,136.08,134.12,131.48,129,131.35
,2013,131.02,132.73,130.62,126.85,125.14,124.59,127.89,128.72,131.29,126.16,125.59,127.86,128.21
,2014,125.62,125.53,125.02,124.15,122.98,122.95,122.93,122.57,121.22,117.57,113.34,103.45,120.61
,2015,96.12,97.66,101.91,99.46,104.36,103.94,101.28,95.09,92.4,89.14,89.38,83.7,96.2
,2016,76.79,74.86,76.72,79.26,83.51,86.5,86.3,86.86,86.84,87.8,87.97,92.25,83.81
,2017,93.08,93.89,93.26,91.89,91.17,88.87,89.16,91.93,90.69,91.15,93.02,95.57,91.98
,2018,98.89,98,100.45,102.37,105.44,107.52,0,0,0,0,0,0,0
     - ELECTRICIDAD,2010,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,103.56,103.56,103.56,100
,2011,113.7,113.7,113.7,113.7,113.7,113.7,115.43,115.43,115.43,115.43,115.43,115.43,114.61
,2012,115.43,115.43,115.43,123.47,123.47,123.56,128.31,128.31,128.31,128.31,128.31,128.31,123.93
,2013,132.15,132.15,132.15,123.38,123.38,123.38,123.38,127.31,127.31,131.23,131.23,127.31,127.85
,2014,134.25,135.43,135.43,135.43,135.43,135.43,146.3,150.32,150.32,150.32,166.85,166.85,145.21
,2015,175.16,175.16,175.16,175.16,175.16,175.16,181.1,177.17,177.17,177.17,177.17,177.17,176.53
,2016,158.36,148.13,147.49,142.92,143.93,146.12,158.17,159.45,161.1,173.15,177.17,184.57,158.36
,2017,201.19,177.63,164.57,164.57,157.99,159.91,158.63,158.17,170.87,182.65,188.86,197.53,173.52
,2018,202.47,207.58,161.92,171.6,185.3,188.68,0,0,0,0,0,0,0
     - LUBRICANTES,2010,108.72,98.05,98.8,99.3,99.39,99.49,99.47,99.06,99.1,99.08,99.74,99.8,100
,2011,100.6,100.7,100.67,101.06,101.5,101.84,102.01,102.55,104.73,104.37,105.34,105.34,102.56
,2012,106.43,106.39,106.37,106.37,106.43,106.81,106.05,106.14,105.96,106.55,106.55,106.51,106.38
,2013,107.56,108.01,109.08,109.08,107.84,108.17,107.72,107.72,108.68,108.7,109.15,107.7,108.28
,2014,108.72,108.77,108.77,107.63,107.09,107.07,107.07,107.39,107.39,107.72,107.68,107.46,107.73
,2015,107.96,108.05,108.05,108.15,108.15,108.15,108.05,108.05,108.05,107.95,107.85,107.81,108.02
,2016,108.07,108.07,108.07,107.18,107.51,107.69,108.12,108.5,107.47,107,106.43,106.31,107.54
,2017,106.41,106.55,106.01,106.01,106.1,106.24,106.2,106.22,106.31,106.41,107.32,107.34,106.43
,2018,106.44,106.5,106.78,107.15,107.23,107.49,0,0,0,0,0,0,0
MATERIAL Y PEQUEÑO UTILLAJE,2010,99.47,99.05,98.71,98.84,99.29,99.41,99.74,99.97,100.7,101.43,101.64,101.67,100
,2011,102.8,103.48,104.25,105.25,105.74,105.94,106.4,106.84,107.01,106.54,106.54,106.21,105.58
,2012,106.67,106.28,106.17,106.18,106.84,106.35,106.82,106.65,106.44,106.25,106.2,107.02,106.49
,2013,111.82,112.22,112.1,112.37,111.99,111.87,112.07,112.21,112.08,111.84,112.34,112.25,112.1
,2014,111.94,111.99,112.29,112.41,112.2,112.13,112.59,112.65,111.91,112.02,111.65,111.89,112.13
,2015,112.24,112.39,112.15,111.55,111.23,111.38,111.7,112.24,112.66,114.05,113.94,114.17,112.49
,2016,114.36,114.31,114.26,114.68,114.41,114.26,114.27,114.33,114.1,113.29,113.53,113.23,114.1
,2017,114.14,114.1,114.1,113.74,113.74,113.78,113.95,114.04,114.11,114.34,114.14,114.27,114.04
,2018,114.49,113.95,113.96,114.19,114.35,114.38,0,0,0,0,0,0,0
GASTOS GENERALES,2010,97.33,97.33,98.5,99.67,99.88,99.7,100.7,100.86,100.7,101.16,101.41,102.74,100
,2011,104.09,104.71,106,107.04,106.37,106.16,107.72,107.61,107.65,107.69,107.65,107.83,106.71
,2012,108.38,109,110.17,111.85,110.82,109.74,111.68,113.22,114.31,113.62,112.01,112.17,111.41
,2013,111.71,112.63,112.68,111.67,111.14,111.29,112.47,113.12,112.91,112.37,111.78,112.29,112.17
,2014,111.81,111.97,112.08,112.5,112.38,112.32,111.48,111.61,111.92,111.01,109.46,107.52,111.34
,2015,105.78,106.55,107.32,108.45,108.92,109.23,109.32,107.65,106.21,105.64,105.66,104.95,107.14
,2016,102.89,102.48,103.01,103.54,104.33,105.36,105.59,107.16,105.24,106.37,106.24,107.64,104.99
,2017,109.02,109.2,107.16,104.75,107.89,107.67,108.16,108.34,108.3,108.76,109.27,109.46,108.16
,2018,109.34,109.89,108.88,110.05,111.8,112.14,0,0,0,0,0,0,0
BIENES DE INVERSION   (INPUT II),2010,98.85,98.88,98.85,99.97,100.08,100.07,100.37,100.4,100.41,100.66,100.69,100.76,100
,2011,100.85,100.9,100.9,102.15,102.12,102.16,102.56,102.5,102.53,102.7,102.74,102.74,102.07
,2012,102.6,102.63,102.62,104.37,104.45,104.46,103.94,103.96,104,103.93,103.9,103.8,103.72
,2013,103.99,104.09,104.09,104.04,104.17,104.24,104.84,104.81,104.81,106.04,106.04,106.03,104.77
,2014,106.32,106.32,106.28,105.92,106.05,106.16,105.91,105.91,105.94,106.15,106.18,106.15,106.11
,2015,106.74,106.71,106.67,105.88,105.95,105.95,106.03,105.98,105.99,106.42,106.45,106.41,106.26
,2016,105.74,105.81,105.77,103.98,104.08,103.37,105.78,105.85,105.85,106.5,106.46,106.46,105.47
,2017,106,106,106,106.12,106.17,106.16,106.62,106.63,106.67,107.92,107.92,107.92,106.68
,2018,106.94,106.95,106.99,107.31,107.41,107.45,0,0,0,0,0,0,0
MAQUINARIA Y OTROS BIENES DE EQUIPO,2010,98.85,98.91,98.85,100.56,100.76,100.75,99.92,99.99,100,100.38,100.44,100.58,100
,2011,100.66,100.74,100.75,100.58,100.52,100.6,100.77,100.65,100.71,101.25,101.33,101.32,100.83
,2012,101.24,101.3,101.29,103.78,103.93,103.93,103,103.03,103.1,104.34,104.29,104.1,103.11
,2013,104.97,105.17,105.17,104.31,104.56,104.69,105.3,105.25,105.24,107.66,107.65,107.64,105.63
,2014,108.01,108,107.94,107.25,107.5,107.69,107.15,107.15,107.21,107.61,107.67,107.61,107.57
,2015,109.38,109.32,109.25,108.07,108.2,108.2,107.76,107.68,107.68,108.75,108.81,108.74,108.49
,2016,109.61,109.74,109.67,106.98,107.16,105.83,108.89,109.01,109.01,109.94,109.87,109.87,108.8
,2017,109.27,109.27,109.27,108.7,108.78,108.83,109.04,109.05,109.12,111.28,111.28,111.28,109.59
,2018,108.81,108.83,108.9,109.63,109.81,109.88,0,0,0,0,0,0,0
OBRAS DE INVERSION,2010,98.86,98.86,98.86,99.28,99.28,99.28,100.88,100.88,100.88,100.98,100.98,100.98,100
,2011,101.08,101.08,101.08,103.97,103.97,103.97,104.63,104.63,104.63,104.38,104.38,104.38,103.51
,2012,104.17,104.17,104.17,105.06,105.06,105.06,105.04,105.04,105.04,103.46,103.46,103.46,104.43
,2013,102.85,102.85,102.85,103.72,103.72,103.72,104.3,104.3,104.3,104.17,104.17,104.17,103.76
,2014,104.37,104.37,104.37,104.38,104.38,104.38,104.47,104.47,104.47,104.46,104.46,104.46,104.42
,2015,103.68,103.68,103.68,103.34,103.34,103.34,104.02,104.02,104.02,103.71,103.71,103.71,103.69
,2016,101.25,101.25,101.25,100.5,100.5,100.5,102.17,102.17,102.17,102.51,102.51,102.51,101.61
,2017,102.22,102.22,102.22,103.13,103.13,103.07,103.82,103.82,103.82,104.01,104.01,104.01,103.29
,2018,104.77,104.77,104.77,104.63,104.63,104.63,0,0,0,0,0,0,0
