PRODUCTOS,AÑO,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiem.,Octubre,Noviem.,Diciem.,Anual
,2018,107.63,108.21,108.73,109.32,108.27,108.23,0,0,0,0,0,0,0
          + PARA BOVINO,2010,95.49,95.71,95.87,95.42,96.02,96.81,97.6,101.21,102.85,106.14,107.01,109.81,100
,2011,115.35,116.44,116.22,116.45,119.2,118.13,117.83,115.39,115.16,114.81,113.45,113.87,116.03
,2012,113.47,114.52,117.28,119.25,121.38,121.85,123.69,127.91,130.58,130.15,130.64,131.69,123.54
,2013,132.77,131.96,130.95,128.69,126.81,126.3,124.72,122.44,119.36,118.07,118.15,117.18,124.78
,2014,116.73,116.57,116.95,116.98,116.88,116.95,115.9,114.7,113.91,112.24,112.18,112.31,115.2
,2015,113.69,114.05,113.88,114.88,114.88,114.97,113.15,113.66,113.53,113.75,113.53,112.7,113.91
,2016,116.07,115.05,113.92,110.54,109.82,109.08,109.03,108.36,110.07,112.7,109.6,108.73,111.09
,2017,108.45,108.72,108.56,108.48,108.34,107.56,108.02,107.98,108.06,108.23,108.48,108.6,108.28
,2018,109.74,110.3,110.18,110.67,110.95,111.39,0,0,0,0,0,0,0
          + PARA OVINO Y CAPRINO,2010,94.33,94.33,95.13,94.75,95.12,94.99,96.5,101.02,105.72,107.29,108.75,112.22,100
,2011,117.28,117.92,118.01,117.57,118.45,116.61,116.3,117,114.91,114.58,114.03,112.58,116.27
,2012,113.8,115.51,117.74,119.25,121.56,122.27,126.2,132.32,134.96,134.24,134.07,135.69,125.63
,2013,134.77,134.65,133.74,132.01,131.24,129.49,126.77,123.99,118.99,120.29,120.08,120.59,127.22
,2014,120.16,117.86,119.79,119.9,119.19,118.82,117.12,116.14,113.59,111.94,112.93,112.65,116.68
,2015,114.27,114.63,114.9,115.66,115.76,115.24,115.46,116.24,115.04,114.93,115.1,115.62,115.24
,2016,114.55,113.31,112.23,111.09,111.08,112.17,112.12,111.17,108.49,108.25,108.11,106.88,110.79
,2017,107.86,108.07,107.96,107.45,107.23,107.98,107.74,106.91,107.23,107.26,107.97,108.26,107.67
,2018,108.42,109.1,110.01,110.31,110.23,110.11,0,0,0,0,0,0,0
          + PARA PORCINO,2010,92.98,94.2,94.02,93.35,94.47,94.98,96.35,100.89,106.05,110.06,110.14,112.44,100
,2011,118.09,118.94,119.28,120.04,120.79,119.68,117.84,117.58,116.62,115.69,113.92,113.92,117.68
,2012,113.73,115.59,117.78,120.55,121.64,123.19,122.78,128.88,133.22,133.18,132.45,133.37,124.71
,2013,134.23,133.1,131.5,131.04,128.65,126.23,122.61,116.53,114.11,113.28,114.05,113.84,123.28
,2014,114.66,113.79,114.36,114.53,114.13,114.91,113.09,112.11,111.57,110.02,109.94,111.49,112.88
,2015,111.66,111.75,112.31,111.42,112.91,111.7,110.59,111.36,110.73,110.23,110.66,110.23,111.3
,2016,109.83,108.5,106.72,105.61,106.73,107.4,107.06,105.39,104.12,103.85,103.86,104.36,106.12
,2017,105.34,106.08,105.82,105.3,104.96,105.12,105.93,105.41,105.17,105.17,105.62,106.68,105.55
,2018,107.58,108.2,109.19,109.85,107.65,107.64,0,0,0,0,0,0,0
          + PARA CONEJOS,2010,94.99,95.65,94.33,94.68,95.12,95.47,98.73,99.47,102.55,106.94,106.41,115.42,100
,2011,112.92,114.28,115.29,114.72,112.96,116.7,115.38,116.56,117.36,117.09,116.04,117.22,115.55
,2012,116.87,117.36,119.29,120.65,122.14,125.04,125.31,125.92,129.66,129.48,132.34,134.01,124.82
,2013,134.14,133.17,133.22,132.56,131.06,130.45,127.2,123.11,120.74,121.31,120.78,119.95,127.33
,2014,118.94,118.1,116.26,117.71,117.71,116.7,116.7,114.94,114.32,112.74,114.41,116.43,116.26
,2015,116.78,116.3,115.82,118.19,117.88,117.31,112.96,116.21,115.82,115.82,116.65,117.22,116.43
,2016,117.62,116.65,114.98,115.25,107.86,107.03,106.81,106.15,105.76,104.83,103.3,102.11,109.05
,2017,102.68,102.77,103.25,103.69,102.94,103.08,103.38,103.73,102.72,103.25,104.48,105.49,103.47
,2018,106.55,107.07,106.72,107.29,108,108.17,0,0,0,0,0,0,0
          + PARA  AVES,2010,94.68,95.15,95.38,95.61,96.29,96.51,97.94,101.02,104.29,106.86,107.45,108.74,100
,2011,113.88,115.2,114.22,115.17,117.38,117.02,117.23,116.72,116.03,114.68,112.29,111.53,115.11
,2012,112.72,112.76,116.41,117.07,118.74,121.26,122.97,127.46,129.85,128.6,127.36,128.4,121.97
,2013,128.01,126.93,125.72,125.57,126.13,126.87,123.25,121.03,119.62,118.37,118.26,117.9,123.13
,2014,117.28,116.41,116.73,116.34,117.04,117.04,116.22,115.26,113.61,111.59,112.13,113.24,115.24
,2015,114.17,114.08,114.26,114.77,114.62,114.21,113.93,114.68,113.97,113.21,112.85,112.83,113.97
,2016,111.62,111.42,109.11,109.25,109.32,109.73,109.98,109.51,107.63,105.88,105.12,104.98,108.63
,2017,105.24,105.66,105.45,105.77,105.29,105.01,104.82,104.66,104.87,104.53,105.48,105.56,105.19
,2018,105.81,106.33,106.61,107.23,106.69,106.19,0,0,0,0,0,0,0
