asset_id,sequence_id,cycle_id,cycle_index,rows,start_time,end_time,duration_h,observed_h_from_rows,median_dt_min,production_rows,production_row_pct,cip_rows,maintenance_rows,informative_row_pct,low_info_prod_pct,informative_within_production_pct,low_info_within_production_pct,max_stage,stage_mode,start_severity,end_severity,max_severity,severity_increase,fouling_onset_events,clog_onset_events,clog_rows,has_unplanned_horizon,phase_set,last_maintenance_type_mode,maintenance_events,planned_maint_events,unplanned_maint_events,maintenance_duration_min,maintenance_types,fault_types
asset_01,asset_01_C00006,asset_01_C00006,6,1398,2026-01-08 08:27:00+00:00,2026-01-09 07:44:00+00:00,23.283333333333335,23.3,1.0,1356,96.99570815450643,0,42,29.25608011444921,70.74391988555078,27.064896755162245,72.93510324483776,2,stable,0.0001638383,0.0001411,0.0026463216,-2.2738300000000006e-05,1,0,0,1,"maintenance,production",scheduled_CIP,1,0,1,42.0,CIP_extra,fouling
asset_06,asset_06_C00007,asset_06_C00007,7,839,2026-01-08 13:46:00+00:00,2026-01-09 03:44:00+00:00,13.966666666666667,13.983333333333333,1.0,767,91.41835518474375,45,27,40.524433849821214,59.475566150178786,34.94132985658409,65.05867014341591,2,stable,9.09726e-05,4.2067e-05,0.0026209867,-4.8905599999999995e-05,1,1,8,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,72.0,"scheduled_CIP,unclog","clogging,preventive"
asset_04,asset_04_C00015,asset_04_C00015,15,883,2026-01-17 15:28:00+00:00,2026-01-18 06:10:00+00:00,14.7,14.716666666666667,1.0,848,96.03624009060023,35,0,65.118912797282,34.88108720271801,63.67924528301887,36.32075471698113,2,stable,6.58206e-05,0.0003270953,0.002617478,0.0002612747,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,35.0,scheduled_CIP,preventive
asset_02,asset_02_C00013,asset_02_C00013,13,481,2026-01-16 05:29:00+00:00,2026-01-16 13:29:00+00:00,8.0,8.016666666666667,1.0,442,91.89189189189189,39,0,72.76507276507277,27.234927234927238,70.36199095022624,29.638009049773757,2,advanced,0.0001341041,0.0003453449,0.0026154328,0.00021124080000000002,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,39.0,scheduled_CIP,preventive
asset_01,asset_01_C00010,asset_01_C00010,10,1224,2026-01-14 03:59:00+00:00,2026-01-15 00:22:00+00:00,20.383333333333333,20.4,1.0,1169,95.50653594771242,37,18,29.73856209150327,70.26143790849673,26.43284858853721,73.56715141146279,2,stable,0.0001393837,0.0001605417,0.002573748,2.115799999999999e-05,1,1,28,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,55.0,"scheduled_CIP,unclog","clogging,preventive"
asset_01,asset_01_C00005,asset_01_C00005,5,1486,2026-01-06 23:26:00+00:00,2026-01-08 00:11:00+00:00,24.75,24.766666666666666,1.0,1431,96.29878869448183,38,17,31.35935397039031,68.64064602960968,28.721174004192875,71.27882599580713,2,stable,9.31514e-05,0.0001638376,0.0025327824,7.06862e-05,1,1,18,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,55.0,"scheduled_CIP,unclog","clogging,preventive"
asset_02,asset_02_C00015,asset_02_C00015,15,654,2026-01-18 14:29:00+00:00,2026-01-19 01:22:00+00:00,10.883333333333333,10.9,1.0,614,93.88379204892966,40,0,60.24464831804281,39.75535168195719,57.65472312703584,42.34527687296417,2,stable,0.0001086619,0.0001940755,0.0025307459,8.541359999999999e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,40.0,scheduled_CIP,preventive
asset_07,asset_07_C00013,asset_07_C00013,13,778,2026-01-15 11:31:00+00:00,2026-01-16 00:28:00+00:00,12.95,12.966666666666667,1.0,747,96.01542416452442,31,0,52.82776349614395,47.17223650385604,50.870147255689425,49.129852744310575,2,stable,0.0001732016,0.0003548341,0.0025221337,0.00018163249999999997,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,31.0,scheduled_CIP,preventive
asset_06,asset_06_C00004,asset_06_C00004,4,1226,2026-01-04 17:05:00+00:00,2026-01-05 13:30:00+00:00,20.416666666666668,20.433333333333334,1.0,1174,95.75856443719412,0,52,22.512234910277325,77.48776508972267,19.08006814310051,80.91993185689948,2,stable,5.18247e-05,9.7764e-06,0.0025164121,-4.2048299999999995e-05,1,0,0,1,"maintenance,production",scheduled_CIP,1,0,1,52.0,CIP_extra,fouling
asset_09,asset_09_C00007,asset_09_C00007,7,954,2026-01-08 06:57:00+00:00,2026-01-08 22:50:00+00:00,15.883333333333333,15.9,1.0,872,91.40461215932915,38,44,52.620545073375254,47.37945492662474,48.1651376146789,51.8348623853211,2,stable,8.44868e-05,0.0001259222,0.0025126401,4.14354e-05,1,1,18,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,82.0,"scheduled_CIP,unclog","clogging,preventive"
asset_02,asset_02_C00002,asset_02_C00002,2,1093,2026-01-02 15:59:00+00:00,2026-01-03 10:11:00+00:00,18.2,18.216666666666665,1.0,1056,96.61482159194877,37,0,34.76669716376944,65.23330283623055,32.48106060606061,67.51893939393939,2,stable,0.0003002618,0.0002511657,0.0025110738,-4.9096100000000026e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,37.0,scheduled_CIP,preventive
asset_02,asset_02_C00010,asset_02_C00010,10,1040,2026-01-12 07:21:00+00:00,2026-01-13 00:40:00+00:00,17.316666666666666,17.333333333333332,1.0,978,94.03846153846153,38,24,37.40384615384615,62.59615384615385,33.43558282208589,66.56441717791411,2,stable,0.0001783227,0.0002974738,0.0025013494,0.00011915109999999996,1,1,28,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,62.0,"scheduled_CIP,unclog","clogging,preventive"
asset_05,asset_05_C00009,asset_05_C00009,9,1585,2026-01-12 15:52:00+00:00,2026-01-13 18:16:00+00:00,26.4,26.416666666666668,1.0,1542,97.28706624605678,43,0,32.17665615141956,67.82334384858044,30.285343709468222,69.71465629053178,2,stable,0.0002066816,0.0001171555,0.0024911065,-8.95261e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,43.0,scheduled_CIP,preventive
asset_01,asset_01_C00001,asset_01_C00001,1,967,2026-01-01 03:54:00+00:00,2026-01-01 20:00:00+00:00,16.1,16.116666666666667,1.0,930,96.17373319544984,37,0,28.541882109617372,71.45811789038262,25.6989247311828,74.3010752688172,2,stable,6.30002e-05,0.0002688357,0.002491023,0.0002058355,1,0,0,0,"CIP_acid,CIP_alkaline,production",none,1,1,0,37.0,scheduled_CIP,preventive
asset_04,asset_04_C00009,asset_04_C00009,9,1190,2026-01-10 13:50:00+00:00,2026-01-11 09:39:00+00:00,19.816666666666666,19.833333333333332,1.0,1146,96.30252100840336,44,0,17.899159663865547,82.10084033613445,14.74694589877836,85.25305410122164,2,stable,5.36222e-05,9.41324e-05,0.0024749549,4.05102e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,44.0,scheduled_CIP,preventive
asset_06,asset_06_C00006,asset_06_C00006,6,1231,2026-01-07 13:42:00+00:00,2026-01-08 10:12:00+00:00,20.5,20.516666666666666,1.0,1166,94.71974004874086,41,24,37.36799350121852,62.63200649878148,33.876500857632934,66.12349914236707,2,stable,0.0002636958,9.09699e-05,0.0024289033,-0.0001727259,1,1,14,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,65.0,"scheduled_CIP,unclog","clogging,preventive"
asset_06,asset_06_C00001,asset_06_C00001,1,909,2026-01-01 03:13:00+00:00,2026-01-01 18:21:00+00:00,15.133333333333333,15.15,1.0,832,91.52915291529153,33,44,32.01320132013201,67.98679867986799,25.721153846153843,74.27884615384616,2,stable,4.5999e-05,0.0001931936,0.002428614,0.0001471946,1,1,26,1,"CIP_acid,CIP_alkaline,maintenance,production",none,2,1,1,77.0,"scheduled_CIP,unclog","clogging,preventive"
asset_01,asset_01_C00011,asset_01_C00011,11,1100,2026-01-15 12:41:00+00:00,2026-01-16 07:00:00+00:00,18.316666666666666,18.333333333333332,1.0,1026,93.27272727272727,29,45,57.72727272727273,42.27272727272727,54.67836257309941,45.32163742690059,2,stable,0.0001605455,0.0003115033,0.0024189426,0.0001509578,1,1,25,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,74.0,"scheduled_CIP,unclog","clogging,preventive"
asset_05,asset_05_C00017,asset_05_C00017,17,1045,2026-01-24 10:47:00+00:00,2026-01-25 04:11:00+00:00,17.4,17.416666666666668,1.0,974,93.20574162679426,34,37,37.41626794258373,62.58373205741626,32.85420944558521,67.14579055441479,2,stable,0.0001720064,0.0001511067,0.0024113958,-2.08997e-05,1,1,24,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,71.0,"scheduled_CIP,unclog","clogging,preventive"
asset_07,asset_07_C00010,asset_07_C00010,10,860,2026-01-12 17:02:00+00:00,2026-01-13 07:21:00+00:00,14.316666666666666,14.333333333333334,1.0,817,95.0,43,0,30.348837209302324,69.65116279069767,26.682986536107713,73.3170134638923,2,stable,0.0001577199,8.91252e-05,0.0024045437,-6.85947e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,43.0,scheduled_CIP,preventive
asset_02,asset_02_C00003,asset_02_C00003,3,1288,2026-01-04 05:44:00+00:00,2026-01-05 03:11:00+00:00,21.45,21.466666666666665,1.0,1256,97.51552795031056,32,0,21.428571428571427,78.57142857142857,19.426751592356688,80.57324840764332,2,stable,0.0002511664,0.0003401472,0.0023876582,8.898080000000001e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,32.0,scheduled_CIP,preventive
asset_05,asset_05_C00008,asset_05_C00008,8,842,2026-01-11 07:28:00+00:00,2026-01-11 21:29:00+00:00,14.016666666666667,14.033333333333333,1.0,802,95.24940617577197,40,0,38.00475059382423,61.995249406175766,34.91271820448878,65.08728179551122,2,stable,0.0001512093,0.000206681,0.0023846359,5.547170000000002e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,40.0,scheduled_CIP,preventive
asset_07,asset_07_C00018,asset_07_C00018,18,1389,2026-01-22 20:27:00+00:00,2026-01-23 19:35:00+00:00,23.133333333333333,23.15,1.0,1350,97.19222462203024,39,0,42.54859611231102,57.45140388768899,40.88888888888889,59.111111111111114,2,stable,0.0002201378,0.000118038,0.0023670632,-0.0001020998,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,39.0,scheduled_CIP,preventive
asset_04,asset_04_C00011,asset_04_C00011,11,1364,2026-01-12 22:52:00+00:00,2026-01-13 21:35:00+00:00,22.716666666666665,22.733333333333334,1.0,1328,97.36070381231671,36,0,22.727272727272727,77.27272727272727,20.632530120481928,79.36746987951807,2,stable,6.73007e-05,0.0001714441,0.0023628767,0.00010414339999999998,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,36.0,scheduled_CIP,preventive
asset_01,asset_01_C00009,asset_01_C00009,9,783,2026-01-12 20:44:00+00:00,2026-01-13 09:46:00+00:00,13.033333333333333,13.05,1.0,712,90.93231162196679,37,34,39.20817369093231,60.79182630906769,33.146067415730336,66.85393258426966,2,stable,0.0001442748,0.0001393828,0.0023580266,-4.89200000000002e-06,1,1,28,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,71.0,"scheduled_CIP,unclog","clogging,preventive"
asset_02,asset_02_C00005,asset_02_C00005,5,1418,2026-01-06 17:41:00+00:00,2026-01-07 17:18:00+00:00,23.616666666666667,23.633333333333333,1.0,1371,96.6854724964739,37,10,29.055007052186177,70.94499294781383,26.622902990517872,73.37709700948213,2,stable,9.03796e-05,0.0001795456,0.0023501998,8.916599999999999e-05,1,1,28,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,47.0,"scheduled_CIP,unclog","clogging,preventive"
asset_03,asset_03_C00018,asset_03_C00018,18,818,2026-01-22 21:55:00+00:00,2026-01-23 11:32:00+00:00,13.616666666666667,13.633333333333333,1.0,748,91.44254278728606,47,23,42.54278728606357,57.457212713936435,37.16577540106952,62.834224598930476,2,stable,5.08656e-05,8.13788e-05,0.0023498528,3.051319999999999e-05,1,1,24,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,70.0,"scheduled_CIP,unclog","clogging,preventive"
asset_09,asset_09_C00004,asset_09_C00004,4,1261,2026-01-05 05:35:00+00:00,2026-01-06 02:35:00+00:00,21.0,21.016666666666666,1.0,1190,94.3695479777954,45,26,52.33941316415544,47.66058683584457,49.49579831932773,50.50420168067227,2,stable,9.22552e-05,0.0001084961,0.0023484962,1.6240900000000002e-05,1,1,27,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,71.0,"scheduled_CIP,unclog","clogging,preventive"
asset_08,asset_08_C00018,asset_08_C00018,18,1154,2026-01-23 07:05:00+00:00,2026-01-24 02:18:00+00:00,19.216666666666665,19.233333333333334,1.0,1106,95.84055459272098,48,0,32.49566724436742,67.50433275563257,29.56600361663653,70.43399638336348,2,stable,4.73645e-05,4.82099e-05,0.0023484612,8.454000000000038e-07,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,48.0,scheduled_CIP,preventive
asset_03,asset_03_C00008,asset_03_C00008,8,1314,2026-01-09 15:20:00+00:00,2026-01-10 13:13:00+00:00,21.883333333333333,21.9,1.0,1280,97.4124809741248,34,0,52.96803652968036,47.03196347031963,51.71875,48.28125,2,stable,0.0001872683,0.0001324167,0.0023373991,-5.485160000000001e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,34.0,scheduled_CIP,preventive
asset_03,asset_03_C00009,asset_03_C00009,9,1436,2026-01-11 11:57:00+00:00,2026-01-12 11:52:00+00:00,23.916666666666668,23.933333333333334,1.0,1395,97.14484679665738,41,0,30.64066852367688,69.35933147632312,28.602150537634408,71.3978494623656,2,stable,0.0001324174,0.0001510844,0.0023278931,1.8667000000000016e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,41.0,scheduled_CIP,preventive
asset_09,asset_09_C00017,asset_09_C00017,17,1663,2026-01-22 14:23:00+00:00,2026-01-23 18:05:00+00:00,27.7,27.716666666666665,1.0,1616,97.17378232110643,47,0,29.464822609741432,70.53517739025857,27.413366336633665,72.58663366336634,2,stable,0.0001378209,0.000134924,0.0023256154,-2.896899999999989e-06,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,47.0,scheduled_CIP,preventive
asset_02,asset_02_C00016,asset_02_C00016,16,1116,2026-01-20 00:20:00+00:00,2026-01-20 18:55:00+00:00,18.583333333333332,18.6,1.0,1070,95.87813620071685,46,0,38.53046594982079,61.469534050179206,35.88785046728972,64.11214953271028,2,stable,0.0001940764,0.0001378044,0.0023175475,-5.6272000000000006e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,46.0,scheduled_CIP,preventive
asset_06,asset_06_C00016,asset_06_C00016,16,876,2026-01-20 15:49:00+00:00,2026-01-21 06:24:00+00:00,14.583333333333334,14.6,1.0,838,95.662100456621,38,0,46.23287671232877,53.76712328767124,43.794749403341285,56.20525059665871,2,stable,7.85691e-05,0.0001049828,0.0023041234,2.6413699999999987e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,38.0,scheduled_CIP,preventive
asset_04,asset_04_C00013,asset_04_C00013,13,562,2026-01-15 05:08:00+00:00,2026-01-15 14:29:00+00:00,9.35,9.366666666666667,1.0,525,93.41637010676156,37,0,56.04982206405694,43.95017793594306,52.95238095238095,47.04761904761905,2,stable,8.87882e-05,0.000296599,0.0023021742,0.00020781079999999998,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,37.0,scheduled_CIP,preventive
asset_01,asset_01_C00015,asset_01_C00015,15,1292,2026-01-20 21:53:00+00:00,2026-01-21 19:24:00+00:00,21.516666666666666,21.533333333333335,1.0,1253,96.9814241486068,39,0,15.944272445820435,84.05572755417957,13.32801276935355,86.67198723064645,2,stable,0.0001020756,0.0001744396,0.0022857693,7.236399999999999e-05,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,39.0,scheduled_CIP,preventive
asset_05,asset_05_C00005,asset_05_C00005,5,1479,2026-01-06 04:41:00+00:00,2026-01-07 05:19:00+00:00,24.633333333333333,24.65,1.0,1402,94.79377958079783,38,39,35.56457065584855,64.43542934415146,32.02567760342368,67.97432239657631,2,stable,0.0002397536,0.0001908667,0.0022753595,-4.88869e-05,1,1,27,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,77.0,"scheduled_CIP,unclog","clogging,preventive"
asset_05,asset_05_C00015,asset_05_C00015,15,1698,2026-01-21 09:46:00+00:00,2026-01-22 14:03:00+00:00,28.283333333333335,28.3,1.0,1638,96.46643109540636,38,22,35.924617196702,64.075382803298,33.57753357753357,66.42246642246641,2,stable,7.8134e-05,0.0001639743,0.00223946,8.58403e-05,1,1,15,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,60.0,"scheduled_CIP,unclog","clogging,preventive"
asset_07,asset_07_C00008,asset_07_C00008,8,1148,2026-01-10 02:20:00+00:00,2026-01-10 21:27:00+00:00,19.116666666666667,19.133333333333333,1.0,1102,95.99303135888502,46,0,29.529616724738677,70.47038327526133,26.58802177858439,73.41197822141561,2,stable,0.0001788973,5.29194e-05,0.0022386085,-0.00012597790000000003,1,0,0,0,"CIP_acid,CIP_alkaline,production",scheduled_CIP,1,1,0,46.0,scheduled_CIP,preventive
asset_06,asset_06_C00003,asset_06_C00003,3,832,2026-01-03 12:04:00+00:00,2026-01-04 01:55:00+00:00,13.85,13.866666666666667,1.0,768,92.3076923076923,43,21,48.19711538461539,51.80288461538461,43.88020833333333,56.119791666666664,2,stable,7.21349e-05,5.18239e-05,0.0022383601,-2.031100000000001e-05,1,1,15,1,"CIP_acid,CIP_alkaline,maintenance,production",scheduled_CIP,2,1,1,64.0,"scheduled_CIP,unclog","clogging,preventive"
