Fecha,ID_Serie,Parcela_ID,Temp_Amb_C,Hum_Rel_Pct,Lluvia_mm,Viento_kmh,CO2_ppm,VOC_ppb,Hum_Suelo_Pct,pH_Suelo
2022-06-15 21:00:00,3,bierzo,32.7,26.0,0.0,3.6,480.03113,225.37244,24.22328,6.609577
2022-06-15 22:00:00,3,bierzo,30.0,28.0,0.0,8.8,443.99344,121.04977,24.22289,6.591566
2022-06-15 23:00:00,3,bierzo,28.4,32.0,0.0,6.9,449.64636,138.76114,24.22289,6.596518
2022-06-16 00:00:00,3,bierzo,26.7,38.0,0.0,5.1,454.95486,174.80476,24.22289,6.5547047
2022-06-16 01:00:00,3,bierzo,26.1,44.0,0.0,2.7,468.6718,228.4079,24.22289,6.60091
2022-06-16 02:00:00,3,bierzo,20.9,71.0,0.2,11.8,420.49316,75.47125,24.24789,6.5674763
2022-06-16 03:00:00,3,bierzo,20.7,70.0,0.0,9.4,432.25656,95.19843,24.24789,6.6143684
2022-06-16 04:00:00,3,bierzo,20.3,70.0,0.0,6.3,439.67557,137.38237,24.24789,6.6293755
2022-06-16 05:00:00,3,bierzo,19.9,70.0,0.0,7.2,437.2675,119.93189,24.24789,6.5606785
2022-06-16 06:00:00,3,bierzo,19.3,68.0,0.0,5.9,444.7908,138.58627,24.24789,6.616732
2022-06-16 07:00:00,3,bierzo,19.6,61.0,0.0,7.3,404.81165,117.29716,24.24789,6.597736
2022-06-16 08:00:00,3,bierzo,20.8,56.0,0.0,5.6,406.56424,146.05402,24.247381,6.5765343
2022-06-16 09:00:00,3,bierzo,22.7,51.0,0.0,8.1,405.84885,107.41601,24.245207,6.554141
2022-06-16 10:00:00,3,bierzo,25.1,46.0,0.0,7.2,402.19452,142.42499,24.24103,6.524339
2022-06-16 11:00:00,3,bierzo,28.0,39.0,0.0,7.9,398.39044,117.959274,24.234158,6.6103535
2022-06-16 12:00:00,3,bierzo,30.3,35.0,0.0,6.7,403.5292,154.23167,24.225603,6.6118946
2022-06-16 13:00:00,3,bierzo,32.0,31.0,0.0,6.3,393.42682,155.02629,24.2161,6.57573
2022-06-16 14:00:00,3,bierzo,32.9,25.0,0.0,2.0,389.58972,278.31998,24.209242,6.5711207
2022-06-16 15:00:00,3,bierzo,34.7,19.0,0.0,13.8,409.37268,65.68012,24.193628,6.5876527
2022-06-16 16:00:00,3,bierzo,31.1,27.0,0.0,17.1,407.4102,49.202057,24.187803,6.5855503
2022-06-16 17:00:00,3,bierzo,32.6,24.0,0.0,8.9,402.67307,112.74999,24.177946,6.6066256
2022-06-16 18:00:00,3,bierzo,33.1,21.0,0.0,1.3,394.88895,298.73584,24.169783,6.587094
2022-06-16 19:00:00,3,bierzo,32.7,20.0,0.0,1.1,391.64435,321.05316,24.164858,6.606815
2022-06-16 20:00:00,3,bierzo,31.9,21.0,0.0,5.2,472.3458,178.71165,24.16188,6.573546
2022-06-16 21:00:00,3,bierzo,30.1,31.0,0.0,9.8,442.44717,101.171585,24.1604,6.5913024
2022-06-16 22:00:00,3,bierzo,26.6,59.0,0.0,6.2,457.7685,156.0841,24.159971,6.6008534
2022-06-16 23:00:00,3,bierzo,24.7,68.0,0.0,5.6,456.05307,154.18262,24.159971,6.5806723
2022-06-17 00:00:00,3,bierzo,23.5,76.0,0.0,5.1,455.54834,160.02876,24.159971,6.585483
2022-06-17 01:00:00,3,bierzo,23.0,74.0,0.0,6.5,447.81876,143.47365,24.159971,6.626406
2022-06-17 02:00:00,3,bierzo,24.7,32.0,0.0,10.4,427.1136,94.60651,24.159971,6.614664
2022-06-17 03:00:00,3,bierzo,24.6,31.0,0.0,10.7,429.9802,80.83513,24.159971,6.563504
2022-06-17 04:00:00,3,bierzo,23.5,34.0,0.0,13.7,415.60065,48.794624,24.159971,6.5931473
2022-06-17 05:00:00,3,bierzo,22.8,37.0,0.0,13.7,418.8881,61.4322,24.159971,6.5479918
2022-06-17 06:00:00,3,bierzo,21.6,38.0,0.0,7.1,445.78366,126.48725,24.159971,6.596374
2022-06-17 07:00:00,3,bierzo,21.8,38.0,0.0,7.9,404.5422,121.61744,24.159971,6.5701466
2022-06-17 08:00:00,3,bierzo,22.9,37.0,0.0,7.7,406.84555,128.19157,24.15943,6.5831056
2022-06-17 09:00:00,3,bierzo,25.0,35.0,0.0,10.1,408.112,102.60121,24.1573,6.598808
2022-06-17 10:00:00,3,bierzo,27.7,32.0,0.0,12.2,408.87128,76.35394,24.152216,6.592667
2022-06-17 11:00:00,3,bierzo,30.2,30.0,0.0,13.2,411.24243,59.521137,24.14425,6.570863
2022-06-17 12:00:00,3,bierzo,32.1,27.0,0.0,12.5,408.6377,69.14987,24.134521,6.560515
2022-06-17 13:00:00,3,bierzo,34.0,25.0,0.0,8.9,402.75452,121.403755,24.122597,6.5955477
2022-06-17 14:00:00,3,bierzo,35.4,25.0,0.0,11.3,402.76077,90.57827,24.108557,6.5728464
2022-06-17 15:00:00,3,bierzo,36.9,20.0,0.0,5.0,396.19785,216.22722,24.097479,6.5821137
2022-06-17 16:00:00,3,bierzo,37.1,14.0,0.0,8.2,401.98288,148.14883,24.086372,6.562616
2022-06-17 17:00:00,3,bierzo,37.7,14.0,0.0,5.9,397.46988,199.5097,24.07476,6.54126
2022-06-17 18:00:00,3,bierzo,37.0,15.0,0.0,16.1,409.37625,55.84447,24.064573,6.599572
2022-06-17 19:00:00,3,bierzo,33.0,21.0,0.0,4.6,395.53607,199.36205,24.060036,6.5779123
2022-06-17 20:00:00,3,bierzo,32.2,26.0,0.0,7.7,459.07727,126.33015,24.057962,6.5717444
2022-06-17 21:00:00,3,bierzo,31.1,30.0,0.0,8.2,455.37857,124.40204,24.05621,6.6148477
2022-06-17 22:00:00,3,bierzo,28.5,38.0,0.0,5.7,463.98453,168.07904,24.055897,6.6033673
2022-06-17 23:00:00,3,bierzo,26.5,41.0,0.0,6.2,454.732,153.89983,24.055897,6.59508
2022-06-18 00:00:00,3,bierzo,24.8,45.0,0.0,6.1,452.85303,157.31175,24.055897,6.589112
2022-06-18 01:00:00,3,bierzo,24.3,43.0,0.0,5.2,458.60828,164.30373,24.055897,6.560508
2022-06-18 02:00:00,3,bierzo,23.8,42.0,0.0,6.3,450.67917,139.61076,24.055897,6.598191
2022-06-18 03:00:00,3,bierzo,21.6,48.0,0.0,5.9,446.23846,151.20204,24.055897,6.61234
2022-06-18 04:00:00,3,bierzo,21.6,46.0,0.0,7.3,443.6683,124.62192,24.055897,6.586493
2022-06-18 05:00:00,3,bierzo,21.5,47.0,0.0,8.0,438.25815,119.9678,24.055897,6.610639
2022-06-18 06:00:00,3,bierzo,20.6,52.0,0.0,6.6,443.83557,127.50318,24.055897,6.56991
2022-06-18 07:00:00,3,bierzo,21.3,52.0,0.0,4.4,404.29965,179.12251,24.055897,6.55725
2022-06-18 08:00:00,3,bierzo,22.6,52.0,0.0,8.6,405.55786,105.74236,24.055397,6.5748754
2022-06-18 09:00:00,3,bierzo,25.0,48.0,0.0,10.2,408.0092,84.36335,24.053135,6.5916495
2022-06-18 10:00:00,3,bierzo,27.1,40.0,0.0,10.6,409.057,89.45874,24.048676,6.5872355
2022-06-18 11:00:00,3,bierzo,29.1,35.0,0.0,7.1,403.6256,152.6866,24.042454,6.581451
2022-06-18 12:00:00,3,bierzo,30.3,34.0,0.0,7.3,405.27707,137.67549,24.034014,6.597795
2022-06-18 13:00:00,3,bierzo,31.6,25.0,0.0,11.4,407.2765,82.34671,24.022638,6.5850267
2022-06-18 14:00:00,3,bierzo,31.8,29.0,0.0,10.3,406.01672,92.50791,24.011932,6.559043
2022-06-18 15:00:00,3,bierzo,31.8,26.0,0.0,10.7,405.8031,95.822876,23.998991,6.597213
2022-06-18 16:00:00,3,bierzo,31.3,26.0,0.0,8.0,403.65833,127.14264,23.987907,6.574146
2022-06-18 17:00:00,3,bierzo,32.5,24.0,0.0,10.9,409.95767,91.23976,23.97637,6.590073
2022-06-18 18:00:00,3,bierzo,29.6,33.0,0.0,18.9,408.31058,31.753222,23.965645,6.5796566
2022-06-18 19:00:00,3,bierzo,25.8,51.0,0.0,23.6,410.02924,21.121468,23.958912,6.5589094
2022-06-18 20:00:00,3,bierzo,25.0,53.0,0.0,13.7,417.08032,59.426113,23.954147,6.5941033
2022-06-18 21:00:00,3,bierzo,22.9,58.0,0.0,15.8,410.47662,57.99392,23.951775,6.573992
2022-06-18 22:00:00,3,bierzo,20.2,64.0,0.1,14.7,409.58206,44.682716,23.96395,6.5684595
2022-06-18 23:00:00,3,bierzo,19.6,64.0,0.0,14.9,412.99805,44.069107,23.96395,6.578212
2022-06-19 00:00:00,3,bierzo,18.4,72.0,3.4,5.8,441.0108,63.44427,24.388948,6.5912156
2022-06-19 01:00:00,3,bierzo,18.0,73.0,1.0,6.9,436.29855,58.758778,24.513948,6.5831122
2022-06-19 02:00:00,3,bierzo,16.6,73.0,5.0,7.6,431.22913,44.975048,25.138948,6.556551
2022-06-19 03:00:00,3,bierzo,15.8,79.0,1.4,8.7,430.8653,40.83971,25.31395,6.5690737
2022-06-19 04:00:00,3,bierzo,15.7,79.0,0.0,7.7,427.98358,133.97037,25.31395,6.5857735
2022-06-19 05:00:00,3,bierzo,15.1,80.0,0.0,7.3,430.44608,123.6017,25.31395,6.5758505
2022-06-19 06:00:00,3,bierzo,14.4,82.0,0.0,4.4,434.7517,174.99472,25.31395,6.556725
2022-06-19 07:00:00,3,bierzo,13.2,89.0,0.0,5.4,409.50006,158.80742,25.31395,6.5909266
2022-06-19 08:00:00,3,bierzo,14.9,81.0,0.0,3.5,407.73996,185.8136,25.313467,6.605034
2022-06-19 09:00:00,3,bierzo,16.3,69.0,0.0,3.2,413.52188,192.23137,25.311626,6.5659456
2022-06-19 10:00:00,3,bierzo,17.9,57.0,0.0,12.6,409.90936,61.053635,25.307446,6.574426
2022-06-19 11:00:00,3,bierzo,18.7,54.0,0.0,13.5,410.25882,51.638493,25.301828,6.5861006
2022-06-19 12:00:00,3,bierzo,19.5,51.0,0.0,15.7,407.4114,45.623325,25.294003,6.571584
2022-06-19 13:00:00,3,bierzo,19.7,54.0,0.1,15.8,409.4462,39.2223,25.299328,6.5870476
2022-06-19 14:00:00,3,bierzo,19.4,52.0,0.1,19.7,411.32315,23.413685,25.302414,6.549592
2022-06-19 15:00:00,3,bierzo,18.8,55.0,0.0,16.7,412.6779,29.554295,25.297857,6.575536
2022-06-19 16:00:00,3,bierzo,18.5,57.0,0.0,17.6,410.1609,27.24953,25.293577,6.5941343
2022-06-19 17:00:00,3,bierzo,18.0,58.0,0.0,13.3,407.6675,54.464222,25.29114,6.5536714
2022-06-19 18:00:00,3,bierzo,18.1,57.0,0.0,12.8,410.61105,64.274605,25.287363,6.572712
2022-06-19 19:00:00,3,bierzo,16.9,60.0,0.0,12.0,411.5343,60.028484,25.28573,6.550244
2022-06-19 20:00:00,3,bierzo,16.7,59.0,0.0,11.6,419.60083,68.01068,25.283724,6.5746064
2022-06-19 21:00:00,3,bierzo,15.6,61.0,0.0,10.7,425.77667,63.84827,25.283186,6.5923448
2022-06-19 22:00:00,3,bierzo,14.6,62.0,0.0,9.2,425.3167,85.93125,25.283035,6.569635
2022-06-19 23:00:00,3,bierzo,14.5,61.0,0.0,6.9,426.41876,117.43022,25.283035,6.591485
2022-06-20 00:00:00,3,bierzo,14.2,61.0,0.0,5.6,431.37396,135.36627,25.283035,6.5965495
2022-06-20 01:00:00,3,bierzo,13.9,62.0,0.0,4.4,433.49182,141.81169,25.283035,6.540728
2022-06-20 02:00:00,3,bierzo,13.2,67.0,0.0,5.2,433.87698,123.72854,25.283035,6.5614076
2022-06-20 03:00:00,3,bierzo,12.7,70.0,0.0,4.0,433.72815,134.13895,25.283035,6.549679
2022-06-20 04:00:00,3,bierzo,12.1,76.0,0.0,2.6,433.94354,172.25478,25.283035,6.5781283
2022-06-20 05:00:00,3,bierzo,12.0,74.0,0.0,3.8,433.0496,144.0395,25.283035,6.597137
2022-06-20 06:00:00,3,bierzo,11.7,74.0,0.0,3.4,428.6113,144.12563,25.283035,6.5820303
2022-06-20 07:00:00,3,bierzo,11.8,73.0,0.0,3.6,406.09506,138.15877,25.283035,6.5840306
2022-06-20 08:00:00,3,bierzo,12.3,69.0,0.0,4.1,409.1682,133.1012,25.282711,6.568032
2022-06-20 09:00:00,3,bierzo,13.3,64.0,0.0,3.4,406.5168,146.53621,25.28156,6.589152
2022-06-20 10:00:00,3,bierzo,14.0,61.0,0.0,3.6,408.5473,141.4506,25.279825,6.5799694
2022-06-20 11:00:00,3,bierzo,15.7,55.0,0.0,4.6,411.88452,115.08346,25.275953,6.600794
2022-06-20 12:00:00,3,bierzo,17.2,50.0,0.0,9.2,409.09045,60.868496,25.270813,6.5795383
2022-06-20 13:00:00,3,bierzo,17.9,49.0,0.0,13.7,408.64526,34.727505,25.264679,6.5466557
2022-06-20 14:00:00,3,bierzo,17.1,54.0,0.1,10.7,408.60803,53.379158,25.269175,6.551415
2022-06-20 15:00:00,3,bierzo,18.8,46.0,0.0,11.1,411.2967,44.71744,25.261106,6.553546
2022-06-20 16:00:00,3,bierzo,19.4,45.0,0.1,13.4,409.44595,41.973225,25.263824,6.564528
2019-09-09 08:00:00,5,rueda,9.4,80.0,0.0,4.3,414.37747,91.29795,18.56553,6.6017632
2019-09-09 09:00:00,5,rueda,11.6,70.0,0.0,3.8,408.67023,103.675865,18.565382,6.610087
2019-09-09 10:00:00,5,rueda,15.4,55.0,0.0,1.5,400.63217,136.95586,18.564796,6.5982547
2019-09-09 11:00:00,5,rueda,19.0,40.0,0.0,6.3,400.68872,84.69053,18.563482,6.574658
2019-09-09 12:00:00,5,rueda,22.3,31.0,0.0,9.7,402.08698,53.6941,18.561323,6.5833206
2019-09-09 13:00:00,5,rueda,24.4,28.0,0.0,13.4,406.86328,24.525991,18.558344,6.6030746
2019-09-09 14:00:00,5,rueda,25.1,26.0,0.0,15.7,412.37985,32.44173,18.555023,6.606411
2019-09-09 15:00:00,5,rueda,25.9,23.0,0.0,15.6,406.00003,17.935408,18.551964,6.595739
2019-09-09 16:00:00,5,rueda,26.6,19.0,0.0,17.7,410.80823,18.419537,18.549105,6.580024
2019-09-09 17:00:00,5,rueda,26.4,17.0,0.0,21.0,411.72623,0.5919862,18.54673,6.589176
2019-09-09 18:00:00,5,rueda,26.0,16.0,0.0,21.7,414.05533,8.585479,18.544868,6.6077843
2019-09-09 19:00:00,5,rueda,24.7,19.0,0.0,22.1,410.10062,12.731115,18.543856,6.571841
2019-09-09 20:00:00,5,rueda,23.6,22.0,0.0,19.4,413.39267,6.032972,18.543499,6.602452
2019-09-09 21:00:00,5,rueda,21.6,26.0,0.0,18.3,410.3058,8.724523,18.54343,6.5665336
2019-09-09 22:00:00,5,rueda,19.3,34.0,0.0,14.1,414.47235,24.304579,18.54343,6.585153
2019-09-09 23:00:00,5,rueda,17.9,43.0,0.0,18.0,410.9293,13.895198,18.54343,6.627741
2019-09-10 00:00:00,5,rueda,16.6,48.0,0.0,19.2,414.2612,9.541717,18.54343,6.5858
2019-09-10 01:00:00,5,rueda,15.7,52.0,0.0,15.7,411.18317,8.314018,18.54343,6.6387315
2019-09-10 02:00:00,5,rueda,14.8,58.0,0.0,10.7,419.06973,31.1122,18.54343,6.6049676
2019-09-10 03:00:00,5,rueda,14.4,63.0,0.0,12.5,418.04517,28.232248,18.54343,6.6379547
2019-09-10 04:00:00,5,rueda,14.1,61.0,0.0,15.6,408.0088,23.678339,18.54343,6.561007
2019-09-10 05:00:00,5,rueda,13.2,53.0,0.0,17.5,407.31912,12.257439,18.54343,6.6365504
2019-09-10 06:00:00,5,rueda,12.0,55.0,0.0,18.7,410.48685,11.449252,18.54343,6.603938
2019-09-10 07:00:00,5,rueda,10.8,59.0,0.0,16.4,411.88562,27.35645,18.54343,6.603565
2019-09-10 08:00:00,5,rueda,10.2,62.0,0.0,15.1,411.25394,15.50165,18.54343,6.5902033
2019-09-10 09:00:00,5,rueda,11.0,58.0,0.0,15.5,408.44473,15.791968,18.543255,6.60294
2019-09-10 10:00:00,5,rueda,12.6,53.0,0.0,17.2,409.45627,20.592442,18.542562,6.61394
2019-09-10 11:00:00,5,rueda,14.4,44.0,0.0,21.6,410.8037,21.512796,18.54113,6.5873723
2019-09-10 12:00:00,5,rueda,16.1,37.0,0.0,23.8,413.72333,11.09273,18.539074,6.588921
2019-09-10 13:00:00,5,rueda,17.1,34.0,0.0,23.2,411.34253,0.99767554,18.536982,6.6136575
2019-09-10 14:00:00,5,rueda,18.6,32.0,0.0,24.4,411.98553,10.466989,18.535435,6.6063323
2019-09-10 15:00:00,5,rueda,19.2,31.0,0.0,28.7,410.91757,5.496818,18.53297,6.5594034
2019-09-10 16:00:00,5,rueda,19.5,29.0,0.0,30.2,413.16888,15.033484,18.53137,6.6195583
2019-09-10 17:00:00,5,rueda,19.4,29.0,0.0,28.2,410.29004,8.135392,18.530634,6.6213937
2019-09-10 18:00:00,5,rueda,19.1,34.0,0.0,31.6,408.83258,4.711952,18.52944,6.5788436
2019-09-10 19:00:00,5,rueda,17.9,42.0,0.0,31.4,411.37915,-7.034427,18.528877,6.5859065
2019-09-10 20:00:00,5,rueda,17.2,44.0,0.0,25.6,408.07196,10.110006,18.528734,6.5835752
2019-09-10 21:00:00,5,rueda,16.4,49.0,0.0,16.2,410.51282,21.596798,18.528713,6.6355186
2019-09-10 22:00:00,5,rueda,15.8,51.0,0.0,12.5,415.29095,39.306908,18.528713,6.5918703
2019-09-10 23:00:00,5,rueda,14.4,55.0,0.0,14.4,412.97278,22.763672,18.528713,6.6149526
2019-09-11 00:00:00,5,rueda,13.8,61.0,0.0,14.5,413.46515,25.173647,18.528713,6.628975
2019-09-11 01:00:00,5,rueda,12.6,68.0,0.0,13.9,408.29587,30.02844,18.528713,6.620314
2019-09-11 02:00:00,5,rueda,12.2,73.0,0.0,15.0,407.14914,27.496061,18.528713,6.6051874
2019-09-11 03:00:00,5,rueda,12.0,74.0,0.0,14.7,409.0692,10.972752,18.528713,6.625185
2019-09-11 04:00:00,5,rueda,11.8,74.0,0.0,14.8,410.76175,33.73469,18.528713,6.5722475
