date,supply_index,purchase_price_index,demand_index,manufacturing_context_profile,product_family,process_type,recipe_profile,formulation_class,expected_yield,expected_waste,process_lead_time_days,shelf_life_class,priority_level,cost_sensitivity,synthetic_plant_production_volume,synthetic_plant_capacity_utilization,synthetic_yield_rate,synthetic_waste_rate,synthetic_raw_material_requirement,synthetic_inventory_coverage_days,synthetic_inventory_level,synthetic_lead_time_days,synthetic_procurement_need_pressure,synthetic_procurement_need_coverage_gap,synthetic_procurement_need_hybrid,synthetic_procurement_need_refined,synthetic_procurement_need,synthetic_planned_orders,destination_profile,product_family_alias,raw_material_id,current_inventory_tons,expected_requirement_tons,lead_time_days,safety_coverage_days,expected_yield_rate,expected_waste_rate,unit_purchase_cost,shelf_life_days,projected_stock_after_lead_time_tons,safety_stock_tons,purchase_trigger_gap_tons,purchase_trigger_label,purchase_trigger_proba_heuristic,replenishment_gap_tons,quantity_optimizer_target_tons,baseline_order_quantity_tons
2004-03-08,,100.0,103.82977992927522,cured_embutido,cured_embutido,curing_maturation,fermented_dry_spiced,cured,0.79,0.031,11.0,long,planned_campaign,high,967.4781950502507,0.6046738719064068,0.7857924509084063,0.0331127711720617,1271.9822874111762,13.595652464433323,2470.489874365328,9,228.6980544778221,280.1100083027269,198.93901945481,198.93901945481,228.6980544778221,239.5669295168806,cured_embutido,cured_embutido,rm_cured_embutido,2470.489874365328,1271.9822874111762,9,6.0,0.79,0.031,1000.0,28.0,835.0840762652442,1090.2705320667226,255.18645580147836,1,0.5582488022480109,0.0,0.0,0.0
2004-03-15,,100.0,103.82977992927522,cured_embutido,cured_embutido,curing_maturation,fermented_dry_spiced,cured,0.79,0.031,11.0,long,planned_campaign,high,965.9633456706932,0.6037270910441832,0.789422862485919,0.0294895611611659,1259.71672229094,15.172774162974695,2730.485333806164,9,168.76074193107246,90.47259612408789,181.5405901381173,181.5405901381173,168.76074193107246,176.78109619134668,cured_embutido,cured_embutido,rm_cured_embutido,2730.485333806164,1259.71672229094,9,6.0,0.79,0.031,1000.0,28.0,1110.849548003527,1079.7571905350912,-31.092357468435694,0,0.4928015739422784,0.0,0.0,0.0
2004-03-22,,100.0,103.82977992927522,cured_embutido,cured_embutido,curing_maturation,fermented_dry_spiced,cured,0.79,0.031,11.0,long,planned_campaign,high,1006.0531666449648,0.628783229153103,0.7851331263264544,0.025520933755421,1314.081075260038,13.85151914178337,2600.28845254567,9,214.02500657906853,233.50966508724744,190.4406111672253,190.4406111672253,214.02500657906853,224.1965450167388,cured_embutido,cured_embutido,rm_cured_embutido,2600.28845254567,1314.081075260038,9,6.0,0.79,0.031,1000.0,28.0,910.75564149705,1126.3552073657468,215.5995658686968,1,0.5477077936711501,0.0,0.0,0.0
2004-03-29,,100.0,103.82977992927522,cured_embutido,cured_embutido,curing_maturation,fermented_dry_spiced,cured,0.79,0.031,11.0,long,planned_campaign,high,989.5088089233373,0.6184430055770858,0.7933685078365506,0.0274660762037398,1281.4810812769936,14.527978149819626,2659.61844974277,9,186.7267778339089,151.81439153197715,187.2143793650904,187.2143793650904,186.7267778339089,195.60096795046545,cured_embutido,cured_embutido,rm_cured_embutido,2659.61844974277,1281.4810812769936,9,6.0,0.79,0.031,1000.0,28.0,1011.9999166723494,1098.4123553802801,86.41243870793073,1,0.519657439783368,0.0,0.0,0.0
2004-04-05,,100.0,103.69760016479556,cured_embutido,cured_embutido,curing_maturation,fermented_dry_spiced,cured,0.79,0.031,11.0,long,planned_campaign,high,928.9750723406482,0.5806094202129052,0.78632898585033,0.0338432539561644,1221.3903199743224,12.614467573144529,2201.026940781244,9,252.5414315789934,323.0644083185947,191.759555261072,191.759555261072,252.5414315789934,264.5434631147851,cured_embutido,cured_embutido,rm_cured_embutido,2201.026940781244,1221.3903199743224,9,6.0,0.79,0.031,1000.0,28.0,630.667957957115,1046.9059885494191,416.2380305923041,1,0.5981081908495224,67.2693677424977,87.87523055544371,83.41401600069716
2004-04-12,,100.0,103.69760016479556,cured_embutido,cured_embutido,curing_maturation,fermented_dry_spiced,cured,0.79,0.031,11.0,long,planned_campaign,high,995.5617235615364,0.6222260772259601,0.8012382758803857,0.0301974901213603,1280.050167033087,14.831518672430514,2712.1554219998616,9,145.4642564376575,0.0,149.94488397182604,149.94488397182604,145.4642564376575,152.37744522485718,cured_embutido,cured_embutido,rm_cured_embutido,2712.1554219998616,1280.050167033087,9,6.0,0.79,0.031,1000.0,28.0,1066.376635814464,1097.185857456932,30.809221642467946,1,0.5070195940763159,0.0,0.0,0.0
2004-04-19,,100.0,103.69760016479556,cured_embutido,cured_embutido,curing_maturation,fermented_dry_spiced,cured,0.79,0.031,11.0,long,planned_campaign,high,962.0831271679152,0.601301954479947,0.7881944621961424,0.0294985507634697,1256.6228673741666,14.946894389554704,2683.229898020153,9,110.0777980535156,0.0,105.90143464203896,105.90143464203896,110.0777980535156,115.30924540600893,cured_embutido,cured_embutido,rm_cured_embutido,2683.229898020153,1256.6228673741666,9,6.0,0.79,0.031,1000.0,28.0,1067.5719256819389,1077.1053148921428,9.53338921020395,1,0.5022127193233785,0.0,0.0,0.0
2004-04-26,,100.0,103.69760016479556,cured_embutido,cured_embutido,curing_maturation,fermented_dry_spiced,cured,0.79,0.031,11.0,long,planned_campaign,high,1014.5361006369858,0.6340850628981162,0.7902880705676683,0.0342853205868724,1327.768740505659,14.08353641503794,2671.38277252293,9,87.77781890619589,0.0,32.81072211014915,32.81072211014915,87.77781890619589,91.94945974971286,cured_embutido,cured_embutido,rm_cured_embutido,2671.38277252293,1327.768740505659,9,6.0,0.79,0.031,1000.0,28.0,964.2515347299397,1138.0874918619934,173.83595713205364,1,0.5381119133420564,0.0,0.0,0.0
2004-05-03,,100.0,104.57307652693378,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1142.3776296940616,0.7139860185587885,0.8948186352621359,0.0205303198909766,1302.8684941574195,12.630304213757054,2350.8036331039666,5,50.97825640509184,0.0,34.76232683370225,34.76232683370225,50.97825640509184,53.56922628688063,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2350.8036331039666,1302.8684941574195,5,6.0,0.9,0.018,1000.0,14.0,1420.1832801343812,1116.7444235635026,-303.43885657087867,0,0.43248553213620095,68.80928461695567,77.85617177750132,85.32351292502503
2004-05-10,,100.0,104.57307652693378,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1138.7686084988818,0.7117303803118011,0.9068243670325106,0.0180488974438395,1278.4417451415695,12.630150701878936,2306.701700673018,3,65.1004302507439,0.0,52.81950006982871,52.81950006982871,65.1004302507439,68.40915961823795,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2306.701700673018,1278.4417451415695,3,6.0,0.9,0.018,1000.0,14.0,1758.7980956123452,1095.8072101213454,-662.9908854909997,0,0.3531948694906796,67.54725458989697,76.42821293267363,83.75859569147224
2004-05-17,,100.0,104.57307652693378,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1175.874989342003,0.7349218683387516,0.9044780027232115,0.017413193817872,1322.6974286107768,11.909371451129964,2250.3564278257427,4,78.46936049069953,0.0,68.82609420174197,68.82609420174197,78.46936049069953,82.45756573763933,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2250.3564278257427,1322.6974286107768,4,6.0,0.9,0.018,1000.0,14.0,1494.5293257624417,1133.7406530949515,-360.7886726674901,0,0.4211075182104681,206.08165387998542,233.1767977822872,255.54125081118192
2004-05-24,,100.0,104.57307652693378,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1179.1900566592724,0.7369937854120452,0.9011876634829444,0.0177357975743737,1331.6914794058412,12.623314976178,2401.480142233199,4,71.1203560984848,0.0,59.875993814155976,59.875993814155976,71.1203560984848,74.7350481971903,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2401.480142233199,1331.6914794058412,4,6.0,0.9,0.018,1000.0,14.0,1640.5135825727182,1141.449839490721,-499.06374308199725,0,0.39240378623129196,71.66117666336322,81.08302405902151,88.8598590625704
2004-05-31,,100.0,104.57307652693378,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1163.5799601477884,0.7272374750923677,0.8946127898048818,0.0184543255967749,1324.6547077073446,11.809863310990863,2234.8558617549,4,82.40302054146119,0.0,73.99258846936304,73.99258846936304,82.40302054146119,86.59115406048095,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2234.8558617549,1324.6547077073446,4,6.0,0.9,0.018,1000.0,14.0,1477.9103144935602,1135.4183208920097,-342.4919936015506,0,0.425155671058482,225.2171668444539,254.82820416887745,279.26928688712286
2004-06-07,,100.0,108.22003639235074,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1112.2842694285976,0.6951776683928734,0.9008426675108984,0.0212000945626392,1260.891432084924,11.843997005097512,2133.4277636238503,4,84.42110370409954,0.0,76.17451889019854,76.17451889019854,84.42110370409954,88.71180629986038,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2133.4277636238503,1260.891432084924,4,6.0,0.9,0.018,1000.0,14.0,1412.9183738610366,1080.7640846442205,-332.1542892168161,0,0.42376589693342454,208.22775310529414,235.60506121893428,258.2024138505647
2004-06-14,,100.0,108.22003639235074,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1185.0225385777833,0.7406390866111145,0.895514275815931,0.0188449348484744,1348.224415530615,12.885417045212089,2481.7762663784706,4,70.37148919870155,0.0,59.56719540470128,59.56719540470128,70.37148919870155,73.94812013722556,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2481.7762663784706,1348.224415530615,4,6.0,0.9,0.018,1000.0,14.0,1711.3623146466907,1155.62092759767,-555.7413870490207,0,0.38203895518286674,22.069076749814485,24.97066842024721,27.365655169769962
2004-06-21,,100.0,108.22003639235074,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1124.694653676182,0.7029341585476138,0.9058494210538934,0.0194520580660782,1265.7426860770531,12.794045773704832,2313.4242662002757,4,74.09253143132392,0.0,64.06775656883633,64.06775656883633,74.09253143132392,77.85828434132095,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2313.4242662002757,1265.7426860770531,4,6.0,0.9,0.018,1000.0,14.0,1590.1427312991025,1084.92230235176,-505.2204289473425,0,0.3856405894932765,37.24072222853738,42.137047101762136,46.17849556338635
2004-06-28,,100.0,108.22003639235074,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1163.2944623608496,0.727059038975531,0.9032367789274128,0.0203385402181403,1314.111871062885,11.785425858015234,2212.481146507044,4,88.3836213925646,0.0,82.19688010558961,82.19688010558961,88.3836213925646,92.8757189498417,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2212.481146507044,1314.111871062885,4,6.0,0.9,0.018,1000.0,14.0,1461.5600773282524,1126.381603768187,-335.1784735600654,0,0.42615138531126767,228.0123283240282,257.99086707855645,282.73528712179495
2004-07-05,,100.0,109.24657534246576,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1107.9658258741752,0.6924786411713595,0.900381756153951,0.0156606479979511,1249.822401415404,11.744957233951064,2097.0158078082773,4,92.547869540189,0.0,87.19453590653892,87.19453590653892,92.547869540189,97.25161500956912,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2097.0158078082773,1249.822401415404,4,6.0,0.9,0.018,1000.0,14.0,1382.8315784280462,1071.2763440703463,-311.5552343576999,0,0.4278016102863901,224.08293767747318,253.54484914853268,277.86284272006674
2004-07-12,,100.0,109.24657534246576,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1167.298349912765,0.7295614686954781,0.8902544973470108,0.019509723784948,1336.7773168691028,11.797745078577083,2252.994001606563,5,84.85476193144845,0.0,77.82072477580387,77.82072477580387,84.85476193144845,89.16750520661431,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2252.994001606563,1336.7773168691028,5,6.0,0.9,0.018,1000.0,14.0,1298.1530609857753,1145.8091287449454,-152.34393224082987,0,0.46680950163324697,229.59244400748503,259.77873275343404,284.69463056928146
2004-07-19,,100.0,109.24657534246576,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1118.768580431282,0.6992303627695512,0.8960663360853639,0.0174108624906767,1270.2712516985184,12.624686779930984,2290.968096892095,4,76.86238409411034,0.0,68.18943013198198,68.18943013198198,76.86238409411034,80.7689147656935,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2290.968096892095,1270.2712516985184,4,6.0,0.9,0.018,1000.0,14.0,1565.0988102072274,1088.8039300273015,-476.29488017992594,0,0.3923492759655987,68.10708483372446,77.06164837488623,84.45278519381833
2004-07-26,,100.0,109.24657534246576,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1097.4695413665247,0.6859184633540779,0.9027510445263996,0.0129678096084544,1231.4594640134294,11.58511217156545,2038.085146475921,4,98.22157143648118,0.0,94.6160116593772,94.6160116593772,98.22157143648118,103.21368280474032,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2038.085146475921,1231.4594640134294,4,6.0,0.9,0.018,1000.0,14.0,1334.3940241825326,1055.5366834400825,-278.8573407424501,0,0.4343351332883409,248.91100097759113,281.6372493523321,308.649641212213
2004-08-02,,100.0,108.75390531122326,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1157.152190075256,0.723220118797035,0.9048515347668926,0.0137436609160283,1296.4068162917931,12.4107201054463,2298.477448541455,4,89.01470377126304,0.0,83.48437631399479,83.48437631399479,89.01470377126304,93.53887609043748,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2298.477448541455,1296.4068162917931,4,6.0,0.9,0.018,1000.0,14.0,1557.6735535175733,1111.2058425358227,-446.46771098175054,0,0.40088314559068394,109.1352102861606,123.48405780285199,135.32766075483914
2004-08-09,,100.0,108.75390531122326,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1136.6647518407483,0.7104154699004678,0.9044366792459686,0.0159637647769626,1276.8281374127455,12.644800608405305,2306.4624583979567,5,77.76495570631661,0.0,69.32363009468496,69.32363009468496,77.76495570631661,81.71735958009015,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2306.4624583979567,1276.8281374127455,5,6.0,0.9,0.018,1000.0,14.0,1394.4423602459956,1094.4241177823533,-300.0182424636423,0,0.43189262561465375,64.78979679714212,73.30821090421149,80.33934802845623
2004-08-16,,100.0,108.75390531122326,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1103.8116459219132,0.6898822787011958,0.8936319479910342,0.0190624464571851,1258.7430416402287,12.143745251848868,2183.693547888047,4,88.70824016255891,0.0,83.05074881058623,83.05074881058623,88.70824016255891,93.21683646882096,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2183.693547888047,1258.7430416402287,4,6.0,0.9,0.018,1000.0,14.0,1464.4118098079161,1078.922607120196,-385.4892026877201,0,0.41161552646558247,153.97210087237818,174.2160000818943,190.92540508174895
2004-08-23,,100.0,108.75390531122326,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1169.8775906464878,0.7311734941540549,0.9012062092272516,0.0182275991306805,1321.7858889611582,12.802730740143684,2417.4955474987382,5,66.32041565430004,0.0,54.92990904245582,54.92990904245582,66.32041565430004,69.69115077992983,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2417.4955474987382,1321.7858889611582,5,6.0,0.9,0.018,1000.0,14.0,1473.3627696693395,1132.9593333952785,-340.40343627406105,0,0.4254462282721049,37.249674857698665,42.14717680210303,46.189596823546346
2004-08-30,,100.0,108.75390531122326,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1103.3927600580164,0.6896204750362602,0.9040620608659318,0.0183687334143513,1242.902159219666,12.014106420330853,2133.1941158462955,4,77.22456766875447,0.0,68.08266382724231,68.08266382724231,77.22456766875447,81.14950632051891,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2133.1941158462955,1242.902159219666,4,6.0,0.9,0.018,1000.0,14.0,1422.964310577915,1065.3447079025707,-357.61960267534437,0,0.4168581664733224,175.05275127594132,198.06828612349096,217.06541158216723
2004-09-06,,100.0,109.57444982318812,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1123.0103209104825,0.7018814505690514,0.893366657737671,0.0219018869653733,1284.586072336937,12.04907681863008,2211.153752247149,4,77.29984013782935,0.0,68.4079377696567,68.4079377696567,77.29984013782935,81.22860451283452,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2211.153752247149,1284.586072336937,4,6.0,0.9,0.018,1000.0,14.0,1477.1045680546135,1101.0737762888032,-376.03079176581036,0,0.4154420459709937,174.50609637859088,197.4497582921372,216.3875595094527
2004-09-13,,100.0,109.57444982318812,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1129.2923111965904,0.705807694497869,0.899968381938507,0.0154618207702803,1274.215016353678,11.591042440547312,2109.92576184831,4,86.07041916430813,0.0,79.595908249827,79.595908249827,86.07041916430813,90.44494821833408,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2109.92576184831,1274.215016353678,4,6.0,0.9,0.018,1000.0,14.0,1381.8028953604937,1092.184299731724,-289.61859562876975,0,0.434092316289256,256.47355423709223,290.1941097953069,318.0272072539944
2004-09-20,,100.0,109.57444982318812,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1098.433319339975,0.6865208245874844,0.901095369593234,0.0179451332916325,1240.8729302118668,12.78769658779855,2266.843790794554,4,76.11123417428341,0.0,67.477891727487,67.477891727487,76.11123417428341,79.97958765119135,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2266.843790794554,1240.8729302118668,4,6.0,0.9,0.018,1000.0,14.0,1557.7735449592014,1063.6053687530286,-494.1681762061728,0,0.38589133003796894,37.63450817034163,42.58260711738134,46.66679013122362
2004-09-27,,100.0,109.57444982318812,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1134.714679955472,0.7091966749721701,0.8987969416606131,0.0186088710456276,1285.9750467918116,11.717477911039104,2152.626314990076,4,96.44650861397383,0.0,93.38031155144446,93.38031155144446,96.44650861397383,101.34840241427904,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2152.626314990076,1285.9750467918116,4,6.0,0.9,0.018,1000.0,14.0,1417.783431109041,1102.2643258215528,-315.5191052874882,0,0.4289230777850881,235.6130576232881,266.5909228595701,292.16019145287726
2004-10-04,,100.0,106.97891990249596,cooked_emulsion,cooked_emulsion,cooking_emulsification,high_throughput_standard,cooked_emulsion,0.9,0.018,4.0,medium,standard_service,medium,1082.5324659294852,0.6765827912059282,0.8925913525783952,0.0165274537669233,1232.8418464200608,12.448310052932934,2192.399650066749,4,95.0875788669116,0.0,92.33656562192093,92.33656562192093,95.0875788669116,99.92040506282235,cooked_emulsion,cooked_emulsion,rm_cooked_emulsion,2192.399650066749,1232.8418464200608,4,6.0,0.9,0.018,1000.0,14.0,1487.9185949695714,1056.7215826457664,-431.197012323805,0,0.39937938470098105,97.1637789990782,109.9386501460491,120.48308595885698
