PRODUCTOS,AÑO,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiem.,Octubre,Noviem.,Diciem.,Anual
,2018,106.47,106.79,106.69,107.42,107.48,107.24,107.44,107.11,107.17,107.25,107.27,107.3,107.14
,2019,107.58,107.37,107.4,107.38,107.16,107.16,107.05,106.91,107.25,107.32,108.14,108.47,107.43
,2020,109.06,112.39,112.9,114.6,115.55,117.06,118.3,118.96,119.25,119.35,119.46,119.82,116.39
,2021,120.38,120.58,120.89,120.84,121.07,121.49,121.4,121.21,121.44,121.78,122.08,122.49,121.31
,2022,123.02,123.86,124.66,125.18,125.51,126.17,126.53,126.67,126.81,126.85,127.21,128.1,125.88
,2023,129.47,133.34,133.85,134.02,133.82,133.45,133.6,133.36,133.36,133.41,133.55,133.66,133.24
CONS. Y REP. EDIFICIOS,2015,100.33,100.1,99.85,99.67,99.65,99.76,100.2,100.35,100.24,100.25,99.9,99.69,100
,2016,98.03,97.29,97.13,96.74,96.65,96.65,97.66,98.73,99.01,99.07,98.69,98.67,97.86
,2017,98.17,98.65,99.02,99.05,99.37,99.53,100.45,100.45,100.4,100.38,100.37,100.94,99.73
,2018,100.14,100.47,100.8,101.07,101.49,101.52,102.03,102.1,102.16,102.88,102.92,102.94,101.71
,2019,103.84,103.79,103.51,103.72,103.77,103.73,104.59,104.11,104.07,103.7,103.69,103.29,103.82
,2020,103.25,102.71,102.65,102.84,104.63,102.61,100.98,100.48,100.52,102.1,102,102.24,102.25
,2021,103.28,103.35,103.96,104.87,106.34,107.32,107.97,109.91,111.32,113.07,113.76,114.45,108.3
,2022,108.79,109.4,110.14,112.09,113.25,115.56,120.55,122.96,122.68,120.03,120.06,119.8,116.28
,2023,120.79,119.59,118.68,120.82,121.06,121.49,121.46,122.31,121.84,120.98,120.32,120.22,120.8
ENERGIA Y LUBRICANTES,2015,99.77,100.39,102.68,101.41,104.06,103.8,103.88,99.57,98.05,96.34,96.44,93.52,100
,2016,84.99,81.21,82.02,82.27,84.87,86.97,90.06,90.66,91.09,94.49,95.5,99.65,88.66
,2017,104.36,98.84,95.15,94.42,92.38,91.63,91.43,92.78,95.32,98.57,101.2,104.74,96.73
,2018,107.88,108.71,98.54,101.97,107.07,109.05,110.9,113.52,114.88,114.38,113.07,110.02,109.16
,2019,109.98,108.06,107.09,108.51,107.19,105.2,106.53,103.42,102.56,105.07,104.31,101.01,105.76
,2020,103.56,98.54,89.7,81.32,77.5,80.49,81.24,82.57,84.9,81.99,84.91,87.07,86.16
,2021,95.39,87.62,94.62,100.13,101.14,102.95,107.31,113.17,126.87,142.61,142.5,159.42,114.48
,2022,157.26,162.92,210.04,178.35,180.61,195.91,202.85,214.54,190.82,174.71,162.18,159.62,182.49
,2023,140.24,155.54,138.52,129.95,123.84,127.95,128.66,134.61,141.86,140.96,130.07,127.73,134.99
     - CARBURANTES,2015,100.21,101.41,105.91,103.4,108.64,108.13,105.34,98.85,95.88,92.54,92.75,87.03,100
,2016,79.69,77.41,79.31,82.09,86.65,89.67,89.69,90.19,90.11,90.92,90.97,95.42,86.84
,2017,96.35,97.27,96.6,95.18,94.44,92.02,92.28,95.14,93.78,94.25,96.26,98.86,95.2
,2018,102.54,101.61,104.47,106.33,109.48,111.67,112.3,113.66,114.39,118.51,117.09,109.73,110.16
,2019,110.69,112.75,115.43,117.36,117.8,116.02,115.27,114.34,115.08,115.87,116.43,115.98,115.26
,2020,116.54,111.88,99.92,90.41,81.09,83,87.1,88.42,89.7,86.08,87.79,91.71,92.8
,2021,95.17,100.85,103.79,103.46,104.53,108.32,111.7,112.64,117.74,124.44,126.46,126.17,111.28
,2022,131.57,145.81,183.73,187.17,195.34,210.36,207.5,197.93,196.22,203.36,199.35,185.64,187
,2023,185.44,182.69,175.3,167.29,157.18,156.09,157.95,167.65,177.49,180.32,172.07,163.23,170.23
     - ELECTRICIDAD,2015,99.22,99.22,99.22,99.22,99.22,99.22,102.59,100.36,100.36,100.36,100.36,100.36,100
,2016,89.71,83.91,83.55,80.96,81.53,82.77,89.6,90.33,91.41,98.09,100.36,104.55,89.76
,2017,113.97,100.62,93.22,93.22,89.5,90.58,89.86,89.6,96.79,103.47,106.98,111.9,98.29
,2018,114.69,117.59,91.72,97.21,104.97,106.88,110.24,114.54,116.71,110.92,109.67,111.23,108.85
,2019,110.14,103.52,98.34,99.33,95.86,93.43,97.21,91.36,88.62,93.33,91,84.17,95.55
,2020,89.19,83.39,77.34,69.58,71.65,76.1,73.1,74.55,78.27,75.89,80.44,80.76,77.55
,2021,95.29,71.5,83.65,96.17,97.15,96.95,102.74,114.64,139.11,166.17,163.58,201.5,119.04
,2022,190.38,186.6,248.16,173.72,169.37,186.29,204.91,241.8,191.05,147.08,123.69,133.63,183.08
,2023,90.84,128.09,98.65,88.77,86.76,97.15,96.64,98.81,103.72,98.55,83.76,88.62,96.69
     - LUBRICANTES,2015,100.41,100.46,100.46,100.52,100,100,99.79,99.79,99.79,99.76,99.55,99.46,100
,2016,99.64,99.64,99.64,99.41,99.82,99.9,100.09,100.56,100.15,99.55,98.6,98.45,99.62
,2017,98.58,98.89,98.35,98.35,98.45,98.5,98.42,98.46,98.51,98.63,99.22,99.23,98.63
,2018,99.32,99.3,99.43,99.89,99.74,99.88,100.27,100.16,100.5,100.46,99.96,99.93,99.9
,2019,99.14,99.18,99.02,98.7,99.11,99.34,99.69,99.56,99.4,99.13,99.2,99.29,99.23
,2020,99.4,98.67,98.2,97.46,97.72,97.98,98.15,98.29,98.36,98.45,98.65,98.78,98.34
,2021,99.28,100.23,101.09,102.27,102.72,101.77,102.74,103.22,105.59,109.43,109.99,110.3,104.05
,2022,112.38,114.54,116.52,117.19,118.48,118.85,119.56,119.19,118.61,119.22,120.1,119.28,117.83
,2023,118.66,117.29,117.25,116.35,115.26,114.96,114.7,115.13,115.6,115.11,114.44,114.13,115.74
MATERIAL Y PEQUEÑO UTILLAJE,2015,99.96,100.02,99.88,99.32,99.02,99.15,99.28,99.77,100.13,101.11,101.11,101.24,100
,2016,101.49,101.43,101.37,101.69,101.53,101.39,101.41,101.46,101.31,100.63,100.78,100.51,101.25
,2017,101.41,101.4,101.36,101.15,101.23,101.35,101.52,101.54,101.59,101.8,101.61,101.73,101.48
,2018,102,101.61,101.8,101.66,101.97,102.01,102.05,101.78,101.64,102.22,102.06,102.23,101.92
,2019,102.42,102.66,102.64,103.01,102.82,102.81,102.66,102.57,102.64,102.59,103.05,103.99,102.82
,2020,104.1,104.17,103.48,103.4,103.32,103.53,103.39,103.18,103.16,102.97,103.04,103.19,103.41
,2021,103.57,103.16,103.96,104.49,105.12,106.68,108.17,109.42,110.31,111.49,112.14,112.7,107.6
,2022,113.7,114.59,115.86,118.94,119.85,122.13,124.03,125.09,124.79,124.62,125.09,124.86,121.13
,2023,124.66,123.81,123.87,123.83,123.66,123.42,123.44,123.67,123.31,122.75,122.49,121.86,123.4
GASTOS GENERALES,2015,98.94,99.52,100.57,101.01,101.41,101.83,101.94,100.58,99.1,98.47,98.62,98.03,100
,2016,95.89,95.19,95.91,95.84,96.57,100.2,98,97.94,97.93,99.01,99.01,100.58,97.67
,2017,101.96,100.93,100.12,100.78,100.16,100.24,100.58,101.19,101.03,101.38,101.89,102.24,101.04
,2018,102.17,102.4,102.24,101.69,103.94,104.56,105.24,105.74,105.98,106.06,105.05,103.83,104.07
,2019,103.59,104.03,104.36,105.23,105.24,104.54,105.31,105.01,104.46,104.51,104.09,104.14,104.55
,2020,104.55,103.85,101.77,99.75,99.51,101.1,101.68,101.82,101.63,100.59,100.77,101.91,101.58
,2021,104.29,102.58,104.65,106.23,106.95,108.55,108.86,109.98,111.76,114.32,113.55,116.47,109.01
,2022,117.27,119.03,128.17,120.94,122.1,127.02,127.85,127.91,123.87,120.72,118.22,116.02,122.42
,2023,116.14,117.55,116.38,116.12,115.03,116.21,117.54,119.17,119.8,118.74,116.47,116.06,117.1
BIENES DE INVERSION   (INPUT II),2015,100.43,100.29,100.14,99.65,99.73,99.8,99.78,99.83,99.76,100.36,100.16,100.06,100
,2016,99.24,98.9,98.79,97.55,97.54,97.55,98.94,99.54,99.71,100.24,100.01,99.98,99
,2017,99.21,99.5,99.69,99.4,99.6,99.71,100.42,100.44,100.41,101.39,101.39,101.68,100.24
,2018,100.14,100.12,100.38,100.67,101,101.06,102.65,102.73,102.81,103.82,103.82,103.84,101.92
,2019,104.22,104.23,104.23,103.9,103.93,103.97,105.19,105.19,105.21,105.57,105.57,105.54,104.73
,2020,104.94,104.86,104.97,105.49,105.55,105.55,104.33,104.35,104.33,104.27,104.26,104.29,104.77
,2021,107.54,107.55,107.53,107.31,107.35,107.37,110.39,110.44,110.48,113.99,114.03,114.11,109.84
,2022,115.05,115.1,115.21,117.5,117.7,117.89,124.72,124.89,124.95,126.29,126.36,126.41,121.01
,2023,127.7,127.73,127.82,127.62,127.81,128.65,129.86,129.93,129.98,130.88,130.88,130.88,129.15
MAQUINARIA Y OTROS BIENES DE EQUIPO,2015,100.68,100.63,100.61,99.68,99.82,99.81,99.16,99.12,99.1,100.47,100.47,100.46,100
,2016,100.76,100.84,100.79,98.35,98.48,98.46,100.42,100.53,100.55,101.79,101.73,101.72,100.37
,2017,100.58,100.57,100.58,100.12,100.16,100.2,100.59,100.63,100.64,102.91,102.92,102.94,101.07
,2018,100.08,100.07,100.24,100.56,100.86,100.94,103.97,104.05,104.15,105.47,105.47,105.49,102.62
,2019,105.32,105.33,105.34,104.46,104.52,104.63,106.69,106.69,106.74,109.01,109.01,108.96,106.39
,2020,107.78,107.84,107.84,108.4,108.56,108.56,109.47,109.53,109.47,109.62,109.61,109.67,108.87
,2021,112.83,112.84,112.8,109.12,109.21,109.26,111.24,111.35,111.46,115.1,115.2,115.37,112.14
,2022,115.04,115.15,115.42,114.86,115.32,115.75,118.4,118.79,118.92,123.72,123.89,124,118.27
,2023,128.67,128.72,128.95,127.74,128.18,128.24,129.81,129.97,130.08,134.64,134.64,134.65,130.36
OBRAS DE INVERSION,2015,100.23,100.03,99.8,99.62,99.66,99.8,100.25,100.37,100.26,100.28,99.93,99.76,100
,2016,98.11,97.45,97.28,96.94,96.83,96.86,97.82,98.8,99.08,99.07,98.71,98.69,97.97
,2017,98.18,98.7,99.01,98.86,99.17,99.33,100.29,100.3,100.23,100.26,100.25,100.74,99.61
,2018,100.19,100.15,100.49,100.74,101.1,101.15,101.66,101.73,101.8,102.58,102.58,102.61,101.4
,2019,103.4,103.4,103.4,103.48,103.48,103.48,104.06,104.06,104.06,102.98,102.98,102.98,103.48
,2020,102.81,102.62,102.81,103.3,103.3,103.3,100.47,100.47,100.47,100.25,100.25,100.25,101.69
,2021,103.58,103.58,103.58,105.95,105.95,105.95,109.75,109.75,109.75,113.16,113.16,113.16,108.11
,2022,115.06,115.06,115.06,119.49,119.49,119.49,129.47,129.47,129.47,128.22,128.22,128.22,123.06
,2023,126.98,126.98,126.98,127.53,127.53,128.96,129.9,129.9,129.9,128.06,128.06,128.06,128.24
