subproduct_type,season,generated_volume_tons,moisture_pct,process_temperature_c,reuse_strategy,co2_emissions_kg,co2_per_ton
Silo dust,Dry,12.098281097254803,18.03233979308436,742.1503575063043,Biomass combustion,4592.518688700602,379.60092444394274
Silo dust,Rainy,28.58568283234577,6.739066165329062,497.8864378455113,Biochar,1423.2423798778225,49.788643784551134
Silo dust,Rainy,16.49752310833223,18.790734782081778,57.14781531657095,Composting,459.606577051994,27.859126126628382
Bran,Rainy,27.24175290936228,7.737129517103176,64.15822012491502,Animal feed,349.55647594948186,12.831644024983005
Husk,Rainy,4.439291364590471,12.380743223448146,541.7618110657188,Biochar,1443.0231177173634,325.05708663943125
Straw,Dry,0.9308659399427022,11.266296607850396,1025.9369237471128,Biomass combustion,503.1362044878465,540.5033989306947
Bran,Dry,14.198311446675389,12.532830645595755,1023.1722961713152,Biomass combustion,7302.396260102251,514.3144160154443
Bran,Rainy,18.68836275002245,20.71284482978994,499.7060989724385,Biochar,5603.213307597331,299.8236593834631
Husk,Rainy,30.91948741538081,8.089930019028193,463.86889707967913,Biochar,1434.2588525641718,46.38688970796792
Silo dust,Rainy,37.57870188784473,13.383772133195356,412.4692577431392,Biochar,9300.03556477801,247.4815546458835
Bran,Rainy,38.02742379610448,16.340931265296962,62.77282727952728,Composting,1144.9726813158231,30.109130911810908
Silo dust,Dry,34.64269107649301,19.292183184309398,65.25771485125696,Composting,1077.4945977624511,31.10308594050279
Bran,Dry,12.448437271698529,12.445411672800567,60.81420327585318,Animal feed,151.4083589415563,12.162840655170635
Bran,Rainy,54.45098223740303,31.45696048194768,633.4478944113326,Biomass combustion,17548.792218011928,322.2860542992639
Bran,Rainy,10.473067307551174,4.82255397992381,1064.3705166904967,Biomass combustion,5544.792990826537,529.4335296430962
Straw,Dry,7.887103257367796,20.60327754027339,52.972659286981454,Composting,206.55584973235327,26.18906371479258
Straw,Dry,4.673611478615535,11.014712545851616,67.3307356828857,Composting,149.23913705354295,31.93229427315428
Bran,Rainy,46.04095216997833,10.638715005738916,466.6906509270338,Biochar,12892.129162504569,280.01439055622023
Straw,Dry,11.300876477526304,25.09876856710378,433.2962437685906,Biochar,2937.976397402982,259.9777462611544
Straw,Rainy,44.68358116207349,13.778944151003945,64.74450615950857,Animal feed,2603.714756199092,58.27005554355772
Husk,Rainy,20.729664477696318,34.20370242522733,346.788843369236,Biochar,4313.289820591585,208.0733060215416
Bran,Dry,55.92081782854345,12.419815198046798,60.92012991350999,Animal feed,681.3406973969186,12.184025982702
Straw,Dry,21.02983770821092,6.443435143242041,356.3804460422565,Biochar,749.4622942648473,35.63804460422565
Bran,Dry,13.055788263415128,18.792194223785064,56.9247356486334,Animal feed,668.8775660214931,51.23226208377007
Silo dust,Rainy,6.367653026271425,17.655088234081976,995.5484842501934,Biomass combustion,3268.0198116641204,513.2220298720811
Husk,Rainy,24.91484803260542,7.569480409354413,886.1403101722366,Biomass combustion,11030.676933417622,442.7350678190796
Bran,Dry,28.057755938021597,9.108787875763674,1245.121233563434,Biomass combustion,17472.635885934244,622.738180648893
Husk,Dry,32.622154962885375,33.38870748514387,53.44937440817908,Animal feed,1569.270397151608,48.10443696736117
Husk,Dry,0.1,18.019818749989263,938.6670000324168,Biomass combustion,149.92073566524985,1499.2073566524984
Silo dust,Rainy,26.929992395210583,33.69246033192767,408.0667594804329,Biochar,6593.54083772777,244.84005568825967
Bran,Dry,19.72829830882856,17.812830502843497,48.09173981419886,Composting,478.14876724217584,24.236695925679545
Straw,Rainy,47.358165141189055,12.708597358695991,1243.8881312651838,Biomass combustion,29494.73983051994,622.8015748200373
Straw,Dry,42.06955224870541,25.54001152833606,279.5939617024918,Biochar,7057.435668159312,167.7563770214951
Straw,Dry,46.34110859731671,20.522762747608507,889.7127530366894,Biomass combustion,20751.08232375989,447.7899418435889
Bran,Dry,8.114465382977027,22.536473673753605,65.77384224366722,Animal feed,480.3476093924667,59.1964580193005
Bran,Dry,56.45745571019324,17.72253300201964,52.01774027658281,Composting,1457.00298567477,25.807096110633125
Silo dust,Dry,22.552042049970662,14.730939777493065,71.66237241579242,Composting,759.2133446984967,33.66494896631697
Bran,Dry,26.865228040625503,8.40555036884404,63.650404567293,Composting,818.3191936344865,30.4601618269172
Straw,Dry,24.137113865975447,28.146583737253877,983.240152967543,Biomass combustion,12114.943899232185,501.9218108056344
Straw,Rainy,52.988788392121855,13.577697500190212,58.89218948264627,Animal feed,2808.563189800219,53.002970534381646
Straw,Rainy,25.87963458855216,16.06581932704307,345.32312935182614,Biochar,5362.101841560355,207.1938776110957
Bran,Dry,29.562770206592635,22.1990445523972,928.7935476534068,Biomass combustion,13888.040533406824,469.7814324014103
Straw,Dry,54.4185207659969,19.285100813911665,78.2777077059649,Animal feed,3833.7813560805175,70.4499369353684
Husk,Dry,29.08108311483057,19.789995298641813,523.1860278227756,Biochar,9128.889815779316,313.91161669366534
Silo dust,Dry,29.88807982574817,22.310868307075864,701.5790886476725,Biomass combustion,10645.193917485332,356.1685454384608
Bran,Dry,24.157271158969078,24.32241605006873,52.37612010286799,Composting,626.8920100267308,25.9504480411472
Husk,Dry,16.916094515046982,12.716209639753416,55.0854637244933,Animal feed,838.6478196918486,49.57691735204397
Bran,Dry,18.89684340829673,8.188203691617307,41.04290809455314,Animal feed,155.11628145677705,8.20858161891063
Straw,Rainy,33.02229668684166,28.86041558953024,425.18693324624087,Biochar,8424.389434215424,255.1121599477445
Bran,Dry,0.1,23.05974494867849,62.829639948103456,Composting,3.013185597924138,30.131855979241383
Silo dust,Rainy,54.5304163781137,8.165297873936153,544.5479431393154,Biochar,2969.4426077232256,54.45479431393155
Silo dust,Rainy,10.53211488796555,13.802866088444766,52.25794061166081,Animal feed,495.34797089744313,47.03214655049473
Silo dust,Dry,50.216020150060096,32.61041770038787,621.9646381240196,Biochar,18739.553280396365,373.1787828744118
Husk,Dry,34.86077697533615,22.76904902044385,49.29478695425881,Animal feed,1546.6091166532135,44.365308258832926
Bran,Dry,12.225787022611946,4.980377831859758,510.02205117727993,Biochar,623.5420974529115,51.002205117728
Husk,Rainy,0.6287432170562042,14.851958429919051,54.52653364005453,Animal feed,30.8548693581941,49.073880276049074
Husk,Rainy,31.775462696819712,20.966384787100072,61.8545579535335,Composting,945.0601930364091,29.7418231814134
Bran,Dry,23.37467427688062,18.90377936657884,889.4855469720372,Biomass combustion,10510.098973400509,449.636168140996
Silo dust,Rainy,10.349556244077306,32.67707217575541,64.19324481526104,Composting,317.4964203025337,30.677297926104416
Husk,Dry,27.73148061851967,7.50880860556541,474.7149579748583,Biochar,1316.4548656401164,47.47149579748584
Husk,Dry,30.639166517113026,26.127610775044676,752.3652376311545,Biomass combustion,11743.02537622285,383.2684342005181
Bran,Dry,31.571180679614013,17.75439203337448,382.4677233580128,Biochar,7244.974558953871,229.4806340148077
Silo dust,Dry,39.21710532233288,33.1846718344083,827.6683165412143,Biomass combustion,16561.70593068755,422.3082197057565
Bran,Rainy,15.352008305507267,14.05747171995606,864.1609384012017,Biomass combustion,6688.71513872163,435.6899114184408
Bran,Dry,30.66074745015525,8.137653595704352,66.43590483038183,Composting,968.093537101531,31.574361932152737
Husk,Rainy,50.24407742022569,35.64972253628505,45.34187087324298,Animal feed,2050.344423479787,40.80768378591869
Straw,Rainy,5.019815231679963,26.910900782444667,515.1123856688981,Biochar,1551.461399764643,309.06743140133887
Husk,Dry,9.61876418795267,20.0508631379444,863.1063048603037,Biomass combustion,4280.576280276392,445.0235182642004
Straw,Rainy,11.758740372827615,15.194217085959744,65.42697504119963,Composting,366.5292270197137,31.17079001647985
Bran,Rainy,29.65334036406821,15.486331391874606,61.04424339168457,Composting,872.3329924445989,29.41769735667383
Bran,Dry,50.67840038605982,36.64289278279864,71.34023847764333,Composting,1699.5556696130989,33.53609539105733
Straw,Rainy,26.9034640302258,22.301787802760952,77.99680272842923,Animal feed,1888.545759009222,70.19712245558631
Husk,Rainy,19.698612890846928,12.834610236013711,60.811692068985366,Animal feed,1078.115383173896,54.73052286208683
Bran,Rainy,41.384147766126944,13.247459750533508,969.4502003341526,Biomass combustion,20106.36888868464,485.8471171693855
Silo dust,Rainy,27.532190590415315,27.42737698597244,603.187643557432,Biochar,9964.246298524027,361.9125861344592
Husk,Dry,0.1,19.829112918995943,873.0295203073547,Biomass combustion,170.24912782478935,1702.4912782478934
Bran,Dry,9.007114554604065,4.93096402742835,1066.2423786678028,Biomass combustion,4773.782798460718,530.0013416639136
Husk,Dry,32.75834438055766,9.080180857527433,63.519487264106,Animal feed,1872.713914806628,57.16753853769541
Husk,Dry,35.78163599980338,32.12877800750351,53.824288256060576,Composting,949.2766161297574,26.52971530242423
Bran,Rainy,10.440130938762088,13.659469604260288,580.9210704486659,Biochar,3638.935224341944,348.5526422691995
Bran,Rainy,2.878902059667708,7.459482254247501,53.12124744124292,Composting,75.56685776662343,26.248498976497167
Silo dust,Rainy,13.179683173094034,21.165022645342585,424.38072276495257,Biochar,3355.9220824864374,254.62843365897152
Straw,Dry,8.897948376850037,2.218305416663064,915.2654565867998,Biomass combustion,4028.600269745486,452.7560847876768
Straw,Rainy,9.921133931873808,5.208222875999113,65.30882696465052,Animal feed,583.1438573248824,58.77794426818547
Silo dust,Rainy,22.24988057336617,31.90815804644772,485.63260542847934,Biochar,6483.160483989792,291.3795632570876
Bran,Dry,27.96685795459497,3.038596586084457,52.900702270924775,Composting,731.6208602166839,26.16028090836991
Bran,Dry,10.017653211588534,7.193610679578613,58.978186157701,Animal feed,118.16460319527198,11.7956372315402
Silo dust,Rainy,8.3836430102022,14.391605772904253,344.95799960970453,Biochar,1735.2028333447392,206.9747997658227
Silo dust,Dry,9.947900225212416,6.679185066778414,800.4086861665988,Biomass combustion,3965.7164059386087,398.6485907737308
Bran,Dry,31.655362451053065,10.301325699994798,65.6176487927659,Composting,989.136994543629,31.24705951710636
Bran,Dry,49.209669107421824,14.199604559586833,348.9686475143244,Biochar,10303.579003826657,209.38118850859465
Silo dust,Dry,2.152756915854769,7.327998411555976,42.112273772676446,Animal feed,81.59173974584878,37.901046395408805
Husk,Dry,10.489123995858034,14.41615363442994,911.2509755547128,Biomass combustion,4838.584500666786,461.2953858279734
Husk,Dry,36.83668263895611,20.557022016462803,496.5461426195541,Biochar,10974.667602764614,297.92768557173247
Silo dust,Rainy,25.84518014787161,11.556639656844656,64.85358762676157,Composting,799.68696291913,30.941435050704627
Bran,Dry,13.09279703941936,26.713054117032275,750.6654716946849,Biomass combustion,5140.286425483364,392.6041479148542
Bran,Dry,51.10025694445408,13.44215103370436,906.284112197768,Biomass combustion,23204.24286514153,454.09248901359774
Bran,Dry,31.32017693278827,12.568381132940274,569.5044730438007,Biochar,10702.18851584771,341.7026838262804
Silo dust,Rainy,47.85242240467161,20.38211863013288,420.9414019890506,Biochar,12085.839465356832,252.56484119343037
Bran,Rainy,24.891714616660927,32.059048936212186,383.4494851684443,Biochar,5726.829092831084,230.06969110106655
Husk,Dry,7.641666416008963,6.255442895564019,51.07495673775515,Animal feed,351.2680034418128,45.967461063979634
Straw,Rainy,14.609279631713322,28.56047028425744,376.4568605763799,Biochar,3299.858127262349,225.87411634582796
Bran,Rainy,10.17867798457427,16.653735062754393,63.34230250652185,Composting,308.7897499290224,30.33692100260874
Silo dust,Rainy,58.54094108550498,23.308828183532825,67.85386749881326,Composting,1881.5964092962004,32.1415469995253
Husk,Rainy,6.522125960094067,24.35977627665029,407.3054654402192,Biochar,1593.8985299015103,244.38327926413157
Straw,Dry,16.934577367959708,31.623704866386163,57.7361742612105,Composting,475.76797082238784,28.0944697044842
Bran,Dry,18.736090392878367,8.975103878458192,923.2342107402486,Biomass combustion,8652.675903045361,461.81864634546514
Bran,Rainy,14.808010111024863,5.207383752060769,966.848745731328,Biomass combustion,7132.31918071568,481.6527762501677
Bran,Rainy,39.36827096363884,10.00048431318618,900.2590288860832,Biomass combustion,17734.07084118215,450.4660836530419
Silo dust,Dry,24.69688137954146,11.5149366346944,836.4858594390898,Biomass combustion,10357.444825030889,419.382701234936
Husk,Rainy,18.328997802055515,9.799415628729124,69.55666918444399,Composting,601.6066036502682,32.8226676737776
Husk,Dry,16.879745276087714,35.53677152448159,55.2350732175032,Animal feed,839.1185695957578,49.71156589575288
Bran,Rainy,7.236692880194122,10.26325389796624,913.7001080650184,Biomass combustion,3321.8428974427297,459.0277565231734
Husk,Rainy,12.075088403799686,21.313723466986165,53.52849961413304,Animal feed,581.7252284670725,48.17564965271974
Straw,Rainy,59.23466198363783,22.82831073510225,499.9997568701585,Biochar,17770.389954062957,299.99985412209503
Husk,Dry,7.674969553813781,31.429808506596277,744.1969473116285,Biomass combustion,3158.2498916622403,411.4999896114076
Husk,Rainy,31.78076107262829,28.739892349520684,387.3341882402118,Biochar,7385.865175033561,232.40051294412703
Straw,Dry,15.615578326331002,23.364458462197074,56.71271384059153,Animal feed,797.041642568898,51.04144245653238
Straw,Rainy,21.49871693850345,31.646246369563983,71.65954037202766,Animal feed,1386.5293569613343,64.4935863348249
Straw,Dry,48.23342495828516,27.718637569145443,60.85973193858431,Animal feed,2641.9259820969514,54.77375874472588
Silo dust,Rainy,1.1235979459467265,19.12107079993401,369.479270652972,Biochar,249.08768974534436,221.6875623917832
Husk,Rainy,30.13772874668642,26.505763479289826,915.2860219035492,Biomass combustion,14015.244138433629,465.03982620039255
Bran,Dry,7.849280362363009,10.93863685613305,1160.7418309417694,Biomass combustion,4577.850071792041,583.2190800245398
Husk,Rainy,11.971014586902024,14.272652500497369,333.45825454750354,Biochar,2395.100177586632,200.07495272850213
Husk,Rainy,19.89842751565183,18.87316837353507,1171.06120749652,Biomass combustion,11765.12066892555,591.2588147817846
Bran,Dry,29.182691626598974,21.245299307581,493.47919360966966,Biochar,8640.630678752232,296.0875161658018
Bran,Dry,10.932962642033605,17.786887549653052,69.39370571273784,Composting,358.1363300700227,32.757482285095136
Husk,Rainy,48.50383146053423,26.848841799390076,45.40255731733373,Composting,1123.3983525015517,23.16102292693349
Husk,Dry,19.58718684756653,27.309240272952657,833.4675168425217,Biomass combustion,8398.068578192871,428.7531764285093
Silo dust,Dry,16.139063942689013,21.403278153447555,502.9767818887791,Biochar,4870.54466675457,301.78606913326746
Bran,Rainy,21.263037884498637,16.922875334739857,62.72453301292511,Animal feed,266.7428243482624,12.544906602585025
Bran,Dry,3.7524008088587566,21.482281002554927,37.73858720890886,Animal feed,127.4492746511067,33.964728488017975
Straw,Dry,25.66373805650272,16.734349776501244,47.308109880153765,Animal feed,1092.692645921263,42.5772988921384
Bran,Rainy,3.7859381293190912,19.788476018992643,322.2082270049516,Biochar,731.9162473190086,193.32493620297095
Silo dust,Rainy,33.44014081184219,13.776171293518118,54.97433680204332,Composting,902.5405295383978,26.989734720817328
Bran,Rainy,26.862566921305486,20.29967490983552,556.2029570976206,Biochar,8964.6234941177,333.7217742585723
Silo dust,Dry,19.12522214292985,21.0077301731716,67.34369931162486,Composting,610.8113944192482,31.937479724649943
Bran,Rainy,20.43117624716352,26.51477257906036,877.527091086257,Biomass combustion,9187.517699864997,449.6812904318471
Bran,Dry,7.648916174288577,15.506155784593016,759.2770275030597,Biomass combustion,2975.9430035269465,389.0672790388813
Bran,Rainy,33.764424362948446,34.3360517500968,391.9424251423607,Biochar,7940.226221009893,235.16545508541645
Husk,Rainy,59.43194197520923,23.29992112666023,276.6132813520089,Biochar,9863.798692130891,165.96796881120534
Bran,Dry,10.954205637091668,11.94194882848216,844.1232967152371,Biomass combustion,4655.885971133908,425.0318211453662
Straw,Dry,23.02144987889101,27.326619108187,926.4252698923876,Biomass combustion,10899.525544552806,473.4508730723722
Husk,Dry,44.84628598755515,23.67727527005738,65.74187123993218,Composting,1403.542933530986,31.29674849597288
Husk,Rainy,24.37347289671373,20.206398435216485,411.1782913158864,Biochar,6013.105763462891,246.70697478953184
Husk,Rainy,3.999736646226417,23.490967833861347,45.620099970520805,Animal feed,164.22154709094426,41.058089973468725
Husk,Dry,46.82013270452967,19.47475891523719,883.8827846767099,Biomass combustion,20813.639697194343,444.5446540816981
Husk,Rainy,30.55614566904861,25.601365792969155,54.99602832214353,Composting,824.9673893974593,26.99841132885741
Straw,Dry,29.38706284695425,5.20424024272004,422.6721968152504,Biochar,1242.109441146998,42.26721968152504
Silo dust,Dry,34.78391805357302,6.361501159797198,61.77418239362182,Animal feed,1933.873288385593,55.59676415425964
Straw,Dry,31.17850074301076,12.511266396350088,805.846183525455,Biomass combustion,12601.045788649824,404.1581695192506
Bran,Rainy,51.60675990191291,17.414972294531005,367.5321136982403,Biochar,11380.284928720588,220.5192682189442
Straw,Rainy,14.254604649352109,17.90150874237029,62.78164926730632,Composting,429.24405906265577,30.11265970692253
Bran,Rainy,18.542781164335647,15.514244299002756,46.46387407104682,Animal feed,172.3138897893341,9.292774814209364
Silo dust,Dry,57.13099644515263,27.55714008222121,62.01934018229691,Composting,1702.9456636199698,29.807736072918765
Silo dust,Dry,8.259019978471137,9.79283930086039,868.7899653865909,Biomass combustion,3598.967308598008,435.7620296329914
Silo dust,Rainy,49.483513960348574,25.57432020308012,347.34893830481604,Biochar,10312.827622631172,208.40936298288963
Silo dust,Rainy,21.582602233906144,19.041165166440457,527.2954956087304,Biochar,6828.24536487218,316.3772973652383
Silo dust,Dry,57.69936603371023,19.680460907384717,633.7805686031953,Biochar,21941.242207733256,380.2683411619172
Silo dust,Dry,5.732728676067596,32.35553496197423,1221.8564790893156,Biomass combustion,3820.374866409228,666.4147358583591
Silo dust,Dry,12.644794827618636,17.601298818498105,595.028009431794,Biochar,4514.404257570816,357.01680565907634
Husk,Rainy,20.769375924745454,14.311258058490695,525.90413720542,Biochar,6553.620435598969,315.54248232325205
Silo dust,Dry,24.688374139135053,23.092406856441063,41.46491095114399,Composting,532.9223647787796,21.585964380457597
Straw,Dry,28.239801007325312,15.78505971711738,63.62893068869461,Animal feed,1617.181506861867,57.26603761982514
Straw,Rainy,26.9776191805665,25.132196816503267,59.77197665668133,Composting,779.8903454682963,28.908790662672537
Bran,Dry,4.430644737121801,9.96900209174118,1000.000527711454,Biomass combustion,2228.275246845137,502.9234748107227
Straw,Dry,17.31108074597363,20.735010940034982,61.81421720061284,Animal feed,963.0638146880648,55.63279548055155
Straw,Dry,56.87734867047048,30.37797475818558,66.50341663030001,Animal feed,3404.284213913225,59.85307496727001
Silo dust,Dry,22.042413816115364,31.035135313698557,508.9448964184541,Biochar,6731.024409873321,305.36693785107246
Silo dust,Dry,6.9318723652628105,20.845022615581563,70.07632066200654,Animal feed,437.18409959063257,63.06868859580588
Silo dust,Dry,26.29036062133317,11.378152803362866,525.8522760195577,Biochar,8294.907582061802,315.5113656117347
Straw,Rainy,8.622428489071023,27.98201770012519,716.0847231407654,Biomass combustion,3333.233391214471,386.5770989506452
Straw,Rainy,48.73087206993635,19.04692228160444,1063.3068229953562,Biomass combustion,26024.18650821704,534.0390065432915
Bran,Dry,26.237987838214497,16.565856143343453,65.82356396361808,Composting,822.0210874892107,31.32942558544724
Bran,Dry,5.306642259975129,32.7846589850432,73.18317391191664,Animal feed,349.5212310600776,65.86485652072498
Husk,Dry,36.3256000468045,18.934835631712374,51.53392396620052,Animal feed,1684.80063975477,46.38053156958047
Straw,Rainy,21.498999126035084,15.292125353840005,617.4160357334765,Biochar,7964.296087580434,370.4496214400859
Husk,Rainy,38.33978485888955,17.635614619386978,798.3879782776032,Biomass combustion,15403.132408182171,401.753230094372
Straw,Rainy,15.65168368214416,26.480063007344512,62.044337099427935,Animal feed,873.988504693711,55.83990338948514
Silo dust,Dry,8.638579424656662,6.3200252229005605,627.6878778625978,Biomass combustion,2692.9424509009373,311.7344089254545
Silo dust,Dry,21.87700641544912,4.643816328691377,64.99249304368416,Composting,678.1215069863298,30.996997217473663
Silo dust,Rainy,58.20845844691873,10.430615729883472,53.68752061229578,Composting,1541.0694173061584,26.47500824491831
Silo dust,Rainy,11.817049279282449,33.743918014160926,948.4181609167612,Biomass combustion,5945.785641604603,503.1531561799193
Straw,Dry,10.159636076751603,3.821356862009659,61.19233581834392,Composting,299.4749254240565,29.47693432733757
Bran,Rainy,15.17067872648189,10.776175950276285,742.343656502635,Biomass combustion,5651.678650305018,372.53960433816746
Silo dust,Rainy,6.276224285556882,6.178335338972032,53.54491688599714,Animal feed,302.45391695521806,48.19042519739743
Bran,Rainy,16.86847936473964,12.583995240097394,815.3908509315578,Biomass combustion,6916.4826182365405,410.0240732246522
Husk,Dry,25.045420711818103,20.84991178814637,63.87418590306207,Animal feed,1439.7802727103635,57.48676731275586
Straw,Dry,25.41715341023301,11.039661042284974,58.17186714229452,Animal feed,1330.7069441838537,52.354680428065066
Bran,Rainy,56.09432779555495,10.906519477369423,403.0929865693647,Biochar,13566.738072426704,241.8557919416188
Bran,Rainy,17.76536679313942,5.983361084958675,54.178007452312144,Animal feed,192.49843490235327,10.83560149046243
Silo dust,Rainy,6.91156340960095,29.428723359278443,59.85369440717769,Composting,200.0308587256393,28.94147776287108
Straw,Dry,30.515934941179147,9.602426226031984,75.93565011358714,Animal feed,2085.5226227241315,68.34208510222844
Silo dust,Rainy,13.35501037282956,25.738254604631912,1212.2526117585428,Biomass combustion,8305.978276338801,621.9372388685754
Husk,Dry,14.178018385402495,12.22442871175716,73.4095042241029,Animal feed,936.721170497352,66.06855380169262
Straw,Rainy,18.721573821032774,12.928668260307584,58.31344674458003,Composting,530.2956683001712,28.32537869783201
Bran,Dry,50.875536841170295,17.771666170902634,864.1173882303376,Biomass combustion,22081.056095628024,434.0210927810642
Silo dust,Rainy,25.628955874874983,36.97516219260493,512.5842632133708,Biochar,7882.19967843047,307.55055792802244
Silo dust,Dry,7.510054805745735,35.251852521853706,266.6986729693703,Biochar,1201.7529903717775,160.01920378162217
Bran,Rainy,46.84375055386016,11.322948477263669,70.01329969708019,Animal feed,655.9371092925355,14.002659939416038
Silo dust,Dry,23.973559841729408,6.981170644474937,60.17417123193147,Composting,696.9034371907196,29.06966849277259
Straw,Rainy,26.958437761962685,27.62795515945639,64.67525192257622,Composting,832.2096902874249,30.87010076903049
Straw,Dry,15.86020406554281,12.748957835788804,270.28519970450225,Biochar,2572.067053925637,162.1711198227013
Straw,Rainy,2.853801704510037,29.73042293482509,392.2742680831012,Biochar,671.6837849345889,235.3645608498607
Straw,Dry,43.5582251880136,16.60028635615802,921.7614185509224,Biomass combustion,20160.416303506885,462.8383322894122
Silo dust,Rainy,24.01517904682361,11.513155359862084,60.45167830616107,Animal feed,1306.582090383097,54.40651047554497
Bran,Dry,4.0914805210718725,5.496031205631027,70.25675105687026,Composting,135.4390539745515,33.10270042274811
Husk,Rainy,21.643768867477355,8.134231077509128,52.92036920403465,Composting,566.3773401108638,26.16814768161386
Bran,Dry,51.7489320415306,26.58411689004568,70.3715129030455,Animal feed,3277.485574991456,63.33436161274095
Silo dust,Dry,16.976730203264363,5.634636670159287,366.1858180094703,Biochar,621.6637836608442,36.61858180094703
Straw,Rainy,8.75369637558467,19.67470802143137,61.68108941593471,Composting,259.74349342287604,29.672435766373887
Straw,Dry,41.20295352393444,17.76937679091151,920.8983194572472,Biomass combustion,19071.674461346745,462.8715378442027
Husk,Rainy,13.114639994120711,14.401331586341886,492.0231458103285,Biochar,3871.623855646332,295.2138874861971
Straw,Dry,58.24794595559413,22.00429233502583,60.58990842169301,Animal feed,3176.313940081055,54.53091757952371
Silo dust,Dry,14.263334120111196,34.198881618354626,787.951958844479,Biomass combustion,5969.399848724211,418.51363772705855
