date,value
2006-06-26,100.0
2006-07-03,100.0
2006-07-10,100.0
2006-07-17,100.0
2006-07-24,100.0
2006-07-31,100.0
2006-08-07,100.0
2006-08-14,100.0
2006-08-21,100.0
2006-08-28,100.0
2006-09-04,100.0
2006-09-11,100.0
2006-09-18,100.0
2006-09-25,100.0
2006-10-02,100.0
2006-10-09,100.0
2006-10-16,100.0
2006-10-23,100.0
2006-10-30,100.0
2006-11-06,100.0
2006-11-13,100.0
2006-11-20,100.0
2006-11-27,100.0
2006-12-04,100.0
2006-12-11,100.0
2006-12-18,100.0
2006-12-25,100.0
2007-01-01,100.0
2007-01-08,100.0
2007-01-15,100.0
2007-01-22,100.0
2007-01-29,100.0
2007-02-05,100.0
2007-02-12,100.0
2007-02-19,100.0
2007-02-26,100.0
2007-03-05,100.0
2007-03-12,100.0
2007-03-19,100.0
2007-03-26,100.0
2007-04-02,100.0
2007-04-09,100.0
2007-04-16,100.0
2007-04-23,100.0
2007-04-30,100.0
2007-05-07,100.0
2007-05-14,100.0
2007-05-21,100.0
2007-05-28,100.0
2007-06-04,100.0
2007-06-11,100.0
2007-06-18,100.0
2007-06-25,100.0
2007-07-02,100.0
2007-07-09,100.0
2007-07-16,100.0
2007-07-23,100.0
2007-07-30,100.0
2007-08-06,100.0
2007-08-13,100.0
2007-08-20,100.0
2007-08-27,100.0
2007-09-03,100.0
2007-09-10,100.0
2007-09-17,100.0
2007-09-24,100.0
2007-10-01,100.0
2007-10-08,100.0
2007-10-15,100.0
2007-10-22,100.0
2007-10-29,100.0
2007-11-05,100.0
2007-11-12,100.0
2007-11-19,100.0
2007-11-26,100.0
2007-12-03,100.0
2007-12-10,100.0
2007-12-17,100.0
2007-12-24,100.0
2007-12-31,100.0
2008-01-07,100.0
2008-01-14,100.0
2008-01-21,100.0
2008-01-28,100.0
2008-02-04,100.0
2008-02-11,100.0
2008-02-18,100.0
2008-02-25,100.0
2008-03-03,100.0
2008-03-10,100.0
2008-03-17,100.0
2008-03-24,100.0
2008-03-31,100.0
2008-04-07,100.0
2008-04-14,100.0
2008-04-21,100.0
2008-04-28,100.0
2008-05-05,100.0
2008-05-12,100.0
2008-05-19,100.0
2008-05-26,100.0
2008-06-02,100.0
2008-06-09,100.0
2008-06-16,100.0
2008-06-23,100.0
2008-06-30,100.0
2008-07-07,100.0
2008-07-14,100.0
2008-07-21,100.0
2008-07-28,100.0
2008-08-04,100.0
2008-08-11,100.0
2008-08-18,100.0
2008-08-25,100.0
2008-09-01,100.0
2008-09-08,100.0
2008-09-15,100.0
2008-09-22,100.0
2008-09-29,100.0
2008-10-06,100.0
2008-10-13,100.0
2008-10-20,100.0
2008-10-27,100.0
2008-11-03,100.0
2008-11-10,100.0
2008-11-17,100.0
2008-11-24,100.0
2008-12-01,100.0
2008-12-08,100.0
2008-12-15,100.0
2008-12-22,100.0
2008-12-29,100.0
2009-01-05,100.0
2009-01-12,100.0
2009-01-19,100.0
2009-01-26,100.0
2009-02-02,100.0
2009-02-09,100.0
2009-02-16,100.0
2009-02-23,100.0
2009-03-02,100.0
2009-03-09,100.0
2009-03-16,100.0
2009-03-23,100.0
2009-03-30,100.0
2009-04-06,100.0
2009-04-13,100.0
2009-04-20,100.0
2009-04-27,100.0
2009-05-04,100.0
2009-05-11,100.0
2009-05-18,100.0
2009-05-25,100.0
2009-06-01,100.0
2009-06-08,100.0
2009-06-15,100.0
2009-06-22,100.0
2009-06-29,100.0
2009-07-06,100.0
2009-07-13,100.0
2009-07-20,100.0
2009-07-27,100.0
2009-08-03,100.0
2009-08-10,100.0
2009-08-17,100.0
2009-08-24,100.0
2009-08-31,100.0
2009-09-07,100.0
2009-09-14,100.0
2009-09-21,100.0
2009-09-28,100.0
2009-10-05,100.0
2009-10-12,100.0
2009-10-19,100.0
2009-10-26,100.0
2009-11-02,100.0
2009-11-09,100.0
2009-11-16,100.0
2009-11-23,100.0
2009-11-30,100.0
2009-12-07,100.0
2009-12-14,100.0
2009-12-21,100.0
2009-12-28,100.0
2010-01-04,100.0
2010-01-11,100.0
2010-01-18,100.0
2010-01-25,100.0
2010-02-01,100.0
2010-02-08,100.0
2010-02-15,100.0
2010-02-22,100.0
2010-03-01,100.0
2010-03-08,100.0
2010-03-15,100.0
2010-03-22,100.0
2010-03-29,100.0
2010-04-05,100.0
2010-04-12,100.0
2010-04-19,100.0
2010-04-26,100.0
2010-05-03,100.0
2010-05-10,100.0
2010-05-17,100.0
2010-05-24,100.0
2010-05-31,100.0
2010-06-07,100.0
2010-06-14,100.0
2010-06-21,100.0
2010-06-28,100.0
2010-07-05,100.0
2010-07-12,100.0
2010-07-19,100.0
2010-07-26,100.0
2010-08-02,100.0
2010-08-09,100.0
2010-08-16,100.0
2010-08-23,100.0
2010-08-30,100.0
2010-09-06,100.0
2010-09-13,100.0
2010-09-20,100.0
2010-09-27,100.0
2010-10-04,100.0
2010-10-11,100.0
2010-10-18,100.0
2010-10-25,100.0
2010-11-01,100.0
2010-11-08,100.0
2010-11-15,100.0
2010-11-22,100.0
2010-11-29,100.0
2010-12-06,100.0
2010-12-13,100.0
2010-12-20,100.0
2010-12-27,100.0
2011-01-03,100.0
2011-01-10,100.0
2011-01-17,100.0
2011-01-24,100.0
2011-01-31,100.0
2011-02-07,100.0
2011-02-14,100.0
2011-02-21,100.0
2011-02-28,100.0
2011-03-07,100.0
2011-03-14,100.0
2011-03-21,100.0
2011-03-28,100.0
2011-04-04,100.0
2011-04-11,100.0
2011-04-18,100.0
2011-04-25,100.0
2011-05-02,100.0
2011-05-09,100.0
2011-05-16,100.0
2011-05-23,100.0
2011-05-30,100.0
2011-06-06,100.0
2011-06-13,100.0
2011-06-20,100.0
2011-06-27,100.0
2011-07-04,100.0
2011-07-11,100.0
2011-07-18,100.0
2011-07-25,100.0
2011-08-01,100.0
2011-08-08,100.0
2011-08-15,100.0
2011-08-22,100.0
2011-08-29,100.0
2011-09-05,100.0
2011-09-12,100.0
2011-09-19,100.0
2011-09-26,100.0
2011-10-03,100.0
2011-10-10,100.0
2011-10-17,100.0
2011-10-24,100.0
2011-10-31,100.0
2011-11-07,100.0
2011-11-14,100.0
2011-11-21,100.0
2011-11-28,100.0
2011-12-05,100.0
2011-12-12,100.0
2011-12-19,100.0
2011-12-26,100.0
2012-01-02,100.0
2012-01-09,100.0
2012-01-16,100.0
2012-01-23,100.0
2012-01-30,100.0
2012-02-06,100.0
2012-02-13,100.0
2012-02-20,100.0
2012-02-27,100.0
2012-03-05,100.0
2012-03-12,100.0
2012-03-19,100.0
2012-03-26,100.0
2012-04-02,100.0
2012-04-09,100.0
2012-04-16,100.0
2012-04-23,100.0
2012-04-30,100.0
2012-05-07,100.0
2012-05-14,100.0
2012-05-21,100.0
2012-05-28,100.0
2012-06-04,100.0
2012-06-11,100.0
2012-06-18,100.0
2012-06-25,100.0
2012-07-02,100.0
2012-07-09,100.0
2012-07-16,100.0
2012-07-23,100.0
2012-07-30,100.0
2012-08-06,100.0
2012-08-13,100.0
2012-08-20,100.0
2012-08-27,100.0
2012-09-03,100.0
2012-09-10,100.0
2012-09-17,100.0
2012-09-24,100.0
2012-10-01,100.0
2012-10-08,100.0
2012-10-15,100.0
2012-10-22,100.0
2012-10-29,100.0
2012-11-05,100.0
2012-11-12,100.0
2012-11-19,100.0
2012-11-26,100.0
2012-12-03,100.0
2012-12-10,100.0
2012-12-17,100.0
2012-12-24,100.0
2012-12-31,100.0
2013-01-07,100.0
2013-01-14,100.0
2013-01-21,100.0
2013-01-28,100.0
2013-02-04,100.0
2013-02-11,100.0
2013-02-18,100.0
2013-02-25,100.0
2013-03-04,100.0
2013-03-11,100.0
2013-03-18,100.0
2013-03-25,100.0
2013-04-01,100.0
2013-04-08,100.0
2013-04-15,100.0
2013-04-22,100.0
2013-04-29,100.0
2013-05-06,100.0
2013-05-13,100.0
2013-05-20,100.0
2013-05-27,100.0
2013-06-03,100.0
2013-06-10,100.0
2013-06-17,100.0
2013-06-24,100.0
2013-07-01,100.0
2013-07-08,100.0
2013-07-15,100.0
2013-07-22,100.0
2013-07-29,100.0
2013-08-05,100.0
2013-08-12,100.0
2013-08-19,100.0
2013-08-26,100.0
2013-09-02,100.0
2013-09-09,100.0
2013-09-16,100.0
2013-09-23,100.0
2013-09-30,100.0
2013-10-07,100.0
2013-10-14,100.0
2013-10-21,100.0
2013-10-28,100.0
2013-11-04,100.0
2013-11-11,100.0
2013-11-18,100.0
2013-11-25,100.0
2013-12-02,100.0
2013-12-09,100.0
2013-12-16,100.0
2013-12-23,100.0
2013-12-30,100.0
2014-01-06,100.0
2014-01-13,100.0
2014-01-20,100.0
2014-01-27,100.0
2014-02-03,100.0
2014-02-10,100.0
2014-02-17,100.0
2014-02-24,100.0
2014-03-03,100.0
2014-03-10,100.0
2014-03-17,100.0
2014-03-24,100.0
2014-03-31,100.0
2014-04-07,100.0
2014-04-14,100.0
2014-04-21,100.0
2014-04-28,100.0
2014-05-05,100.0
2014-05-12,100.0
2014-05-19,100.0
2014-05-26,100.0
2014-06-02,100.0
2014-06-09,100.0
2014-06-16,100.0
2014-06-23,100.0
2014-06-30,100.0
2014-07-07,100.0
2014-07-14,100.0
2014-07-21,100.0
2014-07-28,100.0
2014-08-04,100.0
2014-08-11,100.0
2014-08-18,100.0
2014-08-25,100.0
2014-09-01,100.0
2014-09-08,100.0
2014-09-15,100.0
2014-09-22,100.0
2014-09-29,100.0
2014-10-06,100.0
2014-10-13,100.0
2014-10-20,100.0
2014-10-27,100.0
2014-11-03,100.0
2014-11-10,100.0
2014-11-17,100.0
2014-11-24,100.0
2014-12-01,100.0
2014-12-08,100.0
2014-12-15,100.0
2014-12-22,100.0
2014-12-29,100.0
2015-01-05,100.0
2015-01-12,100.0
2015-01-19,100.0
2015-01-26,100.0
2015-02-02,100.0
2015-02-09,100.0
2015-02-16,100.0
2015-02-23,100.0
2015-03-02,100.0
2015-03-09,100.0
2015-03-16,100.0
2015-03-23,100.0
2015-03-30,100.0
2015-04-06,100.0
2015-04-13,100.0
2015-04-20,100.0
2015-04-27,100.0
2015-05-04,100.0
2015-05-11,100.0
2015-05-18,100.0
2015-05-25,100.0
2015-06-01,100.0
2015-06-08,100.0
2015-06-15,100.0
2015-06-22,100.0
2015-06-29,100.0
2015-07-06,100.0
2015-07-13,100.0
2015-07-20,100.0
2015-07-27,100.0
2015-08-03,100.0
2015-08-10,100.0
2015-08-17,100.0
2015-08-24,100.0
2015-08-31,100.0
2015-09-07,100.0
2015-09-14,100.0
2015-09-21,100.0
2015-09-28,100.0
2015-10-05,100.0
2015-10-12,100.0
2015-10-19,100.0
2015-10-26,100.0
2015-11-02,100.0
2015-11-09,100.0
2015-11-16,100.0
2015-11-23,100.0
2015-11-30,100.0
2015-12-07,100.0
2015-12-14,100.0
2015-12-21,100.0
2015-12-28,100.0
2016-01-04,100.0
2016-01-11,100.0
2016-01-18,100.0
2016-01-25,100.0
2016-02-01,100.0
2016-02-08,100.0
2016-02-15,100.0
2016-02-22,100.0
2016-02-29,100.0
2016-03-07,100.0
2016-03-14,100.0
2016-03-21,100.0
2016-03-28,100.0
2016-04-04,100.0
2016-04-11,100.0
2016-04-18,100.0
2016-04-25,100.0
2016-05-02,100.0
2016-05-09,100.0
2016-05-16,100.0
2016-05-23,100.0
2016-05-30,100.0
2016-06-06,100.0
2016-06-13,100.0
2016-06-20,100.0
2016-06-27,100.0
2016-07-04,100.0
2016-07-11,100.0
2016-07-18,100.0
2016-07-25,100.0
2016-08-01,100.0
2016-08-08,100.0
2016-08-15,100.0
2016-08-22,100.0
2016-08-29,100.0
2016-09-05,100.0
2016-09-12,100.0
2016-09-19,100.0
2016-09-26,100.0
2016-10-03,100.0
2016-10-10,100.0
2016-10-17,100.0
2016-10-24,100.0
2016-10-31,100.0
2016-11-07,100.0
2016-11-14,100.0
2016-11-21,100.0
2016-11-28,100.0
2016-12-05,100.0
2016-12-12,100.0
2016-12-19,100.0
2016-12-26,100.0
2017-01-02,100.0
2017-01-09,100.0
2017-01-16,100.0
2017-01-23,100.0
2017-01-30,100.0
2017-02-06,100.0
2017-02-13,100.0
2017-02-20,100.0
2017-02-27,100.0
2017-03-06,100.0
2017-03-13,100.0
2017-03-20,100.0
2017-03-27,100.0
2017-04-03,100.0
2017-04-10,100.0
2017-04-17,100.0
2017-04-24,100.0
2017-05-01,100.0
2017-05-08,100.0
2017-05-15,100.0
2017-05-22,100.0
2017-05-29,100.0
2017-06-05,100.0
2017-06-12,100.0
2017-06-19,100.0
2017-06-26,100.0
2017-07-03,100.0
2017-07-10,100.0
2017-07-17,100.0
2017-07-24,100.0
2017-07-31,100.0
2017-08-07,100.0
2017-08-14,100.0
2017-08-21,100.0
2017-08-28,100.0
2017-09-04,100.0
2017-09-11,100.0
2017-09-18,100.0
2017-09-25,100.0
2017-10-02,100.0
2017-10-09,100.0
2017-10-16,100.0
2017-10-23,100.0
2017-10-30,100.0
2017-11-06,100.0
2017-11-13,100.0
2017-11-20,100.0
2017-11-27,100.0
2017-12-04,100.0
2017-12-11,100.0
2017-12-18,100.0
2017-12-25,100.0
2018-01-01,100.0
2018-01-08,100.0
2018-01-15,100.0
2018-01-22,100.0
2018-01-29,100.0
2018-02-05,100.0
2018-02-12,100.0
2018-02-19,100.0
2018-02-26,100.0
2018-03-05,100.0
2018-03-12,100.0
2018-03-19,100.0
2018-03-26,100.0
2018-04-02,100.0
2018-04-09,100.0
2018-04-16,100.0
2018-04-23,100.0
2018-04-30,100.0
2018-05-07,100.0
2018-05-14,100.0
2018-05-21,100.0
2018-05-28,100.0
2018-06-04,100.0
2018-06-11,100.0
2018-06-18,100.0
2018-06-25,100.0
2018-07-02,100.0
2018-07-09,100.0
2018-07-16,100.0
2018-07-23,100.0
2018-07-30,100.0
2018-08-06,100.0
2018-08-13,100.0
2018-08-20,100.0
2018-08-27,100.0
2018-09-03,100.0
2018-09-10,100.0
2018-09-17,100.0
2018-09-24,100.0
2018-10-01,100.0
2018-10-08,100.0
2018-10-15,100.0
2018-10-22,100.0
2018-10-29,100.0
2018-11-05,100.0
2018-11-12,100.0
2018-11-19,100.0
2018-11-26,100.0
2018-12-03,100.0
2018-12-10,100.0
2018-12-17,100.0
2018-12-24,100.0
2018-12-31,100.0
2019-01-07,100.0
2019-01-14,100.0
2019-01-21,100.0
2019-01-28,100.0
2019-02-04,100.0
2019-02-11,100.0
2019-02-18,100.0
2019-02-25,100.0
2019-03-04,100.0
2019-03-11,100.0
2019-03-18,100.0
2019-03-25,100.0
2019-04-01,100.0
2019-04-08,100.0
2019-04-15,100.0
2019-04-22,100.0
2019-04-29,100.0
2019-05-06,100.0
2019-05-13,100.0
2019-05-20,100.0
2019-05-27,100.0
2019-06-03,100.0
2019-06-10,100.0
2019-06-17,100.0
2019-06-24,100.0
2019-07-01,100.0
2019-07-08,100.0
2019-07-15,100.0
2019-07-22,100.0
2019-07-29,100.0
2019-08-05,100.0
2019-08-12,100.0
2019-08-19,100.0
2019-08-26,100.0
2019-09-02,100.0
2019-09-09,100.0
2019-09-16,100.0
2019-09-23,100.0
2019-09-30,100.0
2019-10-07,100.0
2019-10-14,100.0
2019-10-21,100.0
2019-10-28,100.0
2019-11-04,100.0
2019-11-11,100.0
2019-11-18,100.0
2019-11-25,100.0
2019-12-02,100.0
2019-12-09,100.0
2019-12-16,100.0
2019-12-23,100.0
2019-12-30,100.0
2020-01-06,100.0
2020-01-13,100.0
2020-01-20,100.0
2020-01-27,100.0
2020-02-03,100.0
2020-02-10,100.0
2020-02-17,100.0
2020-02-24,100.0
2020-03-02,100.0
2020-03-09,100.0
2020-03-16,100.0
2020-03-23,100.0
2020-03-30,100.0
2020-04-06,100.0
2020-04-13,100.0
2020-04-20,100.0
2020-04-27,100.0
2020-05-04,100.0
2020-05-11,100.0
2020-05-18,100.0
2020-05-25,100.0
2020-06-01,100.0
2020-06-08,100.0
2020-06-15,100.0
2020-06-22,100.0
2020-06-29,100.0
2020-07-06,100.0
2020-07-13,100.0
2020-07-20,100.0
2020-07-27,100.0
2020-08-03,100.0
2020-08-10,100.0
2020-08-17,100.0
2020-08-24,100.0
2020-08-31,100.0
2020-09-07,100.0
2020-09-14,100.0
2020-09-21,100.0
2020-09-28,100.0
2020-10-05,100.0
2020-10-12,100.0
2020-10-19,100.0
2020-10-26,100.0
2020-11-02,100.0
2020-11-09,100.0
2020-11-16,100.0
2020-11-23,100.0
2020-11-30,100.0
2020-12-07,100.0
2020-12-14,100.0
2020-12-21,100.0
2020-12-28,100.0
2021-01-04,100.0
2021-01-11,100.0
2021-01-18,100.0
2021-01-25,100.0
2021-02-01,100.0
2021-02-08,100.0
2021-02-15,100.0
2021-02-22,100.0
2021-03-01,100.0
2021-03-08,100.0
2021-03-15,100.0
2021-03-22,100.0
2021-03-29,100.0
2021-04-05,100.0
2021-04-12,100.0
2021-04-19,100.0
2021-04-26,100.0
2021-05-03,100.0
2021-05-10,100.0
2021-05-17,100.0
2021-05-24,100.0
2021-05-31,100.0
2021-06-07,100.0
2021-06-14,100.0
2021-06-21,100.0
2021-06-28,100.0
2021-07-05,100.0
2021-07-12,100.0
2021-07-19,100.0
2021-07-26,100.0
2021-08-02,100.0
2021-08-09,100.0
2021-08-16,100.0
2021-08-23,100.0
2021-08-30,100.0
2021-09-06,100.0
2021-09-13,100.0
2021-09-20,100.0
2021-09-27,100.0
2021-10-04,100.0
2021-10-11,100.0
2021-10-18,100.0
2021-10-25,100.0
2021-11-01,100.0
2021-11-08,100.0
2021-11-15,100.0
2021-11-22,100.0
2021-11-29,100.0
2021-12-06,100.0
2021-12-13,100.0
2021-12-20,100.0
2021-12-27,100.0
2022-01-03,100.0
2022-01-10,100.0
2022-01-17,100.0
2022-01-24,100.0
2022-01-31,100.0
2022-02-07,100.0
2022-02-14,100.0
2022-02-21,100.0
2022-02-28,100.0
2022-03-07,100.0
2022-03-14,100.0
2022-03-21,100.0
2022-03-28,100.0
2022-04-04,100.0
2022-04-11,100.0
2022-04-18,100.0
2022-04-25,100.0
2022-05-02,100.0
2022-05-09,100.0
2022-05-16,100.0
2022-05-23,100.0
2022-05-30,100.0
2022-06-06,100.0
2022-06-13,100.0
2022-06-20,100.0
2022-06-27,100.0
2022-07-04,100.0
2022-07-11,100.0
2022-07-18,100.0
2022-07-25,100.0
2022-08-01,100.0
2022-08-08,100.0
2022-08-15,100.0
2022-08-22,100.0
2022-08-29,100.0
2022-09-05,100.0
2022-09-12,100.0
2022-09-19,100.0
2022-09-26,100.0
2022-10-03,100.0
2022-10-10,100.0
2022-10-17,100.0
2022-10-24,100.0
2022-10-31,100.0
2022-11-07,100.0
2022-11-14,100.0
2022-11-21,100.0
2022-11-28,100.0
2022-12-05,100.0
2022-12-12,100.0
2022-12-19,100.0
2022-12-26,100.0
2023-01-02,100.0
2023-01-09,100.0
2023-01-16,100.0
2023-01-23,100.0
2023-01-30,100.0
2023-02-06,100.0
2023-02-13,100.0
2023-02-20,100.0
2023-02-27,100.0
2023-03-06,100.0
2023-03-13,100.0
2023-03-20,100.0
2023-03-27,100.0
2023-04-03,100.0
2023-04-10,100.0
2023-04-17,100.0
2023-04-24,100.0
2023-05-01,100.0
2023-05-08,100.0
2023-05-15,100.0
2023-05-22,100.0
2023-05-29,100.0
2023-06-05,100.0
2023-06-12,100.0
2023-06-19,100.0
2023-06-26,100.0
2023-07-03,100.0
2023-07-10,100.0
2023-07-17,100.0
2023-07-24,100.0
2023-07-31,100.0
2023-08-07,100.0
2023-08-14,100.0
2023-08-21,100.0
2023-08-28,100.0
2023-09-04,100.0
2023-09-11,100.0
2023-09-18,100.0
2023-09-25,100.0
2023-10-02,100.0
2023-10-09,100.0
2023-10-16,100.0
2023-10-23,100.0
2023-10-30,100.0
2023-11-06,100.0
2023-11-13,100.0
2023-11-20,100.0
2023-11-27,100.0
2023-12-04,100.0
2023-12-11,100.0
2023-12-18,100.0
2023-12-25,100.0
2024-01-01,100.0
2024-01-08,100.0
2024-01-15,100.0
2024-01-22,100.0
2024-01-29,100.0
2024-02-05,100.0
2024-02-12,100.0
2024-02-19,100.0
2024-02-26,100.0
2024-03-04,100.0
2024-03-11,100.0
2024-03-18,100.0
2024-03-25,100.0
2024-04-01,100.0
2024-04-08,100.0
2024-04-15,100.0
2024-04-22,100.0
2024-04-29,100.0
2024-05-06,100.0
2024-05-13,100.0
2024-05-20,100.0
2024-05-27,100.0
2024-06-03,100.0
2024-06-10,100.0
2024-06-17,100.0
2024-06-24,100.0
2024-07-01,100.0
2024-07-08,100.0
2024-07-15,100.0
2024-07-22,100.0
2024-07-29,100.0
2024-08-05,100.0
2024-08-12,100.0
2024-08-19,100.0
2024-08-26,100.0
2024-09-02,100.0
2024-09-09,100.0
2024-09-16,100.0
2024-09-23,100.0
2024-09-30,100.0
2024-10-07,100.0
2024-10-14,100.0
2024-10-21,100.0
2024-10-28,100.0
2024-11-04,100.0
2024-11-11,100.0
2024-11-18,100.0
2024-11-25,100.0
2024-12-02,100.0
2024-12-09,100.0
2024-12-16,100.0
2024-12-23,100.0
2024-12-30,100.0
2025-01-06,100.0
2025-01-13,100.0
2025-01-20,100.0
2025-01-27,100.0
2025-02-03,100.0
2025-02-10,100.0
2025-02-17,100.0
2025-02-24,100.0
2025-03-03,100.0
2025-03-10,100.0
2025-03-17,100.0
2025-03-24,100.0
2025-03-31,100.0
2025-04-07,100.0
2025-04-14,100.0
2025-04-21,100.0
2025-04-28,100.0
2025-05-05,100.0
2025-05-12,100.0
2025-05-19,100.0
2025-05-26,100.0
2025-06-02,100.0
2025-06-09,100.0
2025-06-16,100.0
2025-06-23,100.0
2025-06-30,100.0
2025-07-07,100.0
2025-07-14,100.0
2025-07-21,100.0
2025-07-28,100.0
2025-08-04,100.0
2025-08-11,100.0
2025-08-18,100.0
2025-08-25,100.0
2025-09-01,100.0
2025-09-08,100.0
2025-09-15,100.0
2025-09-22,100.0
2025-09-29,100.0
2025-10-06,100.0
2025-10-13,100.0
2025-10-20,100.0
2025-10-27,100.0
2025-11-03,100.0
2025-11-10,100.0
2025-11-17,100.0
2025-11-24,100.0
2025-12-01,100.0
2025-12-08,100.0
2025-12-15,100.0
2025-12-22,100.0
2025-12-29,100.0
2026-01-05,100.0
2026-01-12,100.0
2026-01-19,100.0
2026-01-26,100.0
2026-02-02,100.0
2026-02-09,100.0
2026-02-16,100.0
2026-02-23,100.0
2026-03-02,100.0
2026-03-09,100.0
2026-03-16,100.0
2026-03-23,100.0
2026-03-30,100.0
2026-04-06,100.0
2026-04-13,100.0
2026-04-20,100.0
2026-04-27,100.0
2026-05-04,100.0
2026-05-11,100.0
2026-05-18,100.0
