date,raw_material_id,destination_profile,scenario_name,current_inventory_tons,expected_requirement_tons,lead_time_days,safety_coverage_days,expected_yield_rate,expected_waste_rate,synthetic_procurement_need,synthetic_procurement_need_pred,purchase_trigger_proba,purchase_trigger_flag,quantity_optimizer_recommendation_tons,baseline_order_quantity_tons,order_quantity_tons,replenishment_gap_tons,unit_purchase_cost,shelf_life_days,safety_stock_tons,baseline_inventory_after_order_tons,policy_inventory_after_order_tons,baseline_end_inventory_tons,policy_end_inventory_tons,baseline_excess_tons,excess_tons,baseline_stockout_tons,stockout_tons,trigger_rule_respected
2023-04-24,rm_fresh_preparation,fresh_preparation,test_split,1929.4953377364595,2005.291874214124,2,6.0,0.85,0.027,367.1579572968938,346.62173760481096,0.9983773408432776,1,2135.933016659546,2225.3264972541733,2135.933016659546,1794.6181429469138,1000.0,7.0,1718.8216064692492,4154.821834990633,4065.4283543960055,2149.529960776509,2060.136480181882,430.7083543072599,341.31487371263256,0.0,0.0,True
2023-05-01,rm_fresh_preparation,fresh_preparation,test_split,2341.6554039037014,1989.9043300742728,3,6.0,0.85,0.027,315.31944380163515,348.34515532859416,0.9213007466452032,1,1625.169989014672,1678.812699273307,1625.169989014672,1353.8812090913766,1000.0,7.0,1705.6322829208054,4020.4681031770087,3966.8253929183734,2030.563773102736,1976.9210628441006,324.9314901819305,271.2887799232951,0.0,0.0,True
2023-05-08,rm_fresh_preparation,fresh_preparation,test_split,2264.443224271171,2006.7052889572285,2,6.0,0.85,0.027,381.9113836213719,386.9664591770538,0.8979220693216906,1,1759.4397652628586,1813.2460101881084,1759.4397652628586,1462.295169506539,1000.0,7.0,1720.0331048204814,4077.6892344592793,4023.8829895340295,2070.983945502051,2017.177700576801,350.9508406815696,297.14459575631963,0.0,0.0,True
2023-05-15,rm_fresh_preparation,fresh_preparation,test_split,2060.5807713784407,2005.4764007133888,3,6.0,0.85,0.027,510.8942895769079,443.3160808267952,0.9982062514781864,1,1977.280535325655,2063.2054977049947,1977.280535325655,1663.8754013749958,1000.0,7.0,1718.9797720400475,4123.786269083435,4037.8613067040956,2118.3098683700464,2032.3849059907068,399.3300963299989,313.4051339506593,0.0,0.0,True
2023-05-22,rm_fresh_preparation,fresh_preparation,test_split,2100.9801308940187,2015.8559689584847,4,6.0,0.85,0.027,484.0164012036128,427.2030033587911,0.9994795060799204,1,1943.5828415569667,2037.0129547786703,1943.5828415569667,1642.7523828860244,1000.0,7.0,1727.8765448215584,4137.993085672689,4044.5629724509854,2122.1371167142042,2028.7070034925007,394.2605718926459,300.83045867094233,0.0,0.0,True
2023-05-29,rm_fresh_preparation,fresh_preparation,test_split,1923.5270488291108,1984.850668851057,3,6.0,0.85,0.027,523.3610416658244,440.9242862375331,0.9995486495626196,1,2088.17004471682,2185.6539997203367,2088.17004471682,1762.624193322852,1000.0,7.0,1701.300573300906,4109.181048549448,4011.697093545931,2124.330379698391,2026.8464246948738,423.0298063974849,325.5458513939677,0.0,0.0,True
2023-06-05,rm_fresh_preparation,fresh_preparation,test_split,2222.031170337835,1990.9715134666908,3,6.0,0.85,0.027,423.2444013166955,407.144751737707,0.982088893848152,1,1763.019043007032,1829.604319792949,1763.019043007032,1475.487354671733,1000.0,7.0,1706.5470115428777,4051.635490130784,3985.050213344867,2060.6639766640933,1994.0786998781764,354.11696512121557,287.53168833529867,0.0,0.0,True
2023-06-12,rm_fresh_preparation,fresh_preparation,test_split,2004.3002822838928,1989.9672099621253,3,6.0,0.85,0.027,484.4745925749067,442.66928526489926,0.9988457983861202,1,2007.6427687869093,2097.2778534807526,2007.6427687869093,1691.3531076457682,1000.0,7.0,1705.6861799675357,4101.578135764646,4011.943051070802,2111.6109258025203,2021.9758411086768,405.9247458349846,316.2896611411411,0.0,0.0,True
2023-06-19,rm_fresh_preparation,fresh_preparation,test_split,2028.3145315034908,1993.481617309908,3,6.0,0.85,0.027,480.7742319001112,437.7517785556992,0.9985276419750964,1,1987.9996140169276,2075.5933625122025,1987.9996140169276,1673.8656149291955,1000.0,7.0,1708.6985291227782,4103.907894015693,4016.3141455204186,2110.4262767057853,2022.8325282105106,401.72774758300716,314.1339990877325,0.0,0.0,True
2023-06-26,rm_fresh_preparation,fresh_preparation,test_split,2175.1768213127566,1992.0156414161088,3,6.0,0.85,0.027,425.7282648885066,415.1037952229617,0.990246936710474,1,1818.3649259467716,1890.1081900904207,1818.3649259467716,1524.2807984600172,1000.0,7.0,1707.4419783566648,4065.285011403177,3993.541747259528,2073.2693699870683,2001.5261058434194,365.82739163040355,294.0841274867546,0.0,0.0,True
2023-07-03,rm_fresh_preparation,fresh_preparation,test_split,2055.9771733612192,1998.371271338796,2,6.0,0.85,0.027,480.4893566203543,428.7978565736285,0.99081274596929,1,1977.813874949674,2052.5518613151444,1977.813874949674,1655.2837591251164,1000.0,7.0,1712.8896611475395,4108.529034676363,4033.7910483108935,2110.1577633375673,2035.4197769720975,397.2681021900278,322.5301158245579,0.0,0.0,True
2023-07-10,rm_fresh_preparation,fresh_preparation,test_split,2045.0164727006347,1995.526739541164,3,6.0,0.85,0.027,504.45114425692566,439.36631436653977,0.9982373175241664,1,1973.5845134096,2059.592579766008,1973.5845134096,1660.9617578758127,1000.0,7.0,1710.4514910352834,4104.609052466642,4018.6009861102348,2109.0823129254786,2023.0742465690707,398.6308218901952,312.6227555337873,0.0,0.0,True
2023-07-17,rm_fresh_preparation,fresh_preparation,test_split,2095.9321474045228,2004.0528873011783,4,6.0,0.85,0.027,461.37025525847406,430.5441299977401,0.9993955833639088,1,1923.9632503344912,2016.0916434033911,1923.9632503344912,1625.88035758338,1000.0,7.0,1717.7596176867244,4112.023790807914,4019.895397739014,2107.9709035067362,2015.8425104378355,390.2112858200119,298.0828927511111,0.0,0.0,True
2023-07-24,rm_fresh_preparation,fresh_preparation,test_split,2200.1500168871567,1976.572758058529,3,6.0,0.85,0.027,381.99336773761263,412.5051971059252,0.982427458364818,1,1756.917029094698,1823.5786733318523,1756.917029094698,1470.6279623643973,1000.0,7.0,1694.2052211930247,4023.728690219009,3957.067045981855,2047.15593216048,1980.4942879233258,352.9507109674553,286.2890667303011,0.0,0.0,True
2023-07-31,rm_fresh_preparation,fresh_preparation,test_split,2362.148765672512,1991.5791134321632,2,6.0,0.85,0.027,325.26916839043014,377.6120509633371,0.6581917364825108,1,1616.3253254728131,1657.2577174984378,1616.3253254728131,1336.4981592729337,1000.0,7.0,1707.0678115132828,4019.40648317095,3978.4740911453255,2027.827369738787,1986.8949777131622,320.7595582255042,279.82716619987946,0.0,0.0,True
2023-08-07,rm_fresh_preparation,fresh_preparation,test_split,2220.7615969817803,2006.7462199538647,3,6.0,0.85,0.027,370.1623995804286,391.3514822812699,0.9864702918563863,1,1798.7815711464348,1867.5054862649208,1798.7815711464348,1506.0528115039683,1000.0,7.0,1720.068188531884,4088.267083246701,4019.5431681282153,2081.520863292836,2012.7969481743505,361.45267476095205,292.72875964246646,0.0,0.0,True
2023-08-14,rm_fresh_preparation,fresh_preparation,test_split,2233.8326439061666,1985.0662744637573,2,6.0,0.85,0.027,348.9233345143789,387.3638155313165,0.8973242905927229,1,1747.9048799980744,1801.3715707500346,1747.9048799980744,1452.719008669383,1000.0,7.0,1701.485378111792,4035.204214656201,3981.7375239042412,2050.137940192444,1996.671249440484,348.65256208065216,295.185871328692,0.0,0.0,True
2023-08-21,rm_fresh_preparation,fresh_preparation,test_split,2085.769487498977,2006.8345229893969,3,6.0,0.85,0.027,400.72166701039447,414.7808939215456,0.9975577983080456,1,1952.0130414390887,2035.099051299708,1952.0130414390887,1641.2089123384744,1000.0,7.0,1720.1438768480546,4120.868538798685,4037.7825289380658,2114.0340158092886,2030.9480059486689,393.890138961234,310.8041291006143,0.0,0.0,True
2023-08-28,rm_fresh_preparation,fresh_preparation,test_split,1974.14780791448,1982.48409251306,2,6.0,0.85,0.027,434.7662351278216,436.3179229889648,0.9956523778200984,1,2036.496940570584,2117.434371230406,2036.496940570584,1707.6083638954888,1000.0,7.0,1699.2720792969085,4091.582179144886,4010.644748485064,2109.098086631826,2028.1606559720042,409.82600733491745,328.8885766750957,0.0,0.0,True
2023-09-04,rm_fresh_preparation,fresh_preparation,test_split,2226.228800169605,2000.8051187911296,3,6.0,0.85,0.027,370.3315983780888,384.59394781816366,0.9839171007043362,1,1779.791816860184,1847.0446470629763,1779.791816860184,1489.552134728207,1000.0,7.0,1714.9758161066825,4073.2734472325815,4006.0206170297893,2072.468328441452,2005.2154982386596,357.49251233476934,290.23968213197713,0.0,0.0,True
2023-09-11,rm_fresh_preparation,fresh_preparation,test_split,2144.160360374287,2001.478355064052,2,6.0,0.85,0.027,441.8141434563278,399.4349591503326,0.9734847532984344,1,1884.838870080816,1950.3598793691008,1884.838870080816,1572.8708704589526,1000.0,7.0,1715.5528757691875,4094.5202397433877,4028.999230455103,2093.0418846793355,2027.5208753910508,377.48900891014796,311.9679996218633,0.0,0.0,True
2023-09-18,rm_fresh_preparation,fresh_preparation,test_split,1856.8141981461283,1986.5967256020351,2,6.0,0.85,0.027,666.2992451486606,435.4048256475506,0.9990918380301836,1,2178.3282867263115,2272.398853828059,2178.3282867263115,1832.57972082908,1000.0,7.0,1702.797193373173,4129.213051974188,4035.14248487244,2142.616326372153,2048.545759270405,439.81913299897974,345.7485658972321,0.0,0.0,True
2023-09-25,rm_fresh_preparation,fresh_preparation,test_split,2048.609699131973,1991.8610411875927,3,6.0,0.85,0.027,744.1196319647581,408.5927522734313,0.998014683028808,1,1961.8476167088545,2046.695399354068,1961.8476167088545,1650.5608059306996,1000.0,7.0,1707.3094638750795,4095.305098486041,4010.4573158408275,2103.4440572984486,2018.5962746532348,396.1345934233691,311.2868107781553,0.0,0.0,True
2023-10-02,rm_fresh_preparation,fresh_preparation,test_split,2091.331451070818,1996.3485969713315,3,6.0,0.85,0.027,894.13793791357,410.716470264327,0.9968471241563356,1,1923.054014257008,2004.0546268404523,1923.054014257008,1616.1730861616552,1000.0,7.0,1711.1559402611415,4095.38607791127,4014.385465327826,2099.0374809399386,2018.0368683564943,387.88154067879714,306.88092809535283,0.0,0.0,True
2023-10-09,rm_cured_embutido,cured_embutido,test_split,2822.0751195122325,1724.3054995998402,9,6.0,0.79,0.031,625.875307273301,522.4561491998556,0.9999050041970282,1,440.352482334221,471.45608802617824,440.352482334221,380.2065226017567,1000.0,28.0,1477.976142514149,3293.531207538411,3262.4276018464534,1569.2257079385706,1538.1221022466132,91.24956542442169,60.145959732464235,0.0,0.0,True
2023-10-16,rm_cured_embutido,cured_embutido,test_split,3382.432254317418,1871.43126801082,9,6.0,0.79,0.031,499.91855954453,450.0134356292969,0.9912600208602054,1,119.28048613682718,115.42286755131896,119.28048613682718,93.0829577026766,1000.0,28.0,1604.0839440092745,3497.855121868737,3501.7127404542452,1626.423853857917,1630.2814724434252,22.339909848642492,26.197528434150627,0.0,0.0,True
2023-10-23,rm_cured_embutido,cured_embutido,test_split,3126.084167901306,1815.8785738519948,9,6.0,0.79,0.031,512.6773689844357,455.9399739865097,0.9991003717852228,1,291.33105578269465,305.3645761586885,291.33105578269465,246.2617549666843,1000.0,28.0,1556.4673490159955,3431.4487440599946,3417.415223684001,1615.5701702079998,1601.536649832006,59.102821192004285,45.06930081601058,0.0,0.0,True
2023-10-30,rm_cured_embutido,cured_embutido,test_split,3405.134097848873,1893.741437308456,9,6.0,0.79,0.031,448.0024247235525,418.4676791051746,0.9921411048879848,1,140.96879042308396,138.64971429772783,140.96879042308396,111.81428572397408,1000.0,28.0,1623.2069462643908,3543.7838121466007,3546.102888271957,1650.0423748381447,1652.361450963501,26.835428573753916,29.154504699110248,0.0,0.0,True
2023-11-06,rm_cured_embutido,cured_embutido,test_split,3137.088244375548,1833.7401444782847,9,6.0,0.79,0.031,487.977066154785,433.2622633646818,0.9992422695402652,1,317.0323618580153,332.8521668300276,317.0323618580153,268.42916679840937,1000.0,28.0,1571.7772666956728,3469.940411205576,3454.120606233563,1636.2002667272911,1620.3804617552785,64.42300003161836,48.603195059605696,0.0,0.0,True
2023-11-13,rm_cured_embutido,cured_embutido,test_split,3224.8207200487377,1902.3737623238071,9,6.0,0.79,0.031,498.2461289852545,440.6617359784804,0.9993153024511992,1,363.7955529922125,382.1173140909612,363.7955529922125,308.1591242669042,1000.0,28.0,1630.6060819918348,3606.938034139699,3588.61627304095,1704.564271815892,1686.242510717143,73.95818982405717,55.63642872530818,0.0,0.0,True
2023-11-20,rm_cured_embutido,cured_embutido,test_split,3109.4366594781286,1933.8491585489207,9,6.0,0.79,0.031,538.2326622418173,475.6387738564279,0.999910125529857,1,561.8740940045581,597.6768902197779,561.8740940045581,481.9974921127241,1000.0,28.0,1657.584993041932,3707.1135496979064,3671.310753482687,1773.2643911489856,1737.461594933766,115.67939810705366,79.87660189183407,0.0,0.0,True
2023-11-27,rm_cured_embutido,cured_embutido,test_split,3176.995496196546,1880.7663426266915,9,6.0,0.79,0.031,503.77075064717263,471.15647480622897,0.9994535925300676,1,371.9601393238381,391.661790879464,371.9601393238381,315.85628296730965,1000.0,28.0,1612.085436537164,3568.65728707601,3548.955635520384,1687.8909444493186,1668.1892928936925,75.80550791215455,56.10385635652847,0.0,0.0,True
2023-12-04,rm_cured_embutido,cured_embutido,test_split,3274.228128597551,1936.114519722764,9,6.0,0.79,0.031,500.2167935595024,442.6034341786707,0.9992934195212666,1,379.7341275486736,398.5522716720303,379.7341275486736,321.4131223161535,1000.0,28.0,1659.5267311909406,3672.780400269581,3653.9622561462247,1736.665880546817,1717.8477364234607,77.1391493558765,58.321005232520065,0.0,0.0,True
2023-12-11,rm_cured_embutido,cured_embutido,test_split,2696.3671532955923,1714.33741544205,9,6.0,0.79,0.031,567.0541475869894,489.4062644479918,0.9999770188961936,1,561.4657911769659,604.3788923314438,561.4657911769659,487.4023325253579,1000.0,28.0,1469.4320703789,3300.746045627036,3257.832944472558,1586.408630184986,1543.4955290305081,116.97655980608579,74.06345865160802,0.0,0.0,True
2023-12-18,rm_cured_embutido,cured_embutido,test_split,3256.012398068706,1980.8206871054915,9,6.0,0.79,0.031,524.8281003099967,462.90750741600095,0.999746919693304,1,495.8404287935368,524.0916944148797,495.8404287935368,422.6545922700643,1000.0,28.0,1697.8463032332784,3780.1040924835856,3751.8528268622426,1799.2834053780941,1771.0321397567511,101.43710214481575,73.18583652347274,0.0,0.0,True
2023-12-25,rm_cured_embutido,cured_embutido,test_split,3187.2211245198964,1917.3507758554067,9,6.0,0.79,0.031,502.0409782646939,488.5139609410371,0.999674679585016,1,438.4078081803224,463.2307351366363,438.4078081803224,373.57317349728737,1000.0,28.0,1643.443522161777,3650.4518596565326,3625.6289327002187,1733.101083801126,1708.278156844812,89.65756163934884,64.83463468303489,0.0,0.0,True
2024-01-01,rm_cured_embutido,cured_embutido,test_split,3267.7111378999025,1841.281306440104,9,6.0,0.79,0.031,439.5872246993115,390.4351369096234,0.9963865389132353,1,186.23140376375412,188.245997549046,186.23140376375412,151.81128834600486,1000.0,28.0,1578.2411198058035,3455.9571354489485,3453.942541663657,1614.6758290088446,1612.661235223553,36.434709203041166,34.42011541774946,0.0,0.0,True
2024-01-08,rm_cured_embutido,cured_embutido,test_split,3043.7398741877923,1711.122355807188,9,6.0,0.79,0.031,431.7457485461874,395.9240685121687,0.9978956087653972,1,163.1963025597355,166.2328953802615,163.1963025597355,134.0587865969851,1000.0,28.0,1466.6763049775896,3209.972769568054,3206.936176747528,1498.850413760866,1495.81382094034,32.17410878327655,29.137515962750513,0.0,0.0,True
2024-01-15,rm_cured_embutido,cured_embutido,test_split,2942.040063121608,1741.4438549821064,9,6.0,0.79,0.031,477.5066859076514,434.8579156596424,0.9996638931323588,1,342.37052217424787,362.1667420594284,342.37052217424787,292.0699532737326,1000.0,28.0,1492.666161413234,3304.2068051810365,3284.410585295856,1562.7629501989302,1542.9667303137496,70.09678878569616,50.3005689005156,0.0,0.0,True
2024-01-22,rm_cured_embutido,cured_embutido,test_split,3211.665009392162,1804.8721284186893,9,6.0,0.79,0.031,439.725076664776,442.1979704290535,0.9966213307969964,1,172.31562592077003,173.89806122647218,172.31562592077003,140.2403719568324,1000.0,28.0,1547.033252930305,3385.5630706186344,3383.980635312932,1580.690942199945,1579.1085068942427,33.65768926964006,32.07525396393771,0.0,0.0,True
2024-01-29,rm_cured_embutido,cured_embutido,test_split,3121.0923745693867,1810.749939804996,9,6.0,0.79,0.031,469.6405407627285,378.3727875449824,0.999038924521962,1,287.23381759359904,299.7438883420373,287.23381759359904,241.7289422113204,1000.0,28.0,1552.071376975711,3420.836262911424,3408.3261921629855,1610.086323106428,1597.5762523579895,58.01494613071691,45.50487538227844,0.0,0.0,True
2024-02-05,rm_cured_embutido,cured_embutido,test_split,2755.4298831041865,1842.30913705359,9,6.0,0.79,0.031,586.3646024946202,428.221553900748,0.9999948131235534,1,768.9828828274805,825.8417005656471,768.9828828274805,666.001371423909,1000.0,28.0,1579.1221174745058,3581.2715836698335,3524.412765931667,1738.9624466162436,1682.103628878077,159.8403291417378,102.98151140357118,0.0,0.0,True
2024-02-12,rm_cured_embutido,cured_embutido,test_split,3232.052160793084,1901.1391519472147,9,6.0,0.79,0.031,483.8403227906477,394.2617851416352,0.9992053880565056,1,354.01238061700235,370.3071962435901,354.01238061700235,298.6348356803146,1000.0,28.0,1629.547844526184,3602.3593570366743,3586.0645414100863,1701.2202050894596,1684.9253894628716,71.67236056327556,55.37754493668763,0.0,0.0,True
2024-02-19,rm_cured_embutido,cured_embutido,test_split,3140.480094518818,1712.2810961826017,9,6.0,0.79,0.031,429.8186303728317,371.818008533564,0.992944178349548,1,56.57535646814321,48.943435720028646,56.57535646814321,39.47051267744246,1000.0,28.0,1467.6695110136586,3189.4235302388465,3197.055450986961,1477.1424340562448,1484.7743548043595,9.472923042586217,17.104843790700897,0.0,0.0,True
2024-02-26,rm_cured_embutido,cured_embutido,test_split,3030.344212884699,1896.9861828225755,9,6.0,0.79,0.031,539.0130120556333,421.62691012196274,0.9999346353758664,1,573.9184548693462,610.8613570372468,573.9184548693462,492.6301266429409,1000.0,28.0,1625.9881567050647,3641.205569921946,3604.262667754045,1744.2193870993704,1707.2764849314697,118.23123039430561,81.28832822640493,0.0,0.0,True
2024-03-04,rm_cured_embutido,cured_embutido,test_split,3236.779187428399,1846.8153791344675,9,6.0,0.79,0.031,451.2131927952225,357.8082045686682,0.997783817265968,1,233.0724247731042,239.345794967016,233.0724247731042,193.02080239275483,1000.0,28.0,1582.9846106866864,3476.124982395415,3469.851612201503,1629.3096032609474,1623.0362330670355,46.32499257426093,40.051622380349045,0.0,0.0,True
2024-03-11,rm_cured_embutido,cured_embutido,test_split,3441.3927255019103,1831.6507494939567,9,6.0,0.79,0.031,389.153936049494,340.28075299941383,0.9619706759348944,1,11.681045298411789,0.0,11.681045298411789,0.0,1000.0,28.0,1569.9863567091056,3441.3927255019103,3453.073770800322,1609.7419760079536,1621.4230213063654,39.75561929884793,51.43666459725978,0.0,0.0,True
2024-03-18,rm_cured_embutido,cured_embutido,test_split,2961.1539742809628,1764.9315178663749,9,6.0,0.79,0.031,481.7381894120014,396.185225768974,0.999716776362298,1,370.7803823360018,392.5542244638869,370.7803823360018,316.5759874708765,1000.0,28.0,1512.7984438854642,3353.7081987448496,3331.9343566169646,1588.7766808784747,1567.0028387505897,75.97823699301057,54.20439486512555,0.0,0.0,True
2024-03-25,rm_cured_embutido,cured_embutido,test_split,3286.5445193030805,1885.402929982396,9,6.0,0.79,0.031,445.434756884738,368.80719458136826,0.9978946434543372,1,258.78655754303406,266.4984005379266,258.78655754303406,214.9180649499408,1000.0,28.0,1616.059654270625,3553.042919841007,3545.3310768461147,1667.639989858611,1659.9281468637187,51.58033558798593,43.868492593093606,0.0,0.0,True
2024-04-01,rm_cured_embutido,cured_embutido,test_split,2775.083410856965,1704.5791966319398,9,6.0,0.79,0.031,508.129783942164,408.02594314042415,0.999922964440612,1,452.6569374454243,484.2989490669162,452.6569374454243,390.56366860235175,1000.0,28.0,1461.0678828273772,3259.3823599238813,3227.7403483023895,1554.8031632919415,1523.1611516704497,93.73528046456431,62.093268843072565,0.0,0.0,True
2024-04-08,rm_cured_embutido,cured_embutido,test_split,3568.9998027037727,1899.1451359482053,9,6.0,0.79,0.031,367.1659305243957,342.73483769870785,0.9429715199149036,1,12.706245561000683,0.0,12.706245561000683,0.0,1000.0,28.0,1627.8386879556044,3568.9998027037727,3581.7060482647735,1669.8546667555675,1682.5609123165682,42.01597879996302,54.722224360963764,0.0,0.0,True
2024-04-15,rm_cured_embutido,cured_embutido,test_split,3053.2152206720625,1762.168342308711,9,6.0,0.79,0.031,367.8826699687201,376.0023558308368,0.9990403676192584,1,260.77132397436293,272.03508036898853,260.77132397436293,219.38312932982944,1000.0,28.0,1510.430007693181,3325.250301041051,3313.9865446464255,1563.08195873234,1551.8182023377144,52.6519510391588,41.388194644533314,0.0,0.0,True
2024-04-22,rm_cured_embutido,cured_embutido,test_split,3236.3453163489394,1855.9302010038064,9,6.0,0.79,0.031,281.4924712256952,373.8241650000547,0.998129296405209,1,252.8756712454624,260.8739277532234,252.8756712454624,210.38219980098663,1000.0,28.0,1590.7973151461197,3497.219244102163,3489.220987594402,1641.2890430983566,1633.2907865905954,50.49172795223694,42.493471444475745,0.0,0.0,True
2024-04-29,rm_cured_embutido,cured_embutido,test_split,3422.5556221618003,1844.176126376776,9,6.0,0.79,0.031,149.75037149444876,342.9421687521793,0.9757735525000768,1,17.239197389274977,2.9051938327432616,17.239197389274977,2.342898252212308,1000.0,28.0,1580.7223940372367,3425.4608159945437,3439.7948195510753,1581.2846896177678,1595.6186931742993,0.5622955805310994,14.89629913706267,0.0,0.0,True
