date,supply_index,purchase_price_index,demand_index
2004-12-20,,100.0,109.66628901019672
2004-12-27,,100.0,109.66628901019672
2005-01-03,,100.0,107.09221684347855
2005-01-10,,100.0,107.09221684347855
2005-01-17,,100.0,107.09221684347855
2005-01-24,,100.0,107.09221684347855
2005-01-31,,100.0,107.09221684347855
2005-02-07,,100.0,107.04329316441788
2005-02-14,,100.0,107.04329316441788
2005-02-21,,100.0,107.04329316441788
2005-02-28,,100.0,107.04329316441788
2005-03-07,,100.0,106.96776187042948
2005-03-14,,100.0,106.96776187042948
2005-03-21,,100.0,106.96776187042948
2005-03-28,,100.0,106.96776187042948
2005-04-04,,100.0,109.71435437909842
2005-04-11,,100.0,109.71435437909842
2005-04-18,,100.0,109.71435437909842
2005-04-25,,100.0,109.71435437909842
2005-05-02,,100.0,109.83880935214746
2005-05-09,,100.0,109.83880935214746
2005-05-16,,100.0,109.83880935214746
2005-05-23,,100.0,109.83880935214746
2005-05-30,,100.0,109.83880935214746
2005-06-06,,100.0,110.04222885982078
2005-06-13,,100.0,110.04222885982078
2005-06-20,,100.0,110.04222885982078
2005-06-27,,100.0,110.04222885982078
2005-07-04,,100.0,109.4070793421911
2005-07-11,,100.0,109.4070793421911
2005-07-18,,100.0,109.4070793421911
2005-07-25,,100.0,109.4070793421911
2005-08-01,,100.0,109.27747450818828
2005-08-08,,100.0,109.27747450818828
2005-08-15,,100.0,109.27747450818828
2005-08-22,,100.0,109.27747450818828
2005-08-29,,100.0,109.27747450818828
2005-09-05,,100.0,111.36145157414083
2005-09-12,,100.0,111.36145157414083
2005-09-19,,100.0,111.36145157414083
2005-09-26,,100.0,111.36145157414083
2005-10-03,,100.0,111.56401277165516
2005-10-10,,100.0,111.56401277165516
2005-10-17,,100.0,111.56401277165516
2005-10-24,,100.0,111.56401277165516
2005-10-31,,100.0,111.56401277165516
2005-11-07,,100.0,110.24479005733512
2005-11-14,,100.0,110.24479005733512
2005-11-21,,100.0,110.24479005733512
2005-11-28,,100.0,110.24479005733512
2005-12-05,,100.0,112.63260891955915
2005-12-12,,100.0,112.63260891955915
2005-12-19,,100.0,112.63260891955915
2005-12-26,,100.0,112.63260891955915
2006-01-02,,100.0,110.14522607889587
2006-01-09,,100.0,110.14522607889587
2006-01-16,,100.0,110.14522607889587
2006-01-23,,100.0,110.14522607889587
2006-01-30,,100.0,110.14522607889587
2006-02-06,,100.0,110.45765097675697
2006-02-13,,100.0,110.45765097675697
2006-02-20,,100.0,110.45765097675697
2006-02-27,,100.0,110.45765097675697
2006-03-06,,100.0,113.31582380609058
2006-03-13,,100.0,113.31582380609058
2006-03-20,,100.0,113.31582380609058
2006-03-27,,100.0,113.31582380609058
2006-04-03,,100.0,114.29687231778074
2006-04-10,,100.0,114.29687231778074
2006-04-17,,100.0,114.29687231778074
2006-04-24,,100.0,114.29687231778074
2006-05-01,,100.0,114.7380437394857
2006-05-08,,100.0,114.7380437394857
2006-05-15,,100.0,114.7380437394857
2006-05-22,,100.0,114.7380437394857
2006-05-29,,100.0,114.7380437394857
2006-06-05,,100.0,113.91921584783876
2006-06-12,,100.0,113.91921584783876
2006-06-19,,100.0,113.91921584783876
2006-06-26,,100.0,113.91921584783876
2006-07-03,,100.0,114.86078209221684
2006-07-10,,100.0,114.86078209221684
2006-07-17,,100.0,114.86078209221684
2006-07-24,,100.0,114.86078209221684
2006-07-31,,100.0,114.86078209221684
2006-08-07,,100.0,115.76544099975968
2006-08-14,,100.0,115.76544099975968
2006-08-21,,100.0,115.76544099975968
2006-08-28,,100.0,115.76544099975968
2006-09-04,,100.0,116.28986850688364
2006-09-11,,100.0,116.28986850688364
2006-09-18,,100.0,116.28986850688364
2006-09-25,,100.0,116.28986850688364
2006-10-02,,100.0,117.90005836509081
2006-10-09,,100.0,117.90005836509081
2006-10-16,,100.0,117.90005836509081
2006-10-23,,100.0,117.90005836509081
2006-10-30,,100.0,117.90005836509081
2006-11-06,,100.0,119.13774161430976
2006-11-13,,100.0,119.13774161430976
2006-11-20,,100.0,119.13774161430976
2006-11-27,,100.0,119.13774161430976
2006-12-04,,100.0,120.07673292821094
2006-12-11,,100.0,120.07673292821094
2006-12-18,,100.0,120.07673292821094
2006-12-25,,100.0,120.07673292821094
2007-01-01,,100.0,115.22728053009234
2007-01-08,,100.0,115.22728053009234
2007-01-15,,100.0,115.22728053009234
2007-01-22,,100.0,115.22728053009234
2007-01-29,,100.0,115.22728053009234
2007-02-05,,100.0,117.73097126377587
2007-02-12,,100.0,117.73097126377587
2007-02-19,,100.0,117.73097126377587
2007-02-26,,100.0,117.73097126377587
2007-03-05,,100.0,116.76108078415214
2007-03-12,,100.0,116.76108078415214
2007-03-19,,100.0,116.76108078415214
2007-03-26,,100.0,116.76108078415214
2007-04-02,,100.0,118.42105263157896
2007-04-09,,100.0,118.42105263157896
2007-04-16,,100.0,118.42105263157896
2007-04-23,,100.0,118.42105263157896
2007-04-30,,100.0,118.42105263157896
2007-05-07,,100.0,119.69220997699728
2007-05-14,,100.0,119.69220997699728
2007-05-21,,100.0,119.69220997699728
2007-05-28,,100.0,119.69220997699728
2007-06-04,,100.0,118.73090259896316
2007-06-11,,100.0,118.73090259896316
2007-06-18,,100.0,118.73090259896316
2007-06-25,,100.0,118.73090259896316
2007-07-02,,100.0,117.33271535001887
2007-07-09,,100.0,117.33271535001887
2007-07-16,,100.0,117.33271535001887
2007-07-23,,100.0,117.33271535001887
2007-07-30,,100.0,117.33271535001887
2007-08-06,,100.0,118.5978645243245
2007-08-13,,100.0,118.5978645243245
2007-08-20,,100.0,118.5978645243245
2007-08-27,,100.0,118.5978645243245
2007-09-03,,100.0,118.33178837504718
2007-09-10,,100.0,118.33178837504718
2007-09-17,,100.0,118.33178837504718
2007-09-24,,100.0,118.33178837504718
2007-10-01,,100.0,122.0851787001751
2007-10-08,,100.0,122.0851787001751
2007-10-15,,100.0,122.0851787001751
2007-10-22,,100.0,122.0851787001751
2007-10-29,,100.0,122.0851787001751
2007-11-05,,100.0,122.12380265732826
2007-11-12,,100.0,122.12380265732826
2007-11-19,,100.0,122.12380265732826
2007-11-26,,100.0,122.12380265732826
2007-12-03,,100.0,123.28166306176401
2007-12-10,,100.0,123.28166306176401
2007-12-17,,100.0,123.28166306176401
2007-12-24,,100.0,123.28166306176401
2007-12-31,,100.0,123.28166306176401
2008-01-07,,100.0,120.24324509904898
2008-01-14,,100.0,120.24324509904898
2008-01-21,,100.0,120.24324509904898
2008-01-28,,100.0,120.24324509904898
2008-02-04,,100.0,122.72547807875856
2008-02-11,,100.0,122.72547807875856
2008-02-18,,100.0,122.72547807875856
2008-02-25,,100.0,122.72547807875856
2008-03-03,,100.0,120.12908984790744
2008-03-10,,100.0,120.12908984790744
2008-03-17,,100.0,120.12908984790744
2008-03-24,,100.0,120.12908984790744
2008-03-31,,100.0,120.12908984790744
2008-04-07,,100.0,125.31156658770215
2008-04-14,,100.0,125.31156658770215
2008-04-21,,100.0,125.31156658770215
2008-04-28,,100.0,125.31156658770215
2008-05-05,,100.0,125.49524496171935
2008-05-12,,100.0,125.49524496171935
2008-05-19,,100.0,125.49524496171935
2008-05-26,,100.0,125.49524496171935
2008-06-02,,100.0,126.8625330449411
2008-06-09,,100.0,126.8625330449411
2008-06-16,,100.0,126.8625330449411
2008-06-23,,100.0,126.8625330449411
2008-06-30,,100.0,126.8625330449411
2008-07-07,,100.0,128.15085659353866
2008-07-14,,100.0,128.15085659353866
2008-07-21,,100.0,128.15085659353866
2008-07-28,,100.0,128.15085659353866
2008-08-04,,100.0,130.39018779826282
2008-08-11,,100.0,130.39018779826282
2008-08-18,,100.0,130.39018779826282
2008-08-25,,100.0,130.39018779826282
2008-09-01,,100.0,131.00817111271328
2008-09-08,,100.0,131.00817111271328
2008-09-15,,100.0,131.00817111271328
2008-09-22,,100.0,131.00817111271328
2008-09-29,,100.0,131.00817111271328
2008-10-06,,100.0,129.31644178940502
2008-10-13,,100.0,129.31644178940502
2008-10-20,,100.0,129.31644178940502
2008-10-27,,100.0,129.31644178940502
2008-11-03,,100.0,131.79953307927354
2008-11-10,,100.0,131.79953307927354
2008-11-17,,100.0,131.79953307927354
2008-11-24,,100.0,131.79953307927354
2008-12-01,,100.0,130.10694544580628
2008-12-08,,100.0,130.10694544580628
2008-12-15,,100.0,130.10694544580628
2008-12-22,,100.0,130.10694544580628
2008-12-29,,100.0,130.10694544580628
2009-01-05,,100.0,123.44474199196624
2009-01-12,,100.0,123.44474199196624
2009-01-19,,100.0,123.44474199196624
2009-01-26,,100.0,123.44474199196624
2009-02-02,,100.0,122.18903422940916
2009-02-09,,100.0,122.18903422940916
2009-02-16,,100.0,122.18903422940916
2009-02-23,,100.0,122.18903422940916
2009-03-02,,100.0,120.44323136608644
2009-03-09,,100.0,120.44323136608644
2009-03-16,,100.0,120.44323136608644
2009-03-23,,100.0,120.44323136608644
2009-03-30,,100.0,120.44323136608644
2009-04-06,,100.0,121.36763140728533
2009-04-13,,100.0,121.36763140728533
2009-04-20,,100.0,121.36763140728533
2009-04-27,,100.0,121.36763140728533
2009-05-04,,100.0,118.5978645243245
2009-05-11,,100.0,118.5978645243245
2009-05-18,,100.0,118.5978645243245
2009-05-25,,100.0,118.5978645243245
2009-06-01,,100.0,119.57805472585574
2009-06-08,,100.0,119.57805472585574
2009-06-15,,100.0,119.57805472585574
2009-06-22,,100.0,119.57805472585574
2009-06-29,,100.0,119.57805472585574
2009-07-06,,100.0,118.05798743433928
2009-07-13,,100.0,118.05798743433928
2009-07-20,,100.0,118.05798743433928
2009-07-27,,100.0,118.05798743433928
2009-08-03,,100.0,118.51117519826964
2009-08-10,,100.0,118.51117519826964
2009-08-17,,100.0,118.51117519826964
2009-08-24,,100.0,118.51117519826964
2009-08-31,,100.0,118.51117519826964
2009-09-07,,100.0,118.44851855666565
2009-09-14,,100.0,118.44851855666565
2009-09-21,,100.0,118.44851855666565
2009-09-28,,100.0,118.44851855666565
2009-10-05,,100.0,115.03673567480344
2009-10-12,,100.0,115.03673567480344
2009-10-19,,100.0,115.03673567480344
2009-10-26,,100.0,115.03673567480344
2009-11-02,,100.0,115.73540014419612
2009-11-09,,100.0,115.73540014419612
2009-11-16,,100.0,115.73540014419612
2009-11-23,,100.0,115.73540014419612
2009-11-30,,100.0,115.73540014419612
2009-12-07,,100.0,112.93301747519486
2009-12-14,,100.0,112.93301747519486
2009-12-21,,100.0,112.93301747519486
2009-12-28,,100.0,112.93301747519486
2010-01-04,,100.0,114.70542795344522
2010-01-11,,100.0,114.70542795344522
2010-01-18,,100.0,114.70542795344522
2010-01-25,,100.0,114.70542795344522
2010-02-01,,100.0,115.67274350259214
2010-02-08,,100.0,115.67274350259214
2010-02-15,,100.0,115.67274350259214
2010-02-22,,100.0,115.67274350259214
2010-03-01,,100.0,114.98008720431217
2010-03-08,,100.0,114.98008720431217
2010-03-15,,100.0,114.98008720431217
2010-03-22,,100.0,114.98008720431217
2010-03-29,,100.0,114.98008720431217
2010-04-05,,100.0,115.96800219727402
2010-04-12,,100.0,115.96800219727402
2010-04-19,,100.0,115.96800219727402
2010-04-26,,100.0,115.96800219727402
2010-05-03,,100.0,113.96127304562778
2010-05-10,,100.0,113.96127304562778
2010-05-17,,100.0,113.96127304562778
2010-05-24,,100.0,113.96127304562778
2010-05-31,,100.0,113.96127304562778
2010-06-07,,100.0,115.80406495691282
2010-06-14,,100.0,115.80406495691282
2010-06-21,,100.0,115.80406495691282
2010-06-28,,100.0,115.80406495691282
2010-07-05,,100.0,117.55930923198407
2010-07-12,,100.0,117.55930923198407
2010-07-19,,100.0,117.55930923198407
2010-07-26,,100.0,117.55930923198407
2010-08-02,,100.0,114.7586431833007
2010-08-09,,100.0,114.7586431833007
2010-08-16,,100.0,114.7586431833007
2010-08-23,,100.0,114.7586431833007
2010-08-30,,100.0,114.7586431833007
2010-09-06,,100.0,113.32440690768016
2010-09-13,,100.0,113.32440690768016
2010-09-20,,100.0,113.32440690768016
2010-09-27,,100.0,113.32440690768016
2010-10-04,,100.0,115.33800254059807
2010-10-11,,100.0,115.33800254059807
2010-10-18,,100.0,115.33800254059807
2010-10-25,,100.0,115.33800254059807
2010-11-01,,100.0,116.05297490301096
2010-11-08,,100.0,116.05297490301096
2010-11-15,,100.0,116.05297490301096
2010-11-22,,100.0,116.05297490301096
2010-11-29,,100.0,116.05297490301096
2010-12-06,,100.0,117.42026298623271
2010-12-13,,100.0,117.42026298623271
2010-12-20,,100.0,117.42026298623271
2010-12-27,,100.0,117.42026298623271
2011-01-03,,100.0,117.17821952140626
2011-01-10,,100.0,117.17821952140626
2011-01-17,,100.0,117.17821952140626
2011-01-24,,100.0,117.17821952140626
2011-01-31,,100.0,117.17821952140626
2011-02-07,,100.0,115.20324784564151
2011-02-14,,100.0,115.20324784564151
2011-02-21,,100.0,115.20324784564151
2011-02-28,,100.0,115.20324784564151
2011-03-07,,100.0,116.9550588800769
2011-03-14,,100.0,116.9550588800769
2011-03-21,,100.0,116.9550588800769
2011-03-28,,100.0,116.9550588800769
2011-04-04,,100.0,120.12222336663577
2011-04-11,,100.0,120.12222336663577
2011-04-18,,100.0,120.12222336663577
2011-04-25,,100.0,120.12222336663577
2011-05-02,,100.0,121.58478387750198
2011-05-09,,100.0,121.58478387750198
2011-05-16,,100.0,121.58478387750198
2011-05-23,,100.0,121.58478387750198
2011-05-30,,100.0,121.58478387750198
2011-06-06,,100.0,120.850928691592
2011-06-13,,100.0,120.850928691592
2011-06-20,,100.0,120.850928691592
2011-06-27,,100.0,120.850928691592
2011-07-04,,100.0,122.99670408898962
2011-07-11,,100.0,122.99670408898962
2011-07-18,,100.0,122.99670408898962
2011-07-25,,100.0,122.99670408898962
2011-08-01,,100.0,123.46104988498642
2011-08-08,,100.0,123.46104988498642
2011-08-15,,100.0,123.46104988498642
2011-08-22,,100.0,123.46104988498642
2011-08-29,,100.0,123.46104988498642
2011-09-05,,100.0,123.90136299653246
2011-09-12,,100.0,123.90136299653246
2011-09-19,,100.0,123.90136299653246
2011-09-26,,100.0,123.90136299653246
2011-10-03,,100.0,124.4661310811275
2011-10-10,,100.0,124.4661310811275
2011-10-17,,100.0,124.4661310811275
2011-10-24,,100.0,124.4661310811275
2011-10-31,,100.0,124.4661310811275
2011-11-07,,100.0,124.39145809729804
2011-11-14,,100.0,124.39145809729804
2011-11-21,,100.0,124.39145809729804
2011-11-28,,100.0,124.39145809729804
2011-12-05,,100.0,124.85837882377176
2011-12-12,,100.0,124.85837882377176
2011-12-19,,100.0,124.85837882377176
2011-12-26,,100.0,124.85837882377176
2012-01-02,,100.0,124.12366532770282
2012-01-09,,100.0,124.12366532770282
2012-01-16,,100.0,124.12366532770282
2012-01-23,,100.0,124.12366532770282
2012-01-30,,100.0,124.12366532770282
2012-02-06,,100.0,124.10649912452362
2012-02-13,,100.0,124.10649912452362
2012-02-20,,100.0,124.10649912452362
2012-02-27,,100.0,124.10649912452362
2012-03-05,,100.0,127.12860919421844
2012-03-12,,100.0,127.12860919421844
2012-03-19,,100.0,127.12860919421844
2012-03-26,,100.0,127.12860919421844
2012-04-02,,100.0,126.43080303498473
2012-04-09,,100.0,126.43080303498473
2012-04-16,,100.0,126.43080303498473
2012-04-23,,100.0,126.43080303498473
2012-04-30,,100.0,126.43080303498473
2012-05-07,,100.0,126.18360970920452
2012-05-14,,100.0,126.18360970920452
2012-05-21,,100.0,126.18360970920452
2012-05-28,,100.0,126.18360970920452
2012-06-04,,100.0,126.32780581590966
2012-06-11,,100.0,126.32780581590966
2012-06-18,,100.0,126.32780581590966
2012-06-25,,100.0,126.32780581590966
2012-07-02,,100.0,128.10450784495487
2012-07-09,,100.0,128.10450784495487
2012-07-16,,100.0,128.10450784495487
2012-07-23,,100.0,128.10450784495487
2012-07-30,,100.0,128.10450784495487
2012-08-06,,100.0,131.6793696570193
2012-08-13,,100.0,131.6793696570193
2012-08-20,,100.0,131.6793696570193
2012-08-27,,100.0,131.6793696570193
2012-09-03,,100.0,135.43705153294198
2012-09-10,,100.0,135.43705153294198
2012-09-17,,100.0,135.43705153294198
2012-09-24,,100.0,135.43705153294198
2012-10-01,,100.0,136.13056614138085
2012-10-08,,100.0,136.13056614138085
2012-10-15,,100.0,136.13056614138085
2012-10-22,,100.0,136.13056614138085
2012-10-29,,100.0,136.13056614138085
2012-11-05,,100.0,136.49534795893842
2012-11-12,,100.0,136.49534795893842
2012-11-19,,100.0,136.49534795893842
2012-11-26,,100.0,136.49534795893842
2012-12-03,,100.0,137.27641020359115
2012-12-10,,100.0,137.27641020359115
2012-12-17,,100.0,137.27641020359115
2012-12-24,,100.0,137.27641020359115
2012-12-31,,100.0,137.27641020359115
2013-01-07,,100.0,131.12833453496756
2013-01-14,,100.0,131.12833453496756
2013-01-21,,100.0,131.12833453496756
2013-01-28,,100.0,131.12833453496756
2013-02-04,,100.0,132.04415147457684
2013-02-11,,100.0,132.04415147457684
2013-02-18,,100.0,132.04415147457684
2013-02-25,,100.0,132.04415147457684
2013-03-04,,100.0,130.15157757407218
2013-03-11,,100.0,130.15157757407218
2013-03-18,,100.0,130.15157757407218
2013-03-25,,100.0,130.15157757407218
2013-04-01,,100.0,129.22546091255538
2013-04-08,,100.0,129.22546091255538
2013-04-15,,100.0,129.22546091255538
2013-04-22,,100.0,129.22546091255538
2013-04-29,,100.0,129.22546091255538
2013-05-06,,100.0,128.95766814296016
2013-05-13,,100.0,128.95766814296016
2013-05-20,,100.0,128.95766814296016
2013-05-27,,100.0,128.95766814296016
2013-06-03,,100.0,129.5936759707488
2013-06-10,,100.0,129.5936759707488
2013-06-17,,100.0,129.5936759707488
2013-06-24,,100.0,129.5936759707488
2013-07-01,,100.0,128.876986988018
2013-07-08,,100.0,128.876986988018
2013-07-15,,100.0,128.876986988018
2013-07-22,,100.0,128.876986988018
2013-07-29,,100.0,128.876986988018
2013-08-05,,100.0,128.5353795447523
2013-08-12,,100.0,128.5353795447523
2013-08-19,,100.0,128.5353795447523
2013-08-26,,100.0,128.5353795447523
2013-09-02,,100.0,129.2349023243039
2013-09-09,,100.0,129.2349023243039
2013-09-16,,100.0,129.2349023243039
2013-09-23,,100.0,129.2349023243039
2013-09-30,,100.0,129.2349023243039
2013-10-07,,100.0,128.56542040031584
2013-10-14,,100.0,128.56542040031584
2013-10-21,,100.0,128.56542040031584
2013-10-28,,100.0,128.56542040031584
2013-11-04,,100.0,130.59274899577713
2013-11-11,,100.0,130.59274899577713
2013-11-18,,100.0,130.59274899577713
2013-11-25,,100.0,130.59274899577713
2013-12-02,,100.0,130.5343839049679
2013-12-09,,100.0,130.5343839049679
2013-12-16,,100.0,130.5343839049679
2013-12-23,,100.0,130.5343839049679
2013-12-30,,100.0,130.5343839049679
2014-01-06,,100.0,127.43245099048993
2014-01-13,,100.0,127.43245099048993
2014-01-20,,100.0,127.43245099048993
2014-01-27,,100.0,127.43245099048993
2014-02-03,,100.0,127.0341950767329
2014-02-10,,100.0,127.0341950767329
2014-02-17,,100.0,127.0341950767329
2014-02-24,,100.0,127.0341950767329
2014-03-03,,100.0,127.51828200638585
2014-03-10,,100.0,127.51828200638585
2014-03-17,,100.0,127.51828200638585
2014-03-24,,100.0,127.51828200638585
2014-03-31,,100.0,127.51828200638585
2014-04-07,,100.0,127.03848662752773
2014-04-14,,100.0,127.03848662752773
2014-04-21,,100.0,127.03848662752773
2014-04-28,,100.0,127.03848662752773
2014-05-05,,100.0,126.37672949497028
2014-05-12,,100.0,126.37672949497028
2014-05-19,,100.0,126.37672949497028
2014-05-26,,100.0,126.37672949497028
2014-06-02,,100.0,126.2222336663577
2014-06-09,,100.0,126.2222336663577
2014-06-16,,100.0,126.2222336663577
2014-06-23,,100.0,126.2222336663577
2014-06-30,,100.0,126.2222336663577
2014-07-07,,100.0,126.45140247879976
2014-07-14,,100.0,126.45140247879976
2014-07-21,,100.0,126.45140247879976
2014-07-28,,100.0,126.45140247879976
2014-08-04,,100.0,126.50976756960894
2014-08-11,,100.0,126.50976756960894
2014-08-18,,100.0,126.50976756960894
2014-08-25,,100.0,126.50976756960894
2014-09-01,,100.0,125.84629381673362
2014-09-08,,100.0,125.84629381673362
2014-09-15,,100.0,125.84629381673362
2014-09-22,,100.0,125.84629381673362
2014-09-29,,100.0,125.84629381673362
2014-10-06,,100.0,125.89006763484052
2014-10-13,,100.0,125.89006763484052
2014-10-20,,100.0,125.89006763484052
2014-10-27,,100.0,125.89006763484052
2014-11-03,,100.0,125.55275174236962
2014-11-10,,100.0,125.55275174236962
2014-11-17,,100.0,125.55275174236962
2014-11-24,,100.0,125.55275174236962
2014-12-01,,100.0,125.52356919696504
2014-12-08,,100.0,125.52356919696504
2014-12-15,,100.0,125.52356919696504
2014-12-22,,100.0,125.52356919696504
2014-12-29,,100.0,125.52356919696504
2015-01-05,,100.0,126.36299653242698
2015-01-12,,100.0,126.36299653242698
2015-01-19,,100.0,126.36299653242698
2015-01-26,,100.0,126.36299653242698
2015-02-02,,100.0,124.09619940261614
2015-02-09,,100.0,124.09619940261614
2015-02-16,,100.0,124.09619940261614
2015-02-23,,100.0,124.09619940261614
2015-03-02,,100.0,125.3604902667628
2015-03-09,,100.0,125.3604902667628
2015-03-16,,100.0,125.3604902667628
2015-03-23,,100.0,125.3604902667628
2015-03-30,,100.0,125.3604902667628
2015-04-06,,100.0,125.58193428777422
2015-04-13,,100.0,125.58193428777422
2015-04-20,,100.0,125.58193428777422
2015-04-27,,100.0,125.58193428777422
2015-05-04,,100.0,125.77591238369897
2015-05-11,,100.0,125.77591238369897
2015-05-18,,100.0,125.77591238369897
2015-05-25,,100.0,125.77591238369897
2015-06-01,,100.0,128.40062484979572
2015-06-08,,100.0,128.40062484979572
2015-06-15,,100.0,128.40062484979572
2015-06-22,,100.0,128.40062484979572
2015-06-29,,100.0,128.40062484979572
2015-07-06,,100.0,128.80574724482435
2015-07-13,,100.0,128.80574724482435
2015-07-20,,100.0,128.80574724482435
2015-07-27,,100.0,128.80574724482435
2015-08-03,,100.0,129.337899543379
2015-08-10,,100.0,129.337899543379
2015-08-17,,100.0,129.337899543379
2015-08-24,,100.0,129.337899543379
2015-08-31,,100.0,129.337899543379
2015-09-07,,100.0,129.16967075222303
2015-09-14,,100.0,129.16967075222303
2015-09-21,,100.0,129.16967075222303
2015-09-28,,100.0,129.16967075222303
2015-10-05,,100.0,128.22467126720912
2015-10-12,,100.0,128.22467126720912
2015-10-19,,100.0,128.22467126720912
2015-10-26,,100.0,128.22467126720912
2015-11-02,,100.0,128.74566553369726
2015-11-09,,100.0,128.74566553369726
2015-11-16,,100.0,128.74566553369726
2015-11-23,,100.0,128.74566553369726
2015-11-30,,100.0,128.74566553369726
2015-12-07,,100.0,129.23146908366806
2015-12-14,,100.0,129.23146908366806
2015-12-21,,100.0,129.23146908366806
2015-12-28,,100.0,129.23146908366806
2016-01-04,,100.0,128.53194630411647
2016-01-11,,100.0,128.53194630411647
2016-01-18,,100.0,128.53194630411647
2016-01-25,,100.0,128.53194630411647
2016-02-01,,100.0,127.42386788890036
2016-02-08,,100.0,127.42386788890036
2016-02-15,,100.0,127.42386788890036
2016-02-22,,100.0,127.42386788890036
2016-02-29,,100.0,127.42386788890036
2016-03-07,,100.0,127.29597967521545
2016-03-14,,100.0,127.29597967521545
2016-03-21,,100.0,127.29597967521545
2016-03-28,,100.0,127.29597967521545
2016-04-04,,100.0,127.40412675524428
2016-04-11,,100.0,127.40412675524428
2016-04-18,,100.0,127.40412675524428
2016-04-25,,100.0,127.40412675524428
2016-05-02,,100.0,126.79901809317818
2016-05-09,,100.0,126.79901809317818
2016-05-16,,100.0,126.79901809317818
2016-05-23,,100.0,126.79901809317818
2016-05-30,,100.0,126.79901809317818
2016-06-06,,100.0,124.24812030075188
2016-06-13,,100.0,124.24812030075188
2016-06-20,,100.0,124.24812030075188
2016-06-27,,100.0,124.24812030075188
2016-07-04,,100.0,124.2979022899715
2016-07-11,,100.0,124.2979022899715
2016-07-18,,100.0,124.2979022899715
2016-07-25,,100.0,124.2979022899715
2016-08-01,,100.0,125.20599443815014
2016-08-08,,100.0,125.20599443815014
2016-08-15,,100.0,125.20599443815014
2016-08-22,,100.0,125.20599443815014
2016-08-29,,100.0,125.20599443815014
2016-09-05,,100.0,125.15192089813576
2016-09-12,,100.0,125.15192089813576
2016-09-19,,100.0,125.15192089813576
2016-09-26,,100.0,125.15192089813576
2016-10-03,,100.0,124.4695643217633
2016-10-10,,100.0,124.4695643217633
2016-10-17,,100.0,124.4695643217633
2016-10-24,,100.0,124.4695643217633
2016-10-31,,100.0,124.4695643217633
2016-11-07,,100.0,124.87640333710992
2016-11-14,,100.0,124.87640333710992
2016-11-21,,100.0,124.87640333710992
2016-11-28,,100.0,124.87640333710992
2016-12-05,,100.0,125.3544820956501
2016-12-12,,100.0,125.3544820956501
2016-12-19,,100.0,125.3544820956501
2016-12-26,,100.0,125.3544820956501
2017-01-02,,100.0,124.4412400865177
2017-01-09,,100.0,124.4412400865177
2017-01-16,,100.0,124.4412400865177
2017-01-23,,100.0,124.4412400865177
2017-01-30,,100.0,124.4412400865177
2017-02-06,,100.0,121.10155525800803
2017-02-13,,100.0,121.10155525800803
2017-02-20,,100.0,121.10155525800803
2017-02-27,,100.0,121.10155525800803
2017-03-06,,100.0,122.2147835341779
2017-03-13,,100.0,122.2147835341779
2017-03-20,,100.0,122.2147835341779
2017-03-27,,100.0,122.2147835341779
2017-04-03,,100.0,122.65080509492914
2017-04-10,,100.0,122.65080509492914
2017-04-17,,100.0,122.65080509492914
2017-04-24,,100.0,122.65080509492914
2017-05-01,,100.0,125.64459092937823
2017-05-08,,100.0,125.64459092937823
2017-05-15,,100.0,125.64459092937823
